Id	Site	Grid.10km	Expansion	ID	Block1PLS1	Block1PLS2	Block1PLS3	Block1PLS4	Block2PLS1	Block2PLS2	Block2PLS3	Block2PLS4
PA_1_WW_01_D_calibrated	WW	SX69	England	PA_1_WW_01_D_calibrated	-0.010229854831200143	0.021499634438618798	-0.004667522010215428	-0.009537648809822283	5.419758676087922	2.599048158098128	0.15998673790848536	1.5024880347451735
PA_1_WW_02_D_calibrated	WW	SX69	England	PA_1_WW_02_D_calibrated	-0.02220784415724789	-0.0035564070137771692	0.006243344503019013	0.0075202425683026	5.419758676087922	2.599048158098128	0.15998673790848536	1.5024880347451735
PA_1_WW_03_D_calibrated	WW	SX69	England	PA_1_WW_03_D_calibrated	0.030166306767495557	-5.737008710089116E-4	-0.003618967453643314	0.00499118186508706	5.419758676087922	2.599048158098128	0.15998673790848536	1.5024880347451735
PA_1_WW_04_D_calibrated	WW	SX69	England	PA_1_WW_04_D_calibrated	-0.006938893493588218	-0.020634219049643143	-0.004632455633940919	0.003884767442524065	5.419758676087922	2.599048158098128	0.15998673790848536	1.5024880347451735
PA_1_WW_05_D_calibrated	WW	SX69	England	PA_1_WW_05_D_calibrated	0.015171880314482947	0.0038805678391592682	-0.010601835339712939	0.011443291036597613	5.419758676087922	2.599048158098128	0.15998673790848536	1.5024880347451735
PA_1_WW_06_D_calibrated	WW	SX69	England	PA_1_WW_06_D_calibrated	0.017348727872320956	0.005794372407197306	-0.007268968846422288	0.00521277778253313	5.419758676087922	2.599048158098128	0.15998673790848536	1.5024880347451735
PA_1_WW_07_D_calibrated	WW	SX69	England	PA_1_WW_07_D_calibrated	0.013292828987234816	0.0023013470028037464	-0.001790177987236797	0.012258796222773224	5.419758676087922	2.599048158098128	0.15998673790848536	1.5024880347451735
PA_1_WW_08_D_calibrated	WW	SX69	England	PA_1_WW_08_D_calibrated	-0.015523863137983089	-0.005445724322821057	-0.0037537162143346935	6.971431042686934E-4	5.419758676087922	2.599048158098128	0.15998673790848536	1.5024880347451735
PA_1_WW_09_D_calibrated	WW	SX69	England	PA_1_WW_09_D_calibrated	-0.014649199630701768	-0.004536113309111682	-0.018298479616906043	0.006937084962021585	5.419758676087922	2.599048158098128	0.15998673790848536	1.5024880347451735
PA_1_WW_10_D_calibrated	WW	SX69	England	PA_1_WW_10_D_calibrated	0.005103453475230188	-0.0013074108419581206	-0.012191290960263319	0.002147726775222673	5.419758676087922	2.599048158098128	0.15998673790848536	1.5024880347451735
PA_1_WW_11_D_calibrated	WW	SX69	England	PA_1_WW_11_D_calibrated	0.008158116080157192	0.005723689599697936	-0.0015513789854549025	8.653792587919968E-4	5.419758676087922	2.599048158098128	0.15998673790848536	1.5024880347451735
PA_1_WW_12_D_calibrated	WW	SX69	England	PA_1_WW_12_D_calibrated	-0.011853932580011921	-0.012268921131352195	-0.025576602195665536	0.0031193213809612118	5.419758676087922	2.599048158098128	0.15998673790848536	1.5024880347451735
PA_1_WW_13_D_calibrated	WW	SX69	England	PA_1_WW_13_D_calibrated	-0.00802947202730274	0.0016905649832017334	-0.008401057250531951	2.3517572937523752E-4	5.419758676087922	2.599048158098128	0.15998673790848536	1.5024880347451735
PA_1_WW_14_D_calibrated	WW	SX69	England	PA_1_WW_14_D_calibrated	-0.01696978716870138	-0.010639100855962494	-0.005278818503206673	0.011933873889698065	5.419758676087922	2.599048158098128	0.15998673790848536	1.5024880347451735
PA_1_WW_16_D_calibrated	WW	SX69	England	PA_1_WW_16_D_calibrated	0.009322040398145291	0.011007781308647324	-0.014146373277777553	-0.009865968168433669	5.419758676087922	2.599048158098128	0.15998673790848536	1.5024880347451735
PA_1_WW_18_D_calibrated	WW	SX69	England	PA_1_WW_18_D_calibrated	0.02434184456217537	0.007976877374973386	-0.01553428439936931	0.0060366091996810825	5.419758676087922	2.599048158098128	0.15998673790848536	1.5024880347451735
PA_1_WW_19_D_calibrated	WW	SX69	England	PA_1_WW_19_D_calibrated	0.02169088096683363	-0.004687694271248747	-0.01841875432282713	0.00951723787751982	5.419758676087922	2.599048158098128	0.15998673790848536	1.5024880347451735
PA_1_WW_20_D_calibrated	WW	SX69	England	PA_1_WW_20_D_calibrated	-0.00566913056873013	-8.131991021447875E-4	-0.008697856108864756	-0.004425690531569217	5.419758676087922	2.599048158098128	0.15998673790848536	1.5024880347451735
PA_3_MH_01_D_calibrated	MH	TL11	England	PA_3_MH_01_D_calibrated	0.009754711632802317	-0.01946417801180799	0.010659850051958965	0.007391487848436923	7.247603405130336	1.9416114037869372	2.3981522125398222	0.5454896342711106
PA_3_MH_02_D_calibrated	MH	TL11	England	PA_3_MH_02_D_calibrated	-0.0017456723785738454	-0.029774931623939457	-0.012487299695621602	0.0027089097654983216	7.247603405130336	1.9416114037869372	2.3981522125398222	0.5454896342711106
PA_3_MH_03_D_calibrated	MH	TL11	England	PA_3_MH_03_D_calibrated	0.010568161503486113	0.0016728938413621101	0.013354705069822176	-0.018095431880409414	7.247603405130336	1.9416114037869372	2.3981522125398222	0.5454896342711106
PA_3_MH_04_D_calibrated	MH	TL11	England	PA_3_MH_04_D_calibrated	0.013827227671187551	0.0103063471745662	8.132394532213286E-4	0.00420792003090647	7.247603405130336	1.9416114037869372	2.3981522125398222	0.5454896342711106
PA_3_MH_05_D_calibrated	MH	TL11	England	PA_3_MH_05_D_calibrated	-7.854664846538319E-4	-0.012927609408475791	0.01217392748947146	0.0075321295707737905	7.247603405130336	1.9416114037869372	2.3981522125398222	0.5454896342711106
