,met.x,met.y,Grid.10km,Expansion,Site.name,Site.ID,Ind.num.cont,Sample.ID,GridRef,Lat,Lng,X,Y,Day.col,Mnth.col,Yr.col,X10km.1st.rec,site.1st.rec,years.col.10km,years.col.site,Scale_dmg,Dmg,Age,cropped,FW_used,Photo.FW.D.ID,Photo.FW.V.ID,HW_used,Photo.HW.D.ID,Photo.HW.V.ID,Landmarked,Hairy_AC,mat.10yr,Date,EveDate,refdate,Jday.col,gen2Jday,volt_num,gen2.yr,gen2.mnth,gen2.day,Jday.diff,lon,lat,dev.tmp
157,436000,415000,SE31,England,Haw Park Wood,HPW,157,PA-E-9b-HPW-2018-14,SE3633815114,53.631296,-1.451966,436338,415114,7,6,2018,1995,2002,24,17,2,1,3,Y,L,PA_9b_HPW_14_D_calibrated,PA_9b_HPW_14_V_calibrated,L,PA_9b_HPW_14_D_calibrated,PA_9b_HPW_14_V_calibrated,FW/HW,Very,10.00503,07/06/2018,07/06/2018,31/12/2017,158,217,3,2008,8,4,59,436500,415500,17.29256
158,436000,415000,SE31,England,Haw Park Wood,HPW,158,PA-E-9b-HPW-2018-15,SE3633815114,53.631296,-1.451966,436338,415114,7,6,2018,1995,2002,24,17,2,1,3,Y,R,PA_9b_HPW_15_D_calibrated,PA_9b_HPW_15_V_calibrated,L,PA_9b_HPW_15_D_calibrated,PA_9b_HPW_15_V_calibrated,FW/HW,Very,10.00503,07/06/2018,07/06/2018,31/12/2017,158,217,3,2008,8,4,59,436500,415500,17.29256
159,354000,477000,SD57,England,Hutton Roof Crags,HRC,159,PA-E-10-HRC-2018-01,SD5460077400,54.190345,-2.6972663,354600,477400,8,6,2018,1993,2002,26,17,2,1,3,Y,L,PA_10_HRC_01_D_calibrated,PA_10_HRC_01_V_calibrated,L,PA_10_HRC_01_D_calibrated,PA_10_HRC_01_V_calibrated,FW/HW,Very,8.94455,08/06/2018,08/06/2018,31/12/2017,159,231,2,2008,8,18,72,354500,477500,15.45996
160,354000,477000,SD57,England,Hutton Roof Crags,HRC,160,PA-E-10-HRC-2018-02,SD5460077400,54.190345,-2.6972663,354600,477400,8,6,2018,1993,2002,26,17,2,1,3,Y,L,PA_10_HRC_02_D_calibrated,PA_10_HRC_02_V_calibrated,L,PA_10_HRC_02_D_calibrated,PA_10_HRC_02_V_calibrated,FW/HW,Very,8.94455,08/06/2018,08/06/2018,31/12/2017,159,231,2,2008,8,18,72,354500,477500,15.45996
161,354000,477000,SD57,England,Hutton Roof Crags,HRC,161,PA-E-10-HRC-2018-03,SD5460077400,54.190345,-2.6972663,354600,477400,8,6,2018,1993,2002,26,17,2,1,3,Y,L,PA_10_HRC_03_D_calibrated,PA_10_HRC_03_V_calibrated,L,PA_10_HRC_03_D_calibrated,PA_10_HRC_03_V_calibrated,FW/HW,very,8.94455,08/06/2018,08/06/2018,31/12/2017,159,231,2,2008,8,18,72,354500,477500,15.45996
162,354000,477000,SD57,England,Hutton Roof Crags,HRC,162,PA-E-10-HRC-2018-04,SD5460077400,54.190345,-2.6972663,354600,477400,8,6,2018,1993,2002,26,17,1,1,2,Y,L,PA_10_HRC_04_D_calibrated,PA_10_HRC_04_V_calibrated,L,PA_10_HRC_04_D_calibrated,PA_10_HRC_04_V_calibrated,FW/HW,Very,8.94455,08/06/2018,08/06/2018,31/12/2017,159,231,2,2008,8,18,72,354500,477500,15.45996
163,354000,477000,SD57,England,Hutton Roof Crags,HRC,163,PA-E-10-HRC-2018-05,SD5460077400,54.190345,-2.6972663,354600,477400,8,6,2018,1993,2002,26,17,2,1,3,Y,L,PA_10_HRC_05_D_calibrated,PA_10_HRC_05_V_calibrated,L,PA_10_HRC_05_D_calibrated,PA_10_HRC_05_V_calibrated,FW/HW,Med,8.94455,08/06/2018,08/06/2018,31/12/2017,159,231,2,2008,8,18,72,354500,477500,15.45996
164,354000,477000,SD57,England,Hutton Roof Crags,HRC,164,PA-E-10-HRC-2018-06,SD5460077400,54.190345,-2.6972663,354600,477400,8,6,2018,1993,2002,26,17,4,2,6,Y,L,PA_10_HRC_06_D_calibrated,PA_10_HRC_06_V_calibrated,L,PA_10_HRC_06_D_calibrated,PA_10_HRC_06_V_calibrated,FW/HW,Light,8.94455,08/06/2018,08/06/2018,31/12/2017,159,231,2,2008,8,18,72,354500,477500,15.45996
165,354000,477000,SD57,England,Hutton Roof Crags,HRC,165,PA-E-10-HRC-2018-07,SD5460077400,54.190345,-2.6972663,354600,477400,8,6,2018,1993,2002,26,17,1,1,2,Y,L,PA_10_HRC_07_D_calibrated,PA_10_HRC_07_V_calibrated,L,PA_10_HRC_07_D_calibrated,PA_10_HRC_07_V_calibrated,FW/HW,Med,8.94455,08/06/2018,08/06/2018,31/12/2017,159,231,2,2008,8,18,72,354500,477500,15.45996
166,354000,477000,SD57,England,Hutton Roof Crags,HRC,166,PA-E-10-HRC-2018-08,SD5460077400,54.190345,-2.6972663,354600,477400,8,6,2018,1993,2002,26,17,2,2,4,Y,L,PA_10_HRC_08_D_calibrated,PA_10_HRC_08_V_calibrated,L,PA_10_HRC_08_D_calibrated,PA_10_HRC_08_V_calibrated,FW/HW,Med,8.94455,08/06/2018,08/06/2018,31/12/2017,159,231,2,2008,8,18,72,354500,477500,15.45996
167,354000,477000,SD57,England,Hutton Roof Crags,HRC,167,PA-E-10-HRC-2018-09,SD5460077400,54.190345,-2.6972663,354600,477400,8,6,2018,1993,2002,26,17,3,1,4,Y,R,PA_10_HRC_09_D_calibrated,PA_10_HRC_09_V_calibrated,R,PA_10_HRC_09_D_calibrated,PA_10_HRC_09_V_calibrated,FW/HW,Light,8.94455,08/06/2018,08/06/2018,31/12/2017,159,231,2,2008,8,18,72,354500,477500,15.45996
168,354000,477000,SD57,England,Hutton Roof Crags,HRC,168,PA-E-10-HRC-2018-10,SD5460077400,54.190345,-2.6972663,354600,477400,8,6,2018,1993,2002,26,17,4,4,8,Y,N,PA_10_HRC_10_D_calibrated,PA_10_HRC_10_V_calibrated,N,PA_10_HRC_10_D_calibrated,PA_10_HRC_10_V_calibrated,FW/HW,,8.94455,08/06/2018,08/06/2018,31/12/2017,159,231,2,2008,8,18,72,354500,477500,15.45996
169,354000,477000,SD57,England,Hutton Roof Crags,HRC,169,PA-E-10-HRC-2018-11,SD5460077400,54.190345,-2.6972663,354600,477400,8,6,2018,1993,2002,26,17,1,1,2,Y,L,PA_10_HRC_11_D_calibrated,PA_10_HRC_11_V_calibrated,L,PA_10_HRC_11_D_calibrated,PA_10_HRC_11_V_calibrated,FW/HW,Very,8.94455,08/06/2018,08/06/2018,31/12/2017,159,231,2,2008,8,18,72,354500,477500,15.45996
170,354000,477000,SD57,England,Hutton Roof Crags,HRC,170,PA-E-10-HRC-2018-12,SD5460077400,54.190345,-2.6972663,354600,477400,8,6,2018,1993,2002,26,17,2,1,3,Y,L,PA_10_HRC_12_D_calibrated,PA_10_HRC_12_V_calibrated,L,PA_10_HRC_12_D_calibrated,PA_10_HRC_12_V_calibrated,FW/HW,Very,8.94455,08/06/2018,08/06/2018,31/12/2017,159,231,2,2008,8,18,72,354500,477500,15.45996
171,354000,477000,SD57,England,Hutton Roof Crags,HRC,171,PA-E-10-HRC-2018-13,SD5460077400,54.190345,-2.6972663,354600,477400,8,6,2018,1993,2002,26,17,2,1,3,Y,L,PA_10_HRC_13_D_calibrated,PA_10_HRC_13_V_calibrated,L,PA_10_HRC_13_D_calibrated,PA_10_HRC_13_V_calibrated,FW/HW,Very,8.94455,08/06/2018,08/06/2018,31/12/2017,159,231,2,2008,8,18,72,354500,477500,15.45996
172,354000,477000,SD57,England,Hutton Roof Crags,HRC,172,PA-E-10-HRC-2018-14,SD5460077400,54.190345,-2.6972663,354600,477400,8,6,2018,1993,2002,26,17,4,3,7,Y,L,PA_10_HRC_14_D_calibrated,PA_10_HRC_14_V_calibrated,R,PA_10_HRC_14_D_calibrated,PA_10_HRC_14_V_calibrated,FW/HW,Light,8.94455,08/06/2018,08/06/2018,31/12/2017,159,231,2,2008,8,18,72,354500,477500,15.45996
173,354000,477000,SD57,England,Hutton Roof Crags,HRC,173,PA-E-10-HRC-2018-15,SD5460077400,54.190345,-2.6972663,354600,477400,8,6,2018,1993,2002,26,17,1,1,2,Y,L,PA_10_HRC_15_D_calibrated,PA_10_HRC_15_V_calibrated,L,PA_10_HRC_15_D_calibrated,PA_10_HRC_15_V_calibrated,FW/HW,Very,8.94455,08/06/2018,08/06/2018,31/12/2017,159,231,2,2008,8,18,72,354500,477500,15.45996
174,354000,477000,SD57,England,Hutton Roof Crags,HRC,174,PA-E-10-HRC-2018-16,SD5460077400,54.190345,-2.6972663,354600,477400,8,6,2018,1993,2002,26,17,3,2,5,Y,R,PA_10_HRC_16_D_calibrated,PA_10_HRC_16_V_calibrated,L,PA_10_HRC_16_D_calibrated,PA_10_HRC_16_V_calibrated,FW/HW,Light,8.94455,08/06/2018,08/06/2018,31/12/2017,159,231,2,2008,8,18,72,354500,477500,15.45996
175,354000,477000,SD57,England,Hutton Roof Crags,HRC,175,PA-E-10-HRC-2018-17,SD5460077400,54.190345,-2.6972663,354600,477400,8,6,2018,1993,2002,26,17,1,1,2,Y,L,PA_10_HRC_17_D_calibrated,PA_10_HRC_17_V_calibrated,L,PA_10_HRC_17_D_calibrated,PA_10_HRC_17_V_calibrated,FW/HW,Very,8.94455,08/06/2018,08/06/2018,31/12/2017,159,231,2,2008,8,18,72,354500,477500,15.45996
176,354000,477000,SD57,England,Hutton Roof Crags,HRC,176,PA-E-10-HRC-2018-18,SD5460077400,54.190345,-2.6972663,354600,477400,8,6,2018,1993,2002,26,17,4,3,7,Y,L,PA_10_HRC_18_D_calibrated,PA_10_HRC_18_V_calibrated,R,PA_10_HRC_18_D_calibrated,PA_10_HRC_18_V_calibrated,FW/HW,Light,8.94455,08/06/2018,08/06/2018,31/12/2017,159,231,2,2008,8,18,72,354500,477500,15.45996
177,354000,477000,SD57,England,Hutton Roof Crags,HRC,177,PA-E-10-HRC-2018-19,SD5460077400,54.190345,-2.6972663,354600,477400,8,6,2018,1993,2002,26,17,1,1,2,Y,L,PA_10_HRC_19_D_calibrated,PA_10_HRC_19_V_calibrated,L,PA_10_HRC_19_D_calibrated,PA_10_HRC_19_V_calibrated,FW/HW,Very,8.94455,08/06/2018,08/06/2018,31/12/2017,159,231,2,2008,8,18,72,354500,477500,15.45996
178,354000,477000,SD57,England,Hutton Roof Crags,HRC,178,PA-E-10-HRC-2018-20,SD5460077400,54.190345,-2.6972663,354600,477400,8,6,2018,1993,2002,26,17,1,1,2,Y,L,PA_10_HRC_20_D_calibrated,PA_10_HRC_20_V_calibrated,L,PA_10_HRC_20_D_calibrated,PA_10_HRC_20_V_calibrated,FW/HW,Very,8.94455,08/06/2018,08/06/2018,31/12/2017,159,231,2,2008,8,18,72,354500,477500,15.45996
179,457000,485000,SE58,England,Ashberry and Reins Wood,ARW,179,PA-E-11-ARW-2018-01,SE5700085000,54.257506,-1.1265357,457000,485000,29,5,2018,2007,2008,12,11,2,1,3,Y,L,PA_11_ARW_01_D_calibrated,PA_11_ARW_01_V_calibrated,L,PA_11_ARW_01_D_calibrated,PA_11_ARW_01_V_calibrated,FW/HW,Med,9.24145,29/05/2018,29/05/2018,31/12/2017,149,213,2,2008,7,31,64,457500,485500,15.03066
180,457000,485000,SE58,England,Ashberry and Reins Wood,ARW,180,PA-E-11-ARW-2018-02,SE5700085000,54.257506,-1.1265357,457000,485000,29,5,2018,2007,2008,12,11,2,1,3,Y,L,PA_11_ARW_02_D_calibrated,PA_11_ARW_02_V_calibrated,L,PA_11_ARW_02_D_calibrated,PA_11_ARW_02_V_calibrated,FW/HW,Med,9.24145,29/05/2018,29/05/2018,31/12/2017,149,213,2,2008,7,31,64,457500,485500,15.03066
181,457000,485000,SE58,England,Ashberry and Reins Wood,ARW,181,PA-E-11-ARW-2018-03,SE5700085000,54.257506,-1.1265357,457000,485000,29,5,2018,2007,2008,12,11,2,1,3,Y,L,PA_11_ARW_03_D_calibrated,PA_11_ARW_03_V_calibrated,L,PA_11_ARW_03_D_calibrated,PA_11_ARW_03_V_calibrated,FW/HW,Med,9.24145,29/05/2018,29/05/2018,31/12/2017,149,213,2,2008,7,31,64,457500,485500,15.03066
182,457000,485000,SE58,England,Ashberry and Reins Wood,ARW,182,PA-E-11-ARW-2018-04,SE5700085000,54.257506,-1.1265357,457000,485000,29,5,2018,2007,2008,12,11,3,1,4,Y,L,PA_11_ARW_04_D_calibrated,PA_11_ARW_04_V_calibrated,L,PA_11_ARW_04_D_calibrated,PA_11_ARW_04_V_calibrated,FW/HW,Light,9.24145,29/05/2018,29/05/2018,31/12/2017,149,213,2,2008,7,31,64,457500,485500,15.03066
183,457000,485000,SE58,England,Ashberry and Reins Wood,ARW,183,PA-E-11-ARW-2018-05,SE5700085000,54.257506,-1.1265357,457000,485000,29,5,2018,2007,2008,12,11,3,2,5,Y,R,PA_11_ARW_05_D_calibrated,PA_11_ARW_05_V_calibrated,R,PA_11_ARW_05_D_calibrated,PA_11_ARW_05_V_calibrated,FW/HW,Light,9.24145,29/05/2018,29/05/2018,31/12/2017,149,213,2,2008,7,31,64,457500,485500,15.03066
184,457000,485000,SE58,England,Ashberry and Reins Wood,ARW,184,PA-E-11-ARW-2018-06,SE5700085000,54.257506,-1.1265357,457000,485000,29,5,2018,2007,2008,12,11,2,1,3,Y,L,PA_11_ARW_06_D_calibrated,PA_11_ARW_06_V_calibrated,L,PA_11_ARW_06_D_calibrated,PA_11_ARW_06_V_calibrated,FW/HW,Very,9.24145,29/05/2018,29/05/2018,31/12/2017,149,213,2,2008,7,31,64,457500,485500,15.03066
185,457000,485000,SE58,England,Ashberry and Reins Wood,ARW,185,PA-E-11-ARW-2018-07,SE5700085000,54.257506,-1.1265357,457000,485000,29,5,2018,2007,2008,12,11,3,1,4,Y,L,PA_11_ARW_07_D_calibrated,PA_11_ARW_07_V_calibrated,l,PA_11_ARW_07_D_calibrated,PA_11_ARW_07_V_calibrated,FW/HW,Light,9.24145,29/05/2018,29/05/2018,31/12/2017,149,213,2,2008,7,31,64,457500,485500,15.03066
186,457000,485000,SE58,England,Ashberry and Reins Wood,ARW,186,PA-E-11-ARW-2018-08,SE5700085000,54.257506,-1.1265357,457000,485000,31,5,2018,2007,2008,12,11,4,4,8,Y,L,PA_11_ARW_08_D_calibrated,PA_11_ARW_08_V_calibrated,N,PA_11_ARW_08_D_calibrated,PA_11_ARW_08_V_calibrated,FW/HW,,9.24145,31/05/2018,31/05/2018,31/12/2017,151,213,2,2008,7,31,62,457500,485500,15.03066
187,457000,485000,SE58,England,Ashberry and Reins Wood,ARW,187,PA-E-11-ARW-2018-09,SE5700085000,54.257506,-1.1265357,457000,485000,31,5,2018,2007,2008,12,11,2,2,4,Y,L,PA_11_ARW_09_D_calibrated,PA_11_ARW_09_V_calibrated,R,PA_11_ARW_09_D_calibrated,PA_11_ARW_09_V_calibrated,FW/HW,Light,9.24145,31/05/2018,31/05/2018,31/12/2017,151,213,2,2008,7,31,62,457500,485500,15.03066
188,457000,485000,SE58,England,Ashberry and Reins Wood,ARW,188,PA-E-11-ARW-2018-10,SE5700085000,54.257506,-1.1265357,457000,485000,31,5,2018,2007,2008,12,11,3,3,6,Y,L,PA_11_ARW_10_D_calibrated,PA_11_ARW_10_V_calibrated,N,PA_11_ARW_10_D_calibrated,PA_11_ARW_10_V_calibrated,FW/HW,,9.24145,31/05/2018,31/05/2018,31/12/2017,151,213,2,2008,7,31,62,457500,485500,15.03066
189,457000,485000,SE58,England,Ashberry and Reins Wood,ARW,189,PA-E-11-ARW-2018-11,SE5700085000,54.257506,-1.1265357,457000,485000,31,5,2018,2007,2008,12,11,2,1,3,Y,L,PA_11_ARW_11_D_calibrated,PA_11_ARW_11_V_calibrated,L,PA_11_ARW_11_D_calibrated,PA_11_ARW_11_V_calibrated,FW/HW,Very,9.24145,31/05/2018,31/05/2018,31/12/2017,151,213,2,2008,7,31,62,457500,485500,15.03066
190,457000,485000,SE58,England,Ashberry and Reins Wood,ARW,190,PA-E-11-ARW-2018-12,SE5700085000,54.257506,-1.1265357,457000,485000,31,5,2018,2007,2008,12,11,4,3,7,Y,N,PA_11_ARW_12_D_calibrated,PA_11_ARW_12_V_calibrated,L,PA_11_ARW_12_D_calibrated,PA_11_ARW_12_V_calibrated,FW/HW,Light,9.24145,31/05/2018,31/05/2018,31/12/2017,151,213,2,2008,7,31,62,457500,485500,15.03066
191,457000,485000,SE58,England,Ashberry and Reins Wood,ARW,191,PA-E-11-ARW-2018-13,SE5700085000,54.257506,-1.1265357,457000,485000,31,5,2018,2007,2008,12,11,2,2,4,Y,R,PA_11_ARW_13_D_calibrated,PA_11_ARW_13_V_calibrated,L,PA_11_ARW_13_D_calibrated,PA_11_ARW_13_V_calibrated,FW/HW,Very,9.24145,31/05/2018,31/05/2018,31/12/2017,151,213,2,2008,7,31,62,457500,485500,15.03066
192,457000,485000,SE58,England,Ashberry and Reins Wood,ARW,192,PA-E-11-ARW-2018-14,SE5700085000,54.257506,-1.1265357,457000,485000,31,5,2018,2007,2008,12,11,2,1,3,Y,L,PA_11_ARW_14_D_calibrated,PA_11_ARW_14_V_calibrated,L,PA_11_ARW_14_D_calibrated,PA_11_ARW_14_V_calibrated,FW/HW,very,9.24145,31/05/2018,31/05/2018,31/12/2017,151,213,2,2008,7,31,62,457500,485500,15.03066
193,457000,485000,SE58,England,Ashberry and Reins Wood,ARW,193,PA-E-11-ARW-2018-15,SE5700085000,54.257506,-1.1265357,457000,485000,31,5,2018,2007,2008,12,11,3,3,6,Y,N,PA_11_ARW_15_D_calibrated,PA_11_ARW_15_V_calibrated,L,PA_11_ARW_15_D_calibrated,PA_11_ARW_15_V_calibrated,FW/HW,Light,9.24145,31/05/2018,31/05/2018,31/12/2017,151,213,2,2008,7,31,62,457500,485500,15.03066
194,457000,485000,SE58,England,Ashberry and Reins Wood,ARW,194,PA-E-11-ARW-2018-16,SE5700085000,54.257506,-1.1265357,457000,485000,31,5,2018,2007,2008,12,11,3,1,4,Y,L,PA_11_ARW_16_D_calibrated,PA_11_ARW_16_V_calibrated,L,PA_11_ARW_16_D_calibrated,PA_11_ARW_16_V_calibrated,FW/HW,Light,9.24145,31/05/2018,31/05/2018,31/12/2017,151,213,2,2008,7,31,62,457500,485500,15.03066
195,457000,485000,SE58,England,Ashberry and Reins Wood,ARW,195,PA-E-11-ARW-2018-17,SE5700085000,54.257506,-1.1265357,457000,485000,31,5,2018,2007,2008,12,11,2,2,4,Y,L,PA_11_ARW_17_D_calibrated,PA_11_ARW_17_V_calibrated,R,PA_11_ARW_17_D_calibrated,PA_11_ARW_17_V_calibrated,FW/HW,Light,9.24145,31/05/2018,31/05/2018,31/12/2017,151,213,2,2008,7,31,62,457500,485500,15.03066
196,457000,485000,SE58,England,Ashberry and Reins Wood,ARW,196,PA-E-11-ARW-2018-18,SE5700085000,54.257506,-1.1265357,457000,485000,7,6,2018,2007,2008,12,11,2,1,3,Y,L,PA_11_ARW_18_D_calibrated,PA_11_ARW_18_V_calibrated,L,PA_11_ARW_18_D_calibrated,PA_11_ARW_18_V_calibrated,FW/HW,Very,9.24145,07/06/2018,07/06/2018,31/12/2017,158,213,2,2008,7,31,55,457500,485500,15.03066
197,457000,485000,SE58,England,Ashberry and Reins Wood,ARW,197,PA-E-11-ARW-2018-19,SE5700085000,54.257506,-1.1265357,457000,485000,7,6,2018,2007,2008,12,11,1,1,2,Y,L,PA_11_ARW_19_D_calibrated,PA_11_ARW_19_V_calibrated,L,PA_11_ARW_19_D_calibrated,PA_11_ARW_19_V_calibrated,FW/HW,Very,9.24145,07/06/2018,07/06/2018,31/12/2017,158,213,2,2008,7,31,55,457500,485500,15.03066
198,457000,485000,SE58,England,Ashberry and Reins Wood,ARW,198,PA-E-11-ARW-2018-20,SE5700085000,54.257506,-1.1265357,457000,485000,7,6,2018,2007,2008,12,11,3,1,4,Y,L,PA_11_ARW_20_D_calibrated,PA_11_ARW_20_V_calibrated,L,PA_11_ARW_20_D_calibrated,PA_11_ARW_20_V_calibrated,FW/HW,Med,9.24145,07/06/2018,07/06/2018,31/12/2017,158,213,2,2008,7,31,55,457500,485500,15.03066
199,332000,482000,SD38,England,Roudsea Wood,12-RW,199,PA-E-12-RW-2018-01,SD3296882663,54.235261,-3.029904,332968,482663,27,7,2018,2000,2000,19,19,3,1,4,Y,L,PA_12_RW_01_D_calibrated,PA_12_RW_01_V_calibrated,R,PA_12_RW_01_D_calibrated,PA_12_RW_01_V_calibrated,FW/HW,Light,9.69507,27/07/2018,27/07/2018,31/12/2017,208,203,2,2008,7,21,-5,332500,482500,15.29833
200,332000,482000,SD38,England,Roudsea Wood,12-RW,200,PA-E-12-RW-2018-02,SD3296882663,54.235261,-3.029904,332968,482663,27,7,2018,2000,2000,19,19,2,1,3,Y,L,PA_12_RW_02_D_calibrated,PA_12_RW_02_V_calibrated,L,PA_12_RW_02_D_calibrated,PA_12_RW_02_V_calibrated,FW/HW,Very,9.69507,27/07/2018,27/07/2018,31/12/2017,208,203,2,2008,7,21,-5,332500,482500,15.29833
201,332000,482000,SD38,England,Roudsea Wood,12-RW,201,PA-E-12-RW-2018-03,SD3296882663,54.235261,-3.029904,332968,482663,27,7,2018,2000,2000,19,19,2,2,4,Y,L,PA_12_RW_03_D_calibrated,PA_12_RW_03_V_calibrated,R,PA_12_RW_03_D_calibrated,PA_12_RW_03_V_calibrated,FW/HW,Light,9.69507,27/07/2018,27/07/2018,31/12/2017,208,203,2,2008,7,21,-5,332500,482500,15.29833
202,332000,482000,SD38,England,Roudsea Wood,12-RW,202,PA-E-12-RW-2018-04,SD3296882663,54.235261,-3.029904,332968,482663,27,7,2018,2000,2000,19,19,2,3,5,Y,R,PA_12_RW_04_D_calibrated,PA_12_RW_04_V_calibrated,N,PA_12_RW_04_D_calibrated,PA_12_RW_04_V_calibrated,FW/HW,,9.69507,27/07/2018,27/07/2018,31/12/2017,208,203,2,2008,7,21,-5,332500,482500,15.29833
203,332000,482000,SD38,England,Roudsea Wood,12-RW,203,PA-E-12-RW-2018-05,SD3296882663,54.235261,-3.029904,332968,482663,27,7,2018,2000,2000,19,19,2,1,3,Y,L,PA_12_RW_05_D_calibrated,PA_12_RW_05_V_calibrated,L,PA_12_RW_05_D_calibrated,PA_12_RW_05_V_calibrated,FW/HW,Med,9.69507,27/07/2018,27/07/2018,31/12/2017,208,203,2,2008,7,21,-5,332500,482500,15.29833
204,332000,482000,SD38,England,Roudsea Wood,12-RW,204,PA-E-12-RW-2018-06,SD3296882663,54.235261,-3.029904,332968,482663,27,7,2018,2000,2000,19,19,2,1,3,Y,L,PA_12_RW_06_D_calibrated,PA_12_RW_06_V_calibrated,L,PA_12_RW_06_D_calibrated,PA_12_RW_06_V_calibrated,FW/HW,Med,9.69507,27/07/2018,27/07/2018,31/12/2017,208,203,2,2008,7,21,-5,332500,482500,15.29833
205,332000,482000,SD38,England,Roudsea Wood,12-RW,205,PA-E-12-RW-2018-07,SD3296882663,54.235261,-3.029904,332968,482663,27,7,2018,2000,2000,19,19,2,1,3,Y,L,PA_12_RW_07_D_calibrated,PA_12_RW_07_V_calibrated,L,PA_12_RW_07_D_calibrated,PA_12_RW_07_V_calibrated,FW/HW,Med,9.69507,27/07/2018,27/07/2018,31/12/2017,208,203,2,2008,7,21,-5,332500,482500,15.29833
206,332000,482000,SD38,England,Roudsea Wood,12-RW,206,PA-E-12-RW-2018-08,SD3296882663,54.235261,-3.029904,332968,482663,5,8,2018,2000,2000,19,19,3,1,4,Y,R,PA_12_RW_08_D_calibrated,PA_12_RW_08_V_calibrated,L,PA_12_RW_08_D_calibrated,PA_12_RW_08_V_calibrated,FW/HW,Light,9.69507,05/08/2018,05/08/2018,31/12/2017,217,203,2,2008,7,21,-14,332500,482500,15.29833
207,332000,482000,SD38,England,Roudsea Wood,12-RW,207,PA-E-12-RW-2018-09,SD3296882663,54.235261,-3.029904,332968,482663,5,8,2018,2000,2000,19,19,2,2,4,Y,L,PA_12_RW_09_D_calibrated,PA_12_RW_09_V_calibrated,L,PA_12_RW_09_D_calibrated,PA_12_RW_09_V_calibrated,FW/HW,Med,9.69507,05/08/2018,05/08/2018,31/12/2017,217,203,2,2008,7,21,-14,332500,482500,15.29833
208,332000,482000,SD38,England,Roudsea Wood,12-RW,208,PA-E-12-RW-2018-10,SD3296882663,54.235261,-3.029904,332968,482663,5,8,2018,2000,2000,19,19,2,2,4,Y,R,PA_12_RW_10_D_calibrated,PA_12_RW_10_V_calibrated,L,PA_12_RW_10_D_calibrated,PA_12_RW_10_V_calibrated,FW/HW,Med,9.69507,05/08/2018,05/08/2018,31/12/2017,217,203,2,2008,7,21,-14,332500,482500,15.29833
209,332000,482000,SD38,England,Roudsea Wood,12-RW,209,PA-E-12-RW-2018-11,SD3296882663,54.235261,-3.029904,332968,482663,5,8,2018,2000,2000,19,19,2,1,3,Y,L,PA_12_RW_11_D_calibrated,PA_12_RW_11_V_calibrated,L,PA_12_RW_11_D_calibrated,PA_12_RW_11_V_calibrated,FW/HW,Very,9.69507,05/08/2018,05/08/2018,31/12/2017,217,203,2,2008,7,21,-14,332500,482500,15.29833
210,332000,482000,SD38,England,Roudsea Wood,12-RW,210,PA-E-12-RW-2018-12,SD3296882663,54.235261,-3.029904,332968,482663,5,8,2018,2000,2000,19,19,3,1,4,Y,L,PA_12_RW_12_D_calibrated,PA_12_RW_12_V_calibrated,L,PA_12_RW_12_D_calibrated,PA_12_RW_12_V_calibrated,FW/HW,Med,9.69507,05/08/2018,05/08/2018,31/12/2017,217,203,2,2008,7,21,-14,332500,482500,15.29833
211,332000,482000,SD38,England,Roudsea Wood,12-RW,211,PA-E-12-RW-2018-13,SD3296882663,54.235261,-3.029904,332968,482663,5,8,2018,2000,2000,19,19,2,1,3,Y,L,PA_12_RW_13_D_calibrated,PA_12_RW_13_V_calibrated,L,PA_12_RW_13_D_calibrated,PA_12_RW_13_V_calibrated,FW/HW,very,9.69507,05/08/2018,05/08/2018,31/12/2017,217,203,2,2008,7,21,-14,332500,482500,15.29833
212,332000,482000,SD38,England,Roudsea Wood,12-RW,212,PA-E-12-RW-2018-14,SD3296882663,54.235261,-3.029904,332968,482663,5,8,2018,2000,2000,19,19,2,1,3,Y,L,PA_12_RW_14_D_calibrated,PA_12_RW_14_V_calibrated,R,PA_12_RW_14_D_calibrated,PA_12_RW_14_V_calibrated,FW/HW,Light,9.69507,05/08/2018,05/08/2018,31/12/2017,217,203,2,2008,7,21,-14,332500,482500,15.29833
213,332000,482000,SD38,England,Roudsea Wood,12-RW,213,PA-E-12-RW-2018-15,SD3296882663,54.235261,-3.029904,332968,482663,5,8,2018,2000,2000,19,19,2,1,3,Y,L,PA_12_RW_15_D_calibrated,PA_12_RW_15_V_calibrated,R,PA_12_RW_15_D_calibrated,PA_12_RW_15_V_calibrated,FW/HW,Light,9.69507,05/08/2018,05/08/2018,31/12/2017,217,203,2,2008,7,21,-14,332500,482500,15.29833
214,332000,482000,SD38,England,Roudsea Wood,12-RW,214,PA-E-12-RW-2018-16,SD3296882663,54.235261,-3.029904,332968,482663,5,8,2018,2000,2000,19,19,2,1,3,Y,L,PA_12_RW_16_D_calibrated,PA_12_RW_16_V_calibrated,L,PA_12_RW_16_D_calibrated,PA_12_RW_16_V_calibrated,FW/HW,Med,9.69507,05/08/2018,05/08/2018,31/12/2017,217,203,2,2008,7,21,-14,332500,482500,15.29833
