Main.study,Expansion,Site.name,Site.ID,Ind.num.cont,Sample.ID,GridRef,Lat,Lng,X,Y,Grid.10km,Day.col,Mnth.col,Yr.col,10km.1st.rec,site.1st.rec,years.col.10km,years.col.site,Day.photo,Month.photo,Year.photo,Calib.group,Calib.day,Calib.month,Scale_dmg,Dmg,Age,cropped,FW_used,Photo.FW.D.ID,Photo.FW.V.ID,HW_used,Photo.HW.D.ID,Photo.HW.V.ID,Landmarked,Hairy_AC
etcGBS,England,Ashberry and Reins Wood,ARW,188,PA-E-11-ARW-2018-10,SE5700085000,54.257506,-1.1265357,457000,485000,SE58,31,5,2018,2007,2008,12,11,4,7,2019,3,6,7,3,3,6,Y,L,PA_11_ARW_10_D_calibrated,PA_11_ARW_10_V_calibrated,N,PA_11_ARW_10_D_calibrated,PA_11_ARW_10_V_calibrated,FW/HW,
etcGBS,England,Ashberry and Reins Wood,ARW,189,PA-E-11-ARW-2018-11,SE5700085000,54.257506,-1.1265357,457000,485000,SE58,31,5,2018,2007,2008,12,11,4,7,2019,3,6,7,2,1,3,Y,L,PA_11_ARW_11_D_calibrated,PA_11_ARW_11_V_calibrated,L,PA_11_ARW_11_D_calibrated,PA_11_ARW_11_V_calibrated,FW/HW,Very
etcGBS,England,Ashberry and Reins Wood,ARW,190,PA-E-11-ARW-2018-12,SE5700085000,54.257506,-1.1265357,457000,485000,SE58,31,5,2018,2007,2008,12,11,4,7,2019,3,6,7,4,3,7,Y,N,PA_11_ARW_12_D_calibrated,PA_11_ARW_12_V_calibrated,L,PA_11_ARW_12_D_calibrated,PA_11_ARW_12_V_calibrated,FW/HW,Light
etcGBS,England,Ashberry and Reins Wood,ARW,191,PA-E-11-ARW-2018-13,SE5700085000,54.257506,-1.1265357,457000,485000,SE58,31,5,2018,2007,2008,12,11,4,7,2019,3,6,7,2,2,4,Y,R,PA_11_ARW_13_D_calibrated,PA_11_ARW_13_V_calibrated,L,PA_11_ARW_13_D_calibrated,PA_11_ARW_13_V_calibrated,FW/HW,Very
etcGBS,England,Ashberry and Reins Wood,ARW,192,PA-E-11-ARW-2018-14,SE5700085000,54.257506,-1.1265357,457000,485000,SE58,31,5,2018,2007,2008,12,11,4,7,2019,3,6,7,2,1,3,Y,L,PA_11_ARW_14_D_calibrated,PA_11_ARW_14_V_calibrated,L,PA_11_ARW_14_D_calibrated,PA_11_ARW_14_V_calibrated,FW/HW,very
etcGBS,England,Ashberry and Reins Wood,ARW,193,PA-E-11-ARW-2018-15,SE5700085000,54.257506,-1.1265357,457000,485000,SE58,31,5,2018,2007,2008,12,11,4,7,2019,3,6,7,3,3,6,Y,N,PA_11_ARW_15_D_calibrated,PA_11_ARW_15_V_calibrated,L,PA_11_ARW_15_D_calibrated,PA_11_ARW_15_V_calibrated,FW/HW,Light
etcGBS,England,Ashberry and Reins Wood,ARW,194,PA-E-11-ARW-2018-16,SE5700085000,54.257506,-1.1265357,457000,485000,SE58,31,5,2018,2007,2008,12,11,4,7,2019,3,6,7,3,1,4,Y,L,PA_11_ARW_16_D_calibrated,PA_11_ARW_16_V_calibrated,L,PA_11_ARW_16_D_calibrated,PA_11_ARW_16_V_calibrated,FW/HW,Light
etcGBS,England,Ashberry and Reins Wood,ARW,195,PA-E-11-ARW-2018-17,SE5700085000,54.257506,-1.1265357,457000,485000,SE58,31,5,2018,2007,2008,12,11,4,7,2019,3,6,7,2,2,4,Y,L,PA_11_ARW_17_D_calibrated,PA_11_ARW_17_V_calibrated,R,PA_11_ARW_17_D_calibrated,PA_11_ARW_17_V_calibrated,FW/HW,Light
etcGBS,England,Ashberry and Reins Wood,ARW,196,PA-E-11-ARW-2018-18,SE5700085000,54.257506,-1.1265357,457000,485000,SE58,7,6,2018,2007,2008,12,11,4,7,2019,3,6,7,2,1,3,Y,L,PA_11_ARW_18_D_calibrated,PA_11_ARW_18_V_calibrated,L,PA_11_ARW_18_D_calibrated,PA_11_ARW_18_V_calibrated,FW/HW,Very
etcGBS,England,Ashberry and Reins Wood,ARW,197,PA-E-11-ARW-2018-19,SE5700085000,54.257506,-1.1265357,457000,485000,SE58,7,6,2018,2007,2008,12,11,4,7,2019,3,6,7,1,1,2,Y,L,PA_11_ARW_19_D_calibrated,PA_11_ARW_19_V_calibrated,L,PA_11_ARW_19_D_calibrated,PA_11_ARW_19_V_calibrated,FW/HW,Very
etcGBS,England,Ashberry and Reins Wood,ARW,198,PA-E-11-ARW-2018-20,SE5700085000,54.257506,-1.1265357,457000,485000,SE58,7,6,2018,2007,2008,12,11,4,7,2019,3,6,7,3,1,4,Y,L,PA_11_ARW_20_D_calibrated,PA_11_ARW_20_V_calibrated,L,PA_11_ARW_20_D_calibrated,PA_11_ARW_20_V_calibrated,FW/HW,Med
etcGBS,England,Roudsea Wood,12-RW,199,PA-E-12-RW-2018-01,SD3296882663,54.235261,-3.029904,332968,482663,SD38,27,7,2018,2000,2000,19,19,5,7,2019,3,6,7,3,1,4,Y,L,PA_12_RW_01_D_calibrated,PA_12_RW_01_V_calibrated,R,PA_12_RW_01_D_calibrated,PA_12_RW_01_V_calibrated,FW/HW,Light
etcGBS,England,Roudsea Wood,12-RW,200,PA-E-12-RW-2018-02,SD3296882663,54.235261,-3.029904,332968,482663,SD38,27,7,2018,2000,2000,19,19,5,7,2019,3,6,7,2,1,3,Y,L,PA_12_RW_02_D_calibrated,PA_12_RW_02_V_calibrated,L,PA_12_RW_02_D_calibrated,PA_12_RW_02_V_calibrated,FW/HW,Very
etcGBS,England,Roudsea Wood,12-RW,201,PA-E-12-RW-2018-03,SD3296882663,54.235261,-3.029904,332968,482663,SD38,27,7,2018,2000,2000,19,19,5,7,2019,3,6,7,2,2,4,Y,L,PA_12_RW_03_D_calibrated,PA_12_RW_03_V_calibrated,R,PA_12_RW_03_D_calibrated,PA_12_RW_03_V_calibrated,FW/HW,Light
etcGBS,England,Roudsea Wood,12-RW,202,PA-E-12-RW-2018-04,SD3296882663,54.235261,-3.029904,332968,482663,SD38,27,7,2018,2000,2000,19,19,5,7,2019,3,6,7,2,3,5,Y,R,PA_12_RW_04_D_calibrated,PA_12_RW_04_V_calibrated,N,PA_12_RW_04_D_calibrated,PA_12_RW_04_V_calibrated,FW/HW,
etcGBS,England,Roudsea Wood,12-RW,203,PA-E-12-RW-2018-05,SD3296882663,54.235261,-3.029904,332968,482663,SD38,27,7,2018,2000,2000,19,19,5,7,2019,3,6,7,2,1,3,Y,L,PA_12_RW_05_D_calibrated,PA_12_RW_05_V_calibrated,L,PA_12_RW_05_D_calibrated,PA_12_RW_05_V_calibrated,FW/HW,Med
etcGBS,England,Roudsea Wood,12-RW,204,PA-E-12-RW-2018-06,SD3296882663,54.235261,-3.029904,332968,482663,SD38,27,7,2018,2000,2000,19,19,5,7,2019,3,6,7,2,1,3,Y,L,PA_12_RW_06_D_calibrated,PA_12_RW_06_V_calibrated,L,PA_12_RW_06_D_calibrated,PA_12_RW_06_V_calibrated,FW/HW,Med
etcGBS,England,Roudsea Wood,12-RW,205,PA-E-12-RW-2018-07,SD3296882663,54.235261,-3.029904,332968,482663,SD38,27,7,2018,2000,2000,19,19,5,7,2019,3,6,7,2,1,3,Y,L,PA_12_RW_07_D_calibrated,PA_12_RW_07_V_calibrated,L,PA_12_RW_07_D_calibrated,PA_12_RW_07_V_calibrated,FW/HW,Med
etcGBS,England,Roudsea Wood,12-RW,206,PA-E-12-RW-2018-08,SD3296882663,54.235261,-3.029904,332968,482663,SD38,5,8,2018,2000,2000,19,19,5,7,2019,3,6,7,3,1,4,Y,R,PA_12_RW_08_D_calibrated,PA_12_RW_08_V_calibrated,L,PA_12_RW_08_D_calibrated,PA_12_RW_08_V_calibrated,FW/HW,Light
etcGBS,England,Roudsea Wood,12-RW,207,PA-E-12-RW-2018-09,SD3296882663,54.235261,-3.029904,332968,482663,SD38,5,8,2018,2000,2000,19,19,5,7,2019,3,6,7,2,2,4,Y,L,PA_12_RW_09_D_calibrated,PA_12_RW_09_V_calibrated,L,PA_12_RW_09_D_calibrated,PA_12_RW_09_V_calibrated,FW/HW,Med
etcGBS,England,Roudsea Wood,12-RW,208,PA-E-12-RW-2018-10,SD3296882663,54.235261,-3.029904,332968,482663,SD38,5,8,2018,2000,2000,19,19,5,7,2019,3,6,7,2,2,4,Y,R,PA_12_RW_10_D_calibrated,PA_12_RW_10_V_calibrated,L,PA_12_RW_10_D_calibrated,PA_12_RW_10_V_calibrated,FW/HW,Med
etcGBS,England,Roudsea Wood,12-RW,209,PA-E-12-RW-2018-11,SD3296882663,54.235261,-3.029904,332968,482663,SD38,5,8,2018,2000,2000,19,19,5,7,2019,3,6,7,2,1,3,Y,L,PA_12_RW_11_D_calibrated,PA_12_RW_11_V_calibrated,L,PA_12_RW_11_D_calibrated,PA_12_RW_11_V_calibrated,FW/HW,Very
etcGBS,England,Roudsea Wood,12-RW,210,PA-E-12-RW-2018-12,SD3296882663,54.235261,-3.029904,332968,482663,SD38,5,8,2018,2000,2000,19,19,5,7,2019,3,6,7,3,1,4,Y,L,PA_12_RW_12_D_calibrated,PA_12_RW_12_V_calibrated,L,PA_12_RW_12_D_calibrated,PA_12_RW_12_V_calibrated,FW/HW,Med
etcGBS,England,Roudsea Wood,12-RW,211,PA-E-12-RW-2018-13,SD3296882663,54.235261,-3.029904,332968,482663,SD38,5,8,2018,2000,2000,19,19,5,7,2019,3,6,7,2,1,3,Y,L,PA_12_RW_13_D_calibrated,PA_12_RW_13_V_calibrated,L,PA_12_RW_13_D_calibrated,PA_12_RW_13_V_calibrated,FW/HW,very
etcGBS,England,Roudsea Wood,12-RW,212,PA-E-12-RW-2018-14,SD3296882663,54.235261,-3.029904,332968,482663,SD38,5,8,2018,2000,2000,19,19,5,7,2019,3,6,7,2,1,3,Y,L,PA_12_RW_14_D_calibrated,PA_12_RW_14_V_calibrated,R,PA_12_RW_14_D_calibrated,PA_12_RW_14_V_calibrated,FW/HW,Light
etcGBS,England,Roudsea Wood,12-RW,213,PA-E-12-RW-2018-15,SD3296882663,54.235261,-3.029904,332968,482663,SD38,5,8,2018,2000,2000,19,19,5,7,2019,3,6,7,2,1,3,Y,L,PA_12_RW_15_D_calibrated,PA_12_RW_15_V_calibrated,R,PA_12_RW_15_D_calibrated,PA_12_RW_15_V_calibrated,FW/HW,Light
etcGBS,England,Roudsea Wood,12-RW,214,PA-E-12-RW-2018-16,SD3296882663,54.235261,-3.029904,332968,482663,SD38,5,8,2018,2000,2000,19,19,5,7,2019,3,6,7,2,1,3,Y,L,PA_12_RW_16_D_calibrated,PA_12_RW_16_V_calibrated,L,PA_12_RW_16_D_calibrated,PA_12_RW_16_V_calibrated,FW/HW,Med
etcGBS,England,Roudsea Wood,12-RW,215,PA-E-12-RW-2018-17,SD3296882663,54.235261,-3.029904,332968,482663,SD38,5,8,2018,2000,2000,19,19,5,7,2019,3,6,7,1,1,2,Y,L,PA_12_RW_17_D_calibrated,PA_12_RW_17_V_calibrated,L,PA_12_RW_17_D_calibrated,PA_12_RW_17_V_calibrated,FW/HW,Med
etcGBS,England,Roudsea Wood,12-RW,216,PA-E-12-RW-2018-18,SD3296882663,54.235261,-3.029904,332968,482663,SD38,5,8,2018,2000,2000,19,19,5,7,2019,3,6,7,2,1,3,Y,L,PA_12_RW_18_D_calibrated,PA_12_RW_18_V_calibrated,L,PA_12_RW_18_D_calibrated,PA_12_RW_18_V_calibrated,FW/HW,Light
etcGBS,England,Roudsea Wood,12-RW,217,PA-E-12-RW-2018-19,SD3296882663,54.235261,-3.029904,332968,482663,SD38,5,8,2018,2000,2000,19,19,5,7,2019,3,6,7,2,1,3,Y,L,PA_12_RW_19_D_calibrated,PA_12_RW_19_V_calibrated,R,PA_12_RW_19_D_calibrated,PA_12_RW_19_V_calibrated,FW/HW,Light
etcGBS,England,Roudsea Wood,12-RW,218,PA-E-12-RW-2018-20,SD3296882663,54.235261,-3.029904,332968,482663,SD38,5,8,2018,2000,2000,19,19,5,7,2019,3,6,7,2,1,3,Y,L,PA_12_RW_20_D_calibrated,PA_12_RW_20_V_calibrated,R,PA_12_RW_20_D_calibrated,PA_12_RW_20_V_calibrated,FW/HW,Light
etcGBS,England,Cliburn Moss,CM,219,PA-E-13-CM-2018-01,NY5753325706,54.624693,-2.659253,357533,525706,NY52,13,6,2018,2009,2009,10,10,5,7,2019,3,6,7,1,1,2,Y,L,PA_13_CM_01_D_calibrated,PA_13_CM_01_V_calibrated,R,PA_13_CM_01_D_calibrated,PA_13_CM_01_V_calibrated,FW/HW,Light
etcGBS,England,Cliburn Moss,CM,220,PA-E-13-CM-2018-02,NY5753325706,54.624693,-2.659253,357533,525706,NY52,13,6,2018,2009,2009,10,10,5,7,2019,3,6,7,2,1,3,Y,L,PA_13_CM_02_D_calibrated,PA_13_CM_02_V_calibrated,L,PA_13_CM_02_D_calibrated,PA_13_CM_02_V_calibrated,FW/HW,Very
etcGBS,England,Cliburn Moss,CM,221,PA-E-13-CM-2018-03,NY5753325706,54.624693,-2.659253,357533,525706,NY52,13,6,2018,2009,2009,10,10,5,7,2019,3,6,7,1,1,2,Y,L,PA_13_CM_03_D_calibrated,PA_13_CM_03_V_calibrated,L,PA_13_CM_03_D_calibrated,PA_13_CM_03_V_calibrated,FW/HW,Very
etcGBS,England,Cliburn Moss,CM,222,PA-E-13-CM-2018-04,NY5753325706,54.624693,-2.659253,357533,525706,NY52,13,6,2018,2009,2009,10,10,5,7,2019,3,6,7,1,1,2,Y,L,PA_13_CM_04_D_calibrated,PA_13_CM_04_V_calibrated,L,PA_13_CM_04_D_calibrated,PA_13_CM_04_V_calibrated,FW/HW,Very
etcGBS,England,Cliburn Moss,CM,223,PA-E-13-CM-2018-05,NY5753325706,54.624693,-2.659253,357533,525706,NY52,13,6,2018,2009,2009,10,10,5,7,2019,3,6,7,2,1,3,Y,L,PA_13_CM_05_D_calibrated,PA_13_CM_05_V_calibrated,L,PA_13_CM_05_D_calibrated,PA_13_CM_05_V_calibrated,FW/HW,Very
etcGBS,England,Cliburn Moss,CM,224,PA-E-13-CM-2018-06,NY5753325706,54.624693,-2.659253,357533,525706,NY52,13,6,2018,2009,2009,10,10,5,7,2019,3,6,7,2,1,3,Y,L,PA_13_CM_06_D_calibrated,PA_13_CM_06_V_calibrated,L,PA_13_CM_06_D_calibrated,PA_13_CM_06_V_calibrated,FW/HW,Med
etcGBS,England,Cliburn Moss,CM,225,PA-E-13-CM-2018-07,NY5753325706,54.624693,-2.659253,357533,525706,NY52,13,6,2018,2009,2009,10,10,5,7,2019,3,6,7,1,1,2,Y,L,PA_13_CM_07_D_calibrated,PA_13_CM_07_V_calibrated,L,PA_13_CM_07_D_calibrated,PA_13_CM_07_V_calibrated,FW/HW,Very
etcGBS,England,Cliburn Moss,CM,226,PA-E-13-CM-2018-08,NY5753325706,54.624693,-2.659253,357533,525706,NY52,13,6,2018,2009,2009,10,10,5,7,2019,3,6,7,1,1,2,Y,L,PA_13_CM_08_D_calibrated,PA_13_CM_08_V_calibrated,L,PA_13_CM_08_D_calibrated,PA_13_CM_08_V_calibrated,FW/HW,Very
etcGBS,England,Cliburn Moss,CM,227,PA-E-13-CM-2018-09,NY5753325706,54.624693,-2.659253,357533,525706,NY52,13,6,2018,2009,2009,10,10,5,7,2019,3,6,7,1,1,2,Y,L,PA_13_CM_09_D_calibrated,PA_13_CM_09_V_calibrated,L,PA_13_CM_09_D_calibrated,PA_13_CM_09_V_calibrated,FW/HW,Med
etcGBS,England,Cliburn Moss,CM,228,PA-E-13-CM-2018-10,NY5753325706,54.624693,-2.659253,357533,525706,NY52,13,6,2018,2009,2009,10,10,5,7,2019,3,6,7,2,1,3,Y,L,PA_13_CM_10_D_calibrated,PA_13_CM_10_V_calibrated,L,PA_13_CM_10_D_calibrated,PA_13_CM_10_V_calibrated,FW/HW,Very
etcGBS,England,Cliburn Moss,CM,229,PA-E-13-CM-2018-11,NY5753325706,54.624693,-2.659253,357533,525706,NY52,13,6,2018,2009,2009,10,10,5,7,2019,3,6,7,2,1,3,Y,L,PA_13_CM_11_D_calibrated,PA_13_CM_11_V_calibrated,L,PA_13_CM_11_D_calibrated,PA_13_CM_11_V_calibrated,FW/HW,Med
etcGBS,England,Cliburn Moss,CM,230,PA-E-13-CM-2018-12,NY5753325706,54.624693,-2.659253,357533,525706,NY52,13,6,2018,2009,2009,10,10,5,7,2019,3,6,7,2,2,4,Y,L,PA_13_CM_12_D_calibrated,PA_13_CM_12_V_calibrated,L,PA_13_CM_12_D_calibrated,PA_13_CM_12_V_calibrated,FW/HW,Light
etcGBS,England,Cliburn Moss,CM,231,PA-E-13-CM-2018-13,NY5753325706,54.624693,-2.659253,357533,525706,NY52,13,6,2018,2009,2009,10,10,5,7,2019,3,6,7,4,1,5,Y,L,PA_13_CM_13_D_calibrated,PA_13_CM_13_V_calibrated,L,PA_13_CM_13_D_calibrated,PA_13_CM_13_V_calibrated,FW/HW,Light
etcGBS,England,Cliburn Moss,CM,232,PA-E-13-CM-2018-14,NY5753325706,54.624693,-2.659253,357533,525706,NY52,13,6,2018,2009,2009,10,10,5,7,2019,3,6,7,2,1,3,Y,L,PA_13_CM_14_D_calibrated,PA_13_CM_14_V_calibrated,R,PA_13_CM_14_D_calibrated,PA_13_CM_14_V_calibrated,FW/HW,Very
etcGBS,England,Cliburn Moss,CM,233,PA-E-13-CM-2018-15,NY5753325706,54.624693,-2.659253,357533,525706,NY52,13,6,2018,2009,2009,10,10,5,7,2019,3,6,7,4,1,5,Y,L,PA_13_CM_15_D_calibrated,PA_13_CM_15_V_calibrated,R,PA_13_CM_15_D_calibrated,PA_13_CM_15_V_calibrated,FW/HW,Light
etcGBS,England,Cliburn Moss,CM,234,PA-E-13-CM-2018-16,NY5753325706,54.624693,-2.659253,357533,525706,NY52,27,7,2018,2009,2009,10,10,5,7,2019,3,6,7,2,1,3,Y,L,PA_13_CM_16_D_calibrated,PA_13_CM_16_V_calibrated,L,PA_13_CM_16_D_calibrated,PA_13_CM_16_V_calibrated,FW/HW,Med
etcGBS,England,Cliburn Moss,CM,235,PA-E-13-CM-2018-17,NY5753325706,54.624693,-2.659253,357533,525706,NY52,27,7,2018,2009,2009,10,10,5,7,2019,3,6,7,2,1,3,Y,L,PA_13_CM_17_D_calibrated,PA_13_CM_17_V_calibrated,L,PA_13_CM_17_D_calibrated,PA_13_CM_17_V_calibrated,FW/HW,Med
etcGBS,England,Cliburn Moss,CM,236,PA-E-13-CM-2018-18,NY5753325706,54.624693,-2.659253,357533,525706,NY52,27,7,2018,2009,2009,10,10,5,7,2019,3,6,7,2,4,6,Y,R,PA_13_CM_18_D_calibrated,PA_13_CM_18_V_calibrated,R,PA_13_CM_18_D_calibrated,PA_13_CM_18_V_calibrated,FW/HW,Light
etcGBS,England,Cliburn Moss,CM,237,PA-E-13-CM-2018-19,NY5753325706,54.624693,-2.659253,357533,525706,NY52,27,7,2018,2009,2009,10,10,5,7,2019,3,6,7,2,2,4,Y,L,PA_13_CM_19_D_calibrated,PA_13_CM_19_V_calibrated,L,PA_13_CM_19_D_calibrated,PA_13_CM_19_V_calibrated,FW/HW,Med
etcGBS,England,Cliburn Moss,CM,238,PA-E-13-CM-2018-20,NY5753325706,54.624693,-2.659253,357533,525706,NY52,27,7,2018,2009,2009,10,10,5,7,2019,3,6,7,2,1,3,Y,L,PA_13_CM_20_D_calibrated,PA_13_CM_20_V_calibrated,L,PA_13_CM_20_D_calibrated,PA_13_CM_20_V_calibrated,FW/HW,Med
etcGBS,England,Witton Le Wear,WLW,239,PA-E-14-WLW-2018-01,NZ1610031500,54.67831,-1.751833,416100,531500,NZ13,14,6,2018,2003,2003,16,16,9,7,2019,4,31,7,2,1,3,Y,L,PA_14_WLW_01_D_calibrated,PA_14_WLW_01_V_calibrated,L,PA_14_WLW_01_D_calibrated,PA_14_WLW_01_V_calibrated,FW/HW,Med
etcGBS,England,Witton Le Wear,WLW,240,PA-E-14-WLW-2018-02,NZ1610031500,54.67831,-1.751833,416100,531500,NZ13,14,6,2018,2003,2003,16,16,9,7,2019,4,31,7,2,1,3,Y,L,PA_14_WLW_02_D_calibrated,PA_14_WLW_02_V_calibrated,L,PA_14_WLW_02_D_calibrated,PA_14_WLW_02_V_calibrated,FW/HW,Med
etcGBS,England,Witton Le Wear,WLW,241,PA-E-14-WLW-2018-03,NZ1610031500,54.67831,-1.751833,416100,531500,NZ13,14,6,2018,2003,2003,16,16,9,7,2019,4,31,7,1,1,2,Y,L,PA_14_WLW_03_D_calibrated,PA_14_WLW_03_V_calibrated,L,PA_14_WLW_03_D_calibrated,PA_14_WLW_03_V_calibrated,FW/HW,Med
etcGBS,England,Witton Le Wear,WLW,242,PA-E-14-WLW-2018-04,NZ1610031500,54.67831,-1.751833,416100,531500,NZ13,14,6,2018,2003,2003,16,16,9,7,2019,4,31,7,2,2,4,Y,L,PA_14_WLW_04_D_calibrated,PA_14_WLW_04_V_calibrated,N,PA_14_WLW_04_D_calibrated,PA_14_WLW_04_V_calibrated,FW/HW,
etcGBS,England,Witton Le Wear,WLW,243,PA-E-14-WLW-2018-05,NZ1610031500,54.67831,-1.751833,416100,531500,NZ13,14,6,2018,2003,2003,16,16,9,7,2019,4,31,7,2,1,3,Y,L,PA_14_WLW_05_D_calibrated,PA_14_WLW_05_V_calibrated,L,PA_14_WLW_05_D_calibrated,PA_14_WLW_05_V_calibrated,FW/HW,Very
etcGBS,England,Witton Le Wear,WLW,244,PA-E-14-WLW-2018-06,NZ1610031500,54.67831,-1.751833,416100,531500,NZ13,14,6,2018,2003,2003,16,16,9,7,2019,4,31,7,2,1,3,Y,L,PA_14_WLW_06_D_calibrated,PA_14_WLW_06_V_calibrated,L,PA_14_WLW_06_D_calibrated,PA_14_WLW_06_V_calibrated,FW/HW,Med
etcGBS,England,Witton Le Wear,WLW,245,PA-E-14-WLW-2018-07,NZ1610031500,54.67831,-1.751833,416100,531500,NZ13,14,6,2018,2003,2003,16,16,9,7,2019,4,31,7,1,1,2,Y,L,PA_14_WLW_07_D_calibrated,PA_14_WLW_07_V_calibrated,L,PA_14_WLW_07_D_calibrated,PA_14_WLW_07_V_calibrated,FW/HW,Med
etcGBS,England,Witton Le Wear,WLW,246,PA-E-14-WLW-2018-08,NZ1610031500,54.67831,-1.751833,416100,531500,NZ13,14,6,2018,2003,2003,16,16,9,7,2019,4,31,7,1,1,2,Y,L,PA_14_WLW_08_D_calibrated,PA_14_WLW_08_V_calibrated,L,PA_14_WLW_08_D_calibrated,PA_14_WLW_08_V_calibrated,FW/HW,Very
etcGBS,England,Witton Le Wear,WLW,247,PA-E-14-WLW-2018-09,NZ1610031500,54.67831,-1.751833,416100,531500,NZ13,14,6,2018,2003,2003,16,16,9,7,2019,4,31,7,2,1,3,Y,L,PA_14_WLW_09_D_calibrated,PA_14_WLW_09_V_calibrated,L,PA_14_WLW_09_D_calibrated,PA_14_WLW_09_V_calibrated,FW/HW,Med
etcGBS,England,Witton Le Wear,WLW,248,PA-E-14-WLW-2018-10,NZ1610031500,54.67831,-1.751833,416100,531500,NZ13,14,6,2018,2003,2003,16,16,9,7,2019,4,31,7,2,1,3,Y,L,PA_14_WLW_10_D_calibrated,PA_14_WLW_10_V_calibrated,L,PA_14_WLW_10_D_calibrated,PA_14_WLW_10_V_calibrated,FW/HW,Med
etcGBS,England,Witton Le Wear,WLW,249,PA-E-14-WLW-2018-11,NZ1610031500,54.67831,-1.751833,416100,531500,NZ13,14,6,2018,2003,2003,16,16,9,7,2019,4,31,7,2,1,3,Y,L,PA_14_WLW_11_D_calibrated,PA_14_WLW_11_V_calibrated,L,PA_14_WLW_11_D_calibrated,PA_14_WLW_11_V_calibrated,FW/HW,Very
etcGBS,England,Witton Le Wear,WLW,250,PA-E-14-WLW-2018-12,NZ1610031500,54.67831,-1.751833,416100,531500,NZ13,14,6,2018,2003,2003,16,16,9,7,2019,4,31,7,1,1,2,Y,L,PA_14_WLW_12_D_calibrated,PA_14_WLW_12_V_calibrated,L,PA_14_WLW_12_D_calibrated,PA_14_WLW_12_V_calibrated,FW/HW,Very
etcGBS,England,Witton Le Wear,WLW,251,PA-E-14-WLW-2018-13,NZ1610031500,54.67831,-1.751833,416100,531500,NZ13,14,6,2018,2003,2003,16,16,9,7,2019,4,31,7,1,1,2,Y,L,PA_14_WLW_13_D_calibrated,PA_14_WLW_13_V_calibrated,L,PA_14_WLW_13_D_calibrated,PA_14_WLW_13_V_calibrated,FW/HW,Very
etcGBS,England,Witton Le Wear,WLW,252,PA-E-14-WLW-2018-14,NZ1610031500,54.67831,-1.751833,416100,531500,NZ13,14,6,2018,2003,2003,16,16,9,7,2019,4,31,7,2,1,3,Y,L,PA_14_WLW_14_D_calibrated,PA_14_WLW_14_V_calibrated,L,PA_14_WLW_14_D_calibrated,PA_14_WLW_14_V_calibrated,FW/HW,Very
etcGBS,England,Witton Le Wear,WLW,253,PA-E-14-WLW-2018-15,NZ1610031500,54.67831,-1.751833,416100,531500,NZ13,14,6,2018,2003,2003,16,16,9,7,2019,4,31,7,2,1,3,Y,L,PA_14_WLW_15_D_calibrated,PA_14_WLW_15_V_calibrated,L,PA_14_WLW_15_D_calibrated,PA_14_WLW_15_V_calibrated,FW/HW,Very
etcGBS,England,Witton Le Wear,WLW,254,PA-E-14-WLW-2018-16,NZ1610031500,54.67831,-1.751833,416100,531500,NZ13,14,6,2018,2003,2003,16,16,9,7,2019,4,31,7,2,2,4,Y,R,PA_14_WLW_16_D_calibrated,PA_14_WLW_16_V_calibrated,L,PA_14_WLW_16_D_calibrated,PA_14_WLW_16_V_calibrated,FW/HW,Very
etcGBS,England,Witton Le Wear,WLW,255,PA-E-14-WLW-2018-17,NZ1610031500,54.67831,-1.751833,416100,531500,NZ13,14,6,2018,2003,2003,16,16,9,7,2019,4,31,7,1,1,2,Y,L,PA_14_WLW_17_D_calibrated,PA_14_WLW_17_V_calibrated,L,PA_14_WLW_17_D_calibrated,PA_14_WLW_17_V_calibrated,FW/HW,Very
etcGBS,England,Witton Le Wear,WLW,256,PA-E-14-WLW-2018-18,NZ1610031500,54.67831,-1.751833,416100,531500,NZ13,14,6,2018,2003,2003,16,16,9,7,2019,4,31,7,2,1,3,Y,L,PA_14_WLW_18_D_calibrated,PA_14_WLW_18_V_calibrated,L,PA_14_WLW_18_D_calibrated,PA_14_WLW_18_V_calibrated,FW/HW,Med
etcGBS,England,Witton Le Wear,WLW,257,PA-E-14-WLW-2018-19,NZ1610031500,54.67831,-1.751833,416100,531500,NZ13,14,6,2018,2003,2003,16,16,9,7,2019,4,31,7,4,3,7,Y,L,PA_14_WLW_19_D_calibrated,PA_14_WLW_19_V_calibrated,R,PA_14_WLW_19_D_calibrated,PA_14_WLW_19_V_calibrated,FW/HW,Light
etcGBS,England,Witton Le Wear,WLW,258,PA-E-14-WLW-2018-20,NZ1610031500,54.67831,-1.751833,416100,531500,NZ13,14,6,2018,2003,2003,16,16,9,7,2019,4,31,7,2,1,3,Y,L,PA_14_WLW_20_D_calibrated,PA_14_WLW_20_V_calibrated,L,PA_14_WLW_20_D_calibrated,PA_14_WLW_20_V_calibrated,FW/HW,Very
etcGBS,England,Soddy Gap,SodG,259,PA-E-15-SodG-2018-01,NY0730032500,54.678997,-3.4392211,307300,532500,NY03,12,6,2018,2009,2009,10,10,9,7,2019,4,31,7,2,2,4,Y,L,PA_15_SodG_01_D_calibrated,PA_15_SodG_01_V_calibrated,L,PA_15_SodG_01_D_calibrated,PA_15_SodG_01_V_calibrated,FW/HW,Med
