Main.study,Expansion,Site.name,Site.ID,Ind.num.cont,Sample.ID,GridRef,Lat,Lng,X,Y,Grid.10km,Day.col,Mnth.col,Yr.col,10km.1st.rec,site.1st.rec,years.col.10km,years.col.site,Day.photo,Month.photo,Year.photo,Calib.group,Calib.day,Calib.month,Scale_dmg,Dmg,Age,cropped,FW_used,Photo.FW.D.ID,Photo.FW.V.ID,HW_used,Photo.HW.D.ID,Photo.HW.V.ID,Landmarked,Hairy_AC
etcGBS,England,Woodcock Wood,WW,1,PA-E-1-WW-2018-01,SX6610090900,50.70228,-3.8975018,266100,90900,SX69,14,5,2018,1975,2011,44,8,2,5,2019,1,3,5,2,1,3,Y,R,PA_1_WW_01_D_calibrated,PA_1_WW_01_V_calibrated,L,PA_1_WW_01_D_calibrated,PA_1_WW_01_V_calibrated,FW/HW,Med
etcGBS,England,Woodcock Wood,WW,2,PA-E-1-WW-2018-02,SX6610090900,50.70228,-3.8975018,266100,90900,SX69,14,5,2018,1975,2011,44,8,2,5,2019,1,3,5,3,2,5,Y,L,PA_1_WW_02_D_calibrated,PA_1_WW_02_V_calibrated,L,PA_1_WW_02_D_calibrated,PA_1_WW_02_V_calibrated,FW/HW,Light
etcGBS,England,Woodcock Wood,WW,3,PA-E-1-WW-2018-03,SX6610090900,50.70228,-3.8975018,266100,90900,SX69,14,5,2018,1975,2011,44,8,2,5,2019,1 (V=2),3,5,3,1,4,Y,L,PA_1_WW_03_D_calibrated,PA_1_WW_03_V_calibrated,L,PA_1_WW_03_D_calibrated,PA_1_WW_03_V_calibrated,FW/HW,Light
etcGBS,England,Woodcock Wood,WW,4,PA-E-1-WW-2018-04,SX6610090900,50.70228,-3.8975018,266100,90900,SX69,14,5,2018,1975,2011,44,8,2,5,2019,1,3,5,2,1,3,Y,L,PA_1_WW_04_D_calibrated,PA_1_WW_04_V_calibrated,L,PA_1_WW_04_D_calibrated,PA_1_WW_04_V_calibrated,FW/HW,Med
etcGBS,England,Woodcock Wood,WW,5,PA-E-1-WW-2018-05,SX6610090900,50.70228,-3.8975018,266100,90900,SX69,14,5,2018,1975,2011,44,8,2,5,2019,1,3,5,3,1,4,Y,L,PA_1_WW_05_D_calibrated,PA_1_WW_05_V_calibrated,L,PA_1_WW_05_D_calibrated,PA_1_WW_05_V_calibrated,FW/HW,Med
etcGBS,England,Woodcock Wood,WW,6,PA-E-1-WW-2018-06,SX6610090900,50.70228,-3.8975018,266100,90900,SX69,14,5,2018,1975,2011,44,8,2,5,2019,1,3,5,3,1,4,Y,L,PA_1_WW_06_D_calibrated,PA_1_WW_06_V_calibrated,L,PA_1_WW_06_D_calibrated,PA_1_WW_06_V_calibrated,FW/HW,Very
etcGBS,England,Woodcock Wood,WW,7,PA-E-1-WW-2018-07,SX6610090900,50.70228,-3.8975018,266100,90900,SX69,14,5,2018,1975,2011,44,8,2,5,2019,1,3,5,2,1,3,Y,L,PA_1_WW_07_D_calibrated,PA_1_WW_07_V_calibrated,L,PA_1_WW_07_D_calibrated,PA_1_WW_07_V_calibrated,FW/HW,Med
etcGBS,England,Woodcock Wood,WW,8,PA-E-1-WW-2018-08,SX6610090900,50.70228,-3.8975018,266100,90900,SX69,14,5,2018,1975,2011,44,8,2,5,2019,1,3,5,2,1,3,Y,R,PA_1_WW_08_D_calibrated,PA_1_WW_08_V_calibrated,L,PA_1_WW_08_D_calibrated,PA_1_WW_08_V_calibrated,FW/HW,Med
etcGBS,England,Woodcock Wood,WW,9,PA-E-1-WW-2018-09,SX6610090900,50.70228,-3.8975018,266100,90900,SX69,14,5,2018,1975,2011,44,8,2,5,2019,1,3,5,2,1,3,Y,L,PA_1_WW_09_D_calibrated,PA_1_WW_09_V_calibrated,L,PA_1_WW_09_D_calibrated,PA_1_WW_09_V_calibrated,FW/HW,Very
etcGBS,England,Woodcock Wood,WW,10,PA-E-1-WW-2018-10,SX6610090900,50.70228,-3.8975018,266100,90900,SX69,14,5,2018,1975,2011,44,8,2,5,2019,1,3,5,3,2,5,Y,R,PA_1_WW_10_D_calibrated,PA_1_WW_10_V_calibrated,L,PA_1_WW_10_D_calibrated,PA_1_WW_10_V_calibrated,FW/HW,Very
etcGBS,England,Woodcock Wood,WW,11,PA-E-1-WW-2018-11,SX6610090900,50.70228,-3.8975018,266100,90900,SX69,14,5,2018,1975,2011,44,8,2,5,2019,1,3,5,3,1,4,Y,L,PA_1_WW_11_D_calibrated,PA_1_WW_11_V_calibrated,L,PA_1_WW_11_D_calibrated,PA_1_WW_11_V_calibrated,FW/HW,Light
etcGBS,England,Woodcock Wood,WW,12,PA-E-1-WW-2018-12,SX6610090900,50.70228,-3.8975018,266100,90900,SX69,14,5,2018,1975,2011,44,8,2,5,2019,1,3,5,2,2,4,Y,L,PA_1_WW_12_D_calibrated,PA_1_WW_12_V_calibrated,L,PA_1_WW_12_D_calibrated,PA_1_WW_12_V_calibrated,FW/HW,Very
etcGBS,England,Woodcock Wood,WW,13,PA-E-1-WW-2018-13,SX6610090900,50.70228,-3.8975018,266100,90900,SX69,14,5,2018,1975,2011,44,8,2,5,2019,1,3,5,3,2,5,Y,L,PA_1_WW_13_D_calibrated,PA_1_WW_13_V_calibrated,R,PA_1_WW_13_D_calibrated,PA_1_WW_13_V_calibrated,FW/HW,Light
etcGBS,England,Woodcock Wood,WW,14,PA-E-1-WW-2018-14,SX6610090900,50.70228,-3.8975018,266100,90900,SX69,14,5,2018,1975,2011,44,8,2,5,2019,1,3,5,2,2,4,Y,L,PA_1_WW_14_D_calibrated,PA_1_WW_14_V_calibrated,L,PA_1_WW_14_D_calibrated,PA_1_WW_14_V_calibrated,FW/HW,Med
etcGBS,England,Woodcock Wood,WW,15,PA-E-1-WW-2018-15,SX6610090900,50.70228,-3.8975018,266100,90900,SX69,14,5,2018,1975,2011,44,8,2,5,2019,1,3,5,2,3,5,Y,L,PA_1_WW_15_D_calibrated,PA_1_WW_15_V_calibrated,N,PA_1_WW_15_D_calibrated,PA_1_WW_15_V_calibrated,FW/HW,
etcGBS,England,Woodcock Wood,WW,16,PA-E-1-WW-2018-16,SX6610090900,50.70228,-3.8975018,266100,90900,SX69,14,5,2018,1975,2011,44,8,2,5,2019,1,3,5,1,1,2,Y,L,PA_1_WW_16_D_calibrated,PA_1_WW_16_V_calibrated,L,PA_1_WW_16_D_calibrated,PA_1_WW_16_V_calibrated,FW/HW,Very
etcGBS,England,Woodcock Wood,WW,17,PA-E-1-WW-2018-17,SX6610090900,50.70228,-3.8975018,266100,90900,SX69,14,5,2018,1975,2011,44,8,2,5,2019,1,3,5,3,3,6,Y,R,PA_1_WW_17_D_calibrated,PA_1_WW_17_V_calibrated,N,PA_1_WW_17_D_calibrated,PA_1_WW_17_V_calibrated,FW/HW,
etcGBS,England,Woodcock Wood,WW,18,PA-E-1-WW-2018-18,SX6610090900,50.70228,-3.8975018,266100,90900,SX69,14,5,2018,1975,2011,44,8,2,5,2019,1,3,5,2,1,3,Y,R,PA_1_WW_18_D_calibrated,PA_1_WW_18_V_calibrated,L,PA_1_WW_18_D_calibrated,PA_1_WW_18_V_calibrated,FW/HW,Med
etcGBS,England,Woodcock Wood,WW,19,PA-E-1-WW-2018-19,SX6610090900,50.70228,-3.8975018,266100,90900,SX69,14,5,2018,1975,2011,44,8,2,5,2019,1,3,5,2,2,4,Y,R,PA_1_WW_19_D_calibrated,PA_1_WW_19_V_calibrated,R,PA_1_WW_19_D_calibrated,PA_1_WW_19_V_calibrated,FW/HW,Light
etcGBS,England,Woodcock Wood,WW,20,PA-E-1-WW-2018-20,SX6610090900,50.70228,-3.8975018,266100,90900,SX69,14,5,2018,1975,2011,44,8,2,5,2019,1,3,5,2,1,3,Y,R,PA_1_WW_20_D_calibrated,PA_1_WW_20_V_calibrated,R,PA_1_WW_20_D_calibrated,PA_1_WW_20_V_calibrated,FW/HW,Light
etcGBS,England,Marshall Heath,MH,21,PA-E-3-MH-2018-01,TL1610014900,51.820673,-0.31694514,516100,214900,TL11,19,5,2018,1972,1993,47,26,2,5,2019,1,3,5,1,2,3,Y,L,PA_3_MH_01_D_calibrated,PA_3_MH_01_V_calibrated,R,PA_3_MH_01_D_calibrated,PA_3_MH_01_V_calibrated,FW/HW,Light
etcGBS,England,Marshall Heath,MH,22,PA-E-3-MH-2018-02,TL1610014900,51.820673,-0.31694514,516100,214900,TL11,19,5,2018,1972,1993,47,26,2,5,2019,1,3,5,1,2,3,Y,L,PA_3_MH_02_D_calibrated,PA_3_MH_02_V_calibrated,L,PA_3_MH_02_D_calibrated,PA_3_MH_02_V_calibrated,FW/HW,Light
etcGBS,England,Marshall Heath,MH,23,PA-E-3-MH-2018-03,TL1610014900,51.820673,-0.31694514,516100,214900,TL11,19,5,2018,1972,1993,47,26,2,5,2019,1,3,5,2,1,3,Y,L,PA_3_MH_03_D_calibrated,PA_3_MH_03_V_calibrated,L,PA_3_MH_03_D_calibrated,PA_3_MH_03_V_calibrated,FW/HW,Light
etcGBS,England,Marshall Heath,MH,24,PA-E-3-MH-2018-04,TL1610014900,51.820673,-0.31694514,516100,214900,TL11,19,5,2018,1972,1993,47,26,2,5,2019,1,3,5,2,2,4,Y,L,PA_3_MH_04_D_calibrated,PA_3_MH_04_V_calibrated,L,PA_3_MH_04_D_calibrated,PA_3_MH_04_V_calibrated,FW/HW,Light
etcGBS,England,Marshall Heath,MH,25,PA-E-3-MH-2018-05,TL1610014900,51.820673,-0.31694514,516100,214900,TL11,19,5,2018,1972,1993,47,26,2,5,2019,1,3,5,3,2,5,Y,R,PA_3_MH_05_D_calibrated,PA_3_MH_05_V_calibrated,L,PA_3_MH_05_D_calibrated,PA_3_MH_05_V_calibrated,FW/HW,Med
etcGBS,England,Marshall Heath,MH,26,PA-E-3-MH-2018-06,TL1610014900,51.820673,-0.31694514,516100,214900,TL11,19,5,2018,1972,1993,47,26,2,5,2019,1,3,5,2,1,3,Y,L,PA_3_MH_06_D_calibrated,PA_3_MH_06_V_calibrated,L,PA_3_MH_06_D_calibrated,PA_3_MH_06_V_calibrated,FW/HW,Light
etcGBS,England,Marshall Heath,MH,27,PA-E-3-MH-2018-07,TL1610014900,51.820673,-0.31694514,516100,214900,TL11,19,5,2018,1972,1993,47,26,2,5,2019,1,3,5,1,1,2,Y,L,PA_3_MH_07_D_calibrated,PA_3_MH_07_V_calibrated,N,PA_3_MH_07_D_calibrated,PA_3_MH_07_V_calibrated,FW/HW,Light
etcGBS,England,Marshall Heath,MH,28,PA-E-3-MH-2018-08,TL1610014900,51.820673,-0.31694514,516100,214900,TL11,19,5,2018,1972,1993,47,26,2,5,2019,1 (V=2),3,5,2,2,4,Y,R,PA_3_MH_08_D_calibrated,PA_3_MH_08_V_calibrated,L,PA_3_MH_08_D_calibrated,PA_3_MH_08_V_calibrated,FW/HW,Light
etcGBS,England,Marshall Heath,MH,29,PA-E-3-MH-2018-09,TL1610014900,51.820673,-0.31694514,516100,214900,TL11,19,5,2018,1972,1993,47,26,2,5,2019,1,3,5,2,1,3,Y,L,PA_3_MH_09_D_calibrated,PA_3_MH_09_V_calibrated,L,PA_3_MH_09_D_calibrated,PA_3_MH_09_V_calibrated,FW/HW,Light
etcGBS,England,Marshall Heath,MH,30,PA-E-3-MH-2018-10,TL1610014900,51.820673,-0.31694514,516100,214900,TL11,19,5,2018,1972,1993,47,26,2,5,2019,1,3,5,3,2,5,Y,L,PA_3_MH_10_D_calibrated,PA_3_MH_10_V_calibrated,N,PA_3_MH_10_D_calibrated,PA_3_MH_10_V_calibrated,FW/HW,
etcGBS,England,Marshall Heath,MH,31,PA-E-3-MH-2018-11,TL1610014900,51.820673,-0.31694514,516100,214900,TL11,10,6,2018,1972,1993,47,26,2,5,2019,1,3,5,2,1,3,Y,L,PA_3_MH_11_D_calibrated,PA_3_MH_11_V_calibrated,L,PA_3_MH_11_D_calibrated,PA_3_MH_11_V_calibrated,FW/HW,Light
etcGBS,England,Marshall Heath,MH,32,PA-E-3-MH-2018-12,TL1610014900,51.820673,-0.31694514,516100,214900,TL11,10,6,2018,1972,1993,47,26,2,5,2019,1,3,5,1,1,2,Y,L,PA_3_MH_12_D_calibrated,PA_3_MH_12_V_calibrated,L,PA_3_MH_12_D_calibrated,PA_3_MH_12_V_calibrated,FW/HW,Med
etcGBS,England,Marshall Heath,MH,33,PA-E-3-MH-2018-13,TL1610014900,51.820673,-0.31694514,516100,214900,TL11,18,6,2018,1972,1993,47,26,2,5,2019,1,3,5,1,1,2,Y,L,PA_3_MH_13_D_calibrated,PA_3_MH_13_V_calibrated,L,PA_3_MH_13_D_calibrated,PA_3_MH_13_V_calibrated,FW/HW,Med
etcGBS,England,Marshall Heath,MH,34,PA-E-3-MH-2018-14,TL1610014900,51.820673,-0.31694514,516100,214900,TL11,24,6,2018,1972,1993,47,26,2,5,2019,1,3,5,1,2,3,Y,L,PA_3_MH_14_D_calibrated,PA_3_MH_14_V_calibrated,R,PA_3_MH_14_D_calibrated,PA_3_MH_14_V_calibrated,FW/HW,Light
etcGBS,England,Marshall Heath,MH,35,PA-E-3-MH-2018-15,TL1610014900,51.820673,-0.31694514,516100,214900,TL11,9,7,2018,1972,1993,47,26,2,5,2019,1,3,5,1,2,3,Y,L,PA_3_MH_15_D_calibrated,PA_3_MH_15_V_calibrated,N,PA_3_MH_15_D_calibrated,PA_3_MH_15_V_calibrated,FW/HW,
etcGBS,England,Marshall Heath,MH,36,PA-E-3-MH-2018-16,TL1610014900,51.820673,-0.31694514,516100,214900,TL11,15,7,2018,1972,1993,47,26,2,5,2019,1,3,5,1,1,2,Y,R,PA_3_MH_16_D_calibrated,PA_3_MH_16_V_calibrated,R,PA_3_MH_16_D_calibrated,PA_3_MH_16_V_calibrated,FW/HW,Light
etcGBS,England,Marshall Heath,MH,37,PA-E-3-MH-2018-17,TL1610014900,51.820673,-0.31694514,516100,214900,TL11,22,7,2018,1972,1993,47,26,2,5,2019,1,3,5,1,2,3,Y,N,PA_3_MH_17_D_calibrated,PA_3_MH_17_V_calibrated,L,PA_3_MH_17_D_calibrated,PA_3_MH_17_V_calibrated,FW/HW,Med
etcGBS,England,Marshall Heath,MH,38,PA-E-3-MH-2018-18,TL1610014900,51.820673,-0.31694514,516100,214900,TL11,3,6,2018,1972,1993,47,26,2,5,2019,1,3,5,1,1,2,Y,L,PA_3_MH_18_D_calibrated,PA_3_MH_18_V_calibrated,L,PA_3_MH_18_D_calibrated,PA_3_MH_18_V_calibrated,FW/HW,Med
etcGBS,England,Robinswood Hill Country Park,RHCP,39,PA-E-4-RHCP-2018-01,SO8387415316,51.836213,-2.235444,383874,215316,SO81,15,5,2018,1977,2003,42,16,2,5,2019,1,3,5,2,1,3,Y,L,PA_4_RCHP_01_D_calibrated,PA_4_RCHP_01_V_calibrated,L,PA_4_RCHP_01_D_calibrated,PA_4_RCHP_01_V_calibrated,FW/HW,Light
etcGBS,England,Robinswood Hill Country Park,RHCP,40,PA-E-4-RHCP-2018-02,SO8387415316,51.836213,-2.235444,383874,215316,SO81,15,5,2018,1977,2003,42,16,2,5,2019,1,3,5,2,3,5,Y,L,PA_4_RCHP_02_D_calibrated,PA_4_RCHP_02_V_calibrated,L,PA_4_RCHP_02_D_calibrated,PA_4_RCHP_02_V_calibrated,FW/HW,Light
etcGBS,England,Robinswood Hill Country Park,RHCP,41,PA-E-4-RHCP-2018-03,SO8387415316,51.836213,-2.235444,383874,215316,SO81,15,5,2018,1977,2003,42,16,2,5,2019,1,3,5,2,1,3,Y,L,PA_4_RCHP_03_D_calibrated,PA_4_RCHP_03_V_calibrated,L,PA_4_RCHP_03_D_calibrated,PA_4_RCHP_03_V_calibrated,FW/HW,Med
etcGBS,England,Robinswood Hill Country Park,RHCP,42,PA-E-4-RHCP-2018-04,SO8387415316,51.836213,-2.235444,383874,215316,SO81,15,5,2018,1977,2003,42,16,2,5,2019,1,3,5,4,2,6,Y,L,PA_4_RCHP_04_D_calibrated,PA_4_RCHP_04_V_calibrated,R,PA_4_RCHP_04_D_calibrated,PA_4_RCHP_04_V_calibrated,FW/HW,Light
etcGBS,England,Robinswood Hill Country Park,RHCP,43,PA-E-4-RHCP-2018-05,SO8387415316,51.836213,-2.235444,383874,215316,SO81,15,5,2018,1977,2003,42,16,2,5,2019,1,3,5,2,1,3,Y,L,PA_4_RCHP_05_D_calibrated,PA_4_RCHP_05_V_calibrated,L,PA_4_RCHP_05_D_calibrated,PA_4_RCHP_05_V_calibrated,FW/HW,Med
etcGBS,England,Robinswood Hill Country Park,RHCP,44,PA-E-4-RHCP-2018-06,SO8387415316,51.836213,-2.235444,383874,215316,SO81,15,5,2018,1977,2003,42,16,2,5,2019,1,3,5,2,3,5,Y,L,PA_4_RCHP_06_D_calibrated,PA_4_RCHP_06_V_calibrated,R,PA_4_RCHP_06_D_calibrated,PA_4_RCHP_06_V_calibrated,FW/HW,Med
etcGBS,England,Robinswood Hill Country Park,RHCP,45,PA-E-4-RHCP-2018-07,SO8387415316,51.836213,-2.235444,383874,215316,SO81,15,5,2018,1977,2003,42,16,2,5,2019,1,3,5,4,3,7,Y,L,PA_4_RCHP_07_D_calibrated,PA_4_RCHP_07_V_calibrated,N,PA_4_RCHP_07_D_calibrated,PA_4_RCHP_07_V_calibrated,FW/HW,
etcGBS,England,Robinswood Hill Country Park,RHCP,46,PA-E-4-RHCP-2018-08,SO8387415316,51.836213,-2.235444,383874,215316,SO81,15,5,2018,1977,2003,42,16,2,5,2019,1,3,5,2,2,4,Y,R,PA_4_RCHP_08_D_calibrated,PA_4_RCHP_08_V_calibrated,L,PA_4_RCHP_08_D_calibrated,PA_4_RCHP_08_V_calibrated,FW/HW,Med
etcGBS,England,Robinswood Hill Country Park,RHCP,47,PA-E-4-RHCP-2018-09,SO8387415316,51.836213,-2.235444,383874,215316,SO81,15,5,2018,1977,2003,42,16,2,5,2019,1,3,5,3,3,6,Y,R,PA_4_RCHP_09_D_calibrated,PA_4_RCHP_09_V_calibrated,R,PA_4_RCHP_09_D_calibrated,PA_4_RCHP_09_V_calibrated,FW/HW,Light
etcGBS,England,Robinswood Hill Country Park,RHCP,48,PA-E-4-RHCP-2018-10,SO8387415316,51.836213,-2.235444,383874,215316,SO81,15,5,2018,1977,2003,42,16,2,5,2019,1,3,5,2,4,6,Y,R,PA_4_RCHP_10_D_calibrated,PA_4_RCHP_10_V_calibrated,N,PA_4_RCHP_10_D_calibrated,PA_4_RCHP_10_V_calibrated,FW/HW,
etcGBS,England,Robinswood Hill Country Park,RHCP,49,PA-E-4-RHCP-2018-11,SO8387415316,51.836213,-2.235444,383874,215316,SO81,15,5,2018,1977,2003,42,16,2,5,2019,1,3,5,3,1,4,Y,L,PA_4_RCHP_11_D_calibrated,PA_4_RCHP_11_V_calibrated,L,PA_4_RCHP_11_D_calibrated,PA_4_RCHP_11_V_calibrated,FW/HW,Med
etcGBS,England,Robinswood Hill Country Park,RHCP,50,PA-E-4-RHCP-2018-12,SO8387415316,51.836213,-2.235444,383874,215316,SO81,15,5,2018,1977,2003,42,16,2,5,2019,1,3,5,1,1,2,Y,L,PA_4_RCHP_12_D_calibrated,PA_4_RCHP_12_V_calibrated,L,PA_4_RCHP_12_D_calibrated,PA_4_RCHP_12_V_calibrated,FW/HW,Med
etcGBS,England,Robinswood Hill Country Park,RHCP,51,PA-E-4-RHCP-2018-13,SO8387415316,51.836213,-2.235444,383874,215316,SO81,15,5,2018,1977,2003,42,16,2,5,2019,1,3,5,2,1,3,Y,L,PA_4_RCHP_13_D_calibrated,PA_4_RCHP_13_V_calibrated,L,PA_4_RCHP_13_D_calibrated,PA_4_RCHP_13_V_calibrated,FW/HW,Light
etcGBS,England,Robinswood Hill Country Park,RHCP,52,PA-E-4-RHCP-2018-14,SO8387415316,51.836213,-2.235444,383874,215316,SO81,15,5,2018,1977,2003,42,16,2,5,2019,1,3,5,2,2,4,Y,L,PA_4_RCHP_14_D_calibrated,PA_4_RCHP_14_V_calibrated,R,PA_4_RCHP_14_D_calibrated,PA_4_RCHP_14_V_calibrated,FW/HW,Light
etcGBS,England,Robinswood Hill Country Park,RHCP,53,PA-E-4-RHCP-2018-15,SO8387415316,51.836213,-2.235444,383874,215316,SO81,15,5,2018,1977,2003,42,16,2,5,2019,1,3,5,2,1,3,Y,L,PA_4_RCHP_15_D_calibrated,PA_4_RCHP_15_V_calibrated,L,PA_4_RCHP_15_D_calibrated,PA_4_RCHP_15_V_calibrated,FW/HW,Very
etcGBS,England,Robinswood Hill Country Park,RHCP,54,PA-E-4-RHCP-2018-16,SO8387415316,51.836213,-2.235444,383874,215316,SO81,15,5,2018,1977,2003,42,16,2,5,2019,1,3,5,1,1,2,Y,L,PA_4_RCHP_16_D_calibrated,PA_4_RCHP_16_V_calibrated,L,PA_4_RCHP_16_D_calibrated,PA_4_RCHP_16_V_calibrated,FW/HW,Very
etcGBS,England,Robinswood Hill Country Park,RHCP,55,PA-E-4-RHCP-2018-17,SO8387415316,51.836213,-2.235444,383874,215316,SO81,15,5,2018,1977,2003,42,16,2,5,2019,1,3,5,2,1,3,Y,L,PA_4_RCHP_17_D_calibrated,PA_4_RCHP_17_V_calibrated,L,PA_4_RCHP_17_D_calibrated,PA_4_RCHP_17_V_calibrated,FW/HW,Light
etcGBS,England,Robinswood Hill Country Park,RHCP,56,PA-E-4-RHCP-2018-18,SO8387415316,51.836213,-2.235444,383874,215316,SO81,15,5,2018,1977,2003,42,16,2,5,2019,1,3,5,1,1,2,Y,L,PA_4_RCHP_18_D_calibrated,PA_4_RCHP_18_V_calibrated,R,PA_4_RCHP_18_D_calibrated,PA_4_RCHP_18_V_calibrated,FW/HW,Med
etcGBS,England,Robinswood Hill Country Park,RHCP,57,PA-E-4-RHCP-2018-19,SO8387415316,51.836213,-2.235444,383874,215316,SO81,15,5,2018,1977,2003,42,16,2,5,2019,1,3,5,2,2,4,Y,L,PA_4_RCHP_19_D_calibrated,PA_4_RCHP_19_V_calibrated,L,PA_4_RCHP_19_D_calibrated,PA_4_RCHP_19_V_calibrated,FW/HW,Med
etcGBS,England,Robinswood Hill Country Park,RHCP,58,PA-E-4-RHCP-2018-20,SO8387415316,51.836213,-2.235444,383874,215316,SO81,15,5,2018,1977,2003,42,16,2,5,2019,1,3,5,3,1,4,Y,L,PA_4_RCHP_20_D_calibrated,PA_4_RCHP_20_V_calibrated,L,PA_4_RCHP_20_D_calibrated,PA_4_RCHP_20_V_calibrated,FW/HW,Light
etcGBS,England,Fermyn Woods,Ferm,59,PA-E-5-Ferm-2018-01,SP9650085500,52.458933,-0.58119336,496500,285500,SP98,22,5,2018,1971,1976,48,43,2,5,2019,1,3,5,2,1,3,Y,L,PA_5_Ferm_01_D_calibrated,PA_5_Ferm_01_V_calibrated,L,PA_5_Ferm_01_D_calibrated,PA_5_Ferm_01_V_calibrated,FW/HW,Light
etcGBS,England,Fermyn Woods,Ferm,60,PA-E-5-Ferm-2018-02,SP9650085500,52.458933,-0.58119336,496500,285500,SP98,22,5,2018,1971,1976,48,43,2,5,2019,1,3,5,3,2,5,Y,L,PA_5_Ferm_02_D_calibrated,PA_5_Ferm_02_V_calibrated,L,PA_5_Ferm_02_D_calibrated,PA_5_Ferm_02_V_calibrated,FW/HW,Light
etcGBS,England,Fermyn Woods,Ferm,61,PA-E-5-Ferm-2018-03,SP9650085500,52.458933,-0.58119336,496500,285500,SP98,22,5,2018,1971,1976,48,43,2,5,2019,1,3,5,1,1,2,Y,L,PA_5_Ferm_03_D_calibrated,PA_5_Ferm_03_V_calibrated,L,PA_5_Ferm_03_D_calibrated,PA_5_Ferm_03_V_calibrated,FW/HW,Med
etcGBS,England,Fermyn Woods,Ferm,62,PA-E-5-Ferm-2018-04,SP9650085500,52.458933,-0.58119336,496500,285500,SP98,22,5,2018,1971,1976,48,43,2,5,2019,1,3,5,2,1,3,Y,L,PA_5_Ferm_04_D_calibrated,PA_5_Ferm_04_V_calibrated,L,PA_5_Ferm_04_D_calibrated,PA_5_Ferm_04_V_calibrated,FW/HW,Med
etcGBS,England,Fermyn Woods,Ferm,63,PA-E-5-Ferm-2018-05,SP9650085500,52.458933,-0.58119336,496500,285500,SP98,22,5,2018,1971,1976,48,43,2,5,2019,1,3,5,2,1,3,Y,L,PA_5_Ferm_05_D_calibrated,PA_5_Ferm_05_V_calibrated,L,PA_5_Ferm_05_D_calibrated,PA_5_Ferm_05_V_calibrated,FW/HW,Light
etcGBS,England,Fermyn Woods,Ferm,64,PA-E-5-Ferm-2018-06,SP9650085500,52.458933,-0.58119336,496500,285500,SP98,22,5,2018,1971,1976,48,43,2,5,2019,1,3,5,2,1,3,Y,L,PA_5_Ferm_06_D_calibrated,PA_5_Ferm_06_V_calibrated,L,PA_5_Ferm_06_D_calibrated,PA_5_Ferm_06_V_calibrated,FW/HW,Light
etcGBS,England,Fermyn Woods,Ferm,65,PA-E-5-Ferm-2018-07,SP9650085500,52.458933,-0.58119336,496500,285500,SP98,22,5,2018,1971,1976,48,43,2,5,2019,1,3,5,3,2,5,Y,R,PA_5_Ferm_07_D_calibrated,PA_5_Ferm_07_V_calibrated,R,PA_5_Ferm_07_D_calibrated,PA_5_Ferm_07_V_calibrated,FW/HW,Light
etcGBS,England,Fermyn Woods,Ferm,66,PA-E-5-Ferm-2018-08,SP9650085500,52.458933,-0.58119336,496500,285500,SP98,22,5,2018,1971,1976,48,43,2,5,2019,1,3,5,2,1,3,Y,L,PA_5_Ferm_08_D_calibrated,PA_5_Ferm_08_V_calibrated,L,PA_5_Ferm_08_D_calibrated,PA_5_Ferm_08_V_calibrated,FW/HW,Light
etcGBS,England,Fermyn Woods,Ferm,67,PA-E-5-Ferm-2018-09,SP9650085500,52.458933,-0.58119336,496500,285500,SP98,22,5,2018,1971,1976,48,43,2,5,2019,1,3,5,3,2,5,Y,L,PA_5_Ferm_09_D_calibrated,PA_5_Ferm_09_V_calibrated,L,PA_5_Ferm_09_D_calibrated,PA_5_Ferm_09_V_calibrated,FW/HW,Med
etcGBS,England,Fermyn Woods,Ferm,68,PA-E-5-Ferm-2018-10,SP9650085500,52.458933,-0.58119336,496500,285500,SP98,22,5,2018,1971,1976,48,43,2,5,2019,1,3,5,2,1,3,Y,L,PA_5_Ferm_10_D_calibrated,PA_5_Ferm_10_V_calibrated,L,PA_5_Ferm_10_D_calibrated,PA_5_Ferm_10_V_calibrated,FW/HW,Light
etcGBS,England,Fermyn Woods,Ferm,69,PA-E-5-Ferm-2018-11,SP9650085500,52.458933,-0.58119336,496500,285500,SP98,22,5,2018,1971,1976,48,43,2,5,2019,1,3,5,1,1,2,Y,L,PA_5_Ferm_11_D_calibrated,PA_5_Ferm_11_V_calibrated,L,PA_5_Ferm_11_D_calibrated,PA_5_Ferm_11_V_calibrated,FW/HW,Light
etcGBS,England,Fermyn Woods,Ferm,70,PA-E-5-Ferm-2018-12,SP9650085500,52.458933,-0.58119336,496500,285500,SP98,22,5,2018,1971,1976,48,43,2,5,2019,1,3,5,2,2,4,Y,R,PA_5_Ferm_12_D_calibrated,PA_5_Ferm_12_V_calibrated,R,PA_5_Ferm_12_D_calibrated,PA_5_Ferm_12_V_calibrated,FW/HW,Light
etcGBS,England,Fermyn Woods,Ferm,71,PA-E-5-Ferm-2018-13,SP9650085500,52.458933,-0.58119336,496500,285500,SP98,22,5,2018,1971,1976,48,43,2,5,2019,1,3,5,1,1,2,Y,L,PA_5_Ferm_13_D_calibrated,PA_5_Ferm_13_V_calibrated,L,PA_5_Ferm_13_D_calibrated,PA_5_Ferm_13_V_calibrated,FW/HW,Med
