 ,Label,Area,Mean,StdDev,Min,Max,XM,YM,Major,Minor,Angle,Feret,IntDen,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret
1296,PA_20_EM_04_D_calibrated.png:brown,231959,75.98,23.01,20,219,600.56,651.08,707.83,417.25,135.70,813.82,17624375.00,17624375.00,348,319,137.29,482.39
1297,PA_20_EM_05_D_calibrated.png:wing,263180,86.47,39.02,20,227,514.19,614.80,743.64,450.61,140.94,846.48,22757226.00,22757226.00,239,317,141.67,486.49
1298,PA_20_EM_05_D_calibrated.png:cream,25911,178.48,26.35,86,227,479.17,573.89,206.97,159.40,125.73,840.53,4624524.00,4624524.00,245,313,141.52,477.50
1299,PA_20_EM_05_D_calibrated.png:brown,237269,76.42,24.24,20,201,523.12,625.21,713.02,423.69,141.56,846.48,18132702.00,18132702.00,239,317,141.67,486.49
1300,PA_20_EM_06_D_calibrated.png:wing,285697,79.89,39.27,17,218,525.40,635.10,787.16,462.12,137.72,860.93,22824720.00,22824720.00,240,308,139.95,495.17
1301,PA_20_EM_06_D_calibrated.png:cream,27835,173.77,25.08,88,218,483.86,583.81,222.11,159.56,116.74,813.39,4836803.00,4836803.00,204,387,144.36,475.23
1302,PA_20_EM_06_D_calibrated.png:brown,257862,69.76,24.22,17,196,536.58,648.89,754.38,435.22,138.52,860.93,17987917.00,17987917.00,240,308,139.95,495.17
1303,PA_20_EM_07_D_calibrated.png:wing,287094,83.43,43.61,16,240,550.72,665.76,789.14,463.21,133.05,863.53,23953127.00,23953127.00,290,327,136.08,505.47
1304,PA_20_EM_07_D_calibrated.png:cream,36746,176.46,28.38,80,240,530.48,626.15,254.15,184.09,127.96,825.95,6484250.00,6484250.00,344,283,125.19,471.71
1305,PA_20_EM_07_D_calibrated.png:brown,250348,69.78,24.62,16,196,558.23,680.46,745.66,427.48,133.42,863.53,17468877.00,17468877.00,290,327,136.08,505.47
1306,PA_20_EM_08_D_calibrated.png:wing,256880,79.68,36.12,18,246,582.69,580.23,728.25,449.12,127.31,807.43,20467872.00,20467872.00,383,239,130.28,479.74
1307,PA_20_EM_08_D_calibrated.png:cream,21223,169.66,24.84,91,246,580.25,528.49,189.81,142.36,106.06,775.49,3600691.00,3600691.00,437,208,124.12,474.87
1308,PA_20_EM_08_D_calibrated.png:brown,235657,71.58,23.91,18,205,583.20,591.27,703.48,426.52,127.99,807.43,16867181.00,16867181.00,383,239,130.28,479.74
1309,PA_20_EM_09_D_calibrated.png:wing,279423,99.31,38.94,18,247,537.04,656.18,766.35,464.24,135.54,845.21,27750252.00,27750252.00,286,334,137.69,503.03
1310,PA_20_EM_09_D_calibrated.png:cream,33055,182.13,24.92,89,247,516.96,612.11,221.64,189.89,118.19,835.88,6020304.00,6020304.00,293,331,135.78,496.43
1311,PA_20_EM_09_D_calibrated.png:brown,246368,88.20,24.35,18,206,542.61,668.40,732.01,428.53,136.18,845.21,21729948.00,21729948.00,286,334,137.69,503.03
1312,PA_20_EM_10_D_calibrated.png:wing,298449,77.96,34.55,19,220,500.04,633.39,796.01,477.38,139.09,875.21,23268227.00,23268227.00,217,308,140.98,519.87
1313,PA_20_EM_10_D_calibrated.png:cream,23575,165.75,24.78,82,220,438.90,590.73,203.99,147.15,101.44,854.46,3907632.00,3907632.00,225,305,138.61,504.44
1314,PA_20_EM_10_D_calibrated.png:brown,274874,70.43,22.92,19,194,512.37,642.00,772.54,453.03,139.81,875.21,19360595.00,19360595.00,217,308,140.98,519.87
1315,PA_20_EM_11_D_calibrated.png:wing,259774,84.37,43.32,17,228,517.57,660.33,750.00,441.00,144.57,823.73,21916136.00,21916136.00,228,375,146.39,476.45
1316,PA_20_EM_11_D_calibrated.png:cream,29114,183.68,27.24,99,228,484.37,633.81,212.68,174.29,125.01,779.75,5347514.00,5347514.00,272,333,140.31,467.58
1317,PA_20_EM_11_D_calibrated.png:brown,230660,71.83,24.85,17,191,528.28,668.89,716.60,409.83,145.05,823.73,16568622.00,16568622.00,228,375,146.39,476.45
1318,PA_20_EM_12_D_calibrated.png:wing,282671,88.17,39.39,18,243,461.79,667.15,759.31,474.00,137.67,851.46,24922320.00,24922320.00,202,345,139.14,510.40
1319,PA_20_EM_12_D_calibrated.png:cream,27156,184.00,27.34,97,243,430.67,629.41,209.06,165.39,112.82,832.26,4996678.00,4996678.00,250,316,134.95,502.86
1320,PA_20_EM_12_D_calibrated.png:brown,255515,77.98,23.61,18,203,469.59,676.61,729.81,445.78,138.40,851.46,19925642.00,19925642.00,202,345,139.14,510.40
1321,PA_20_EM_13_D_calibrated.png:wing,283116,86.34,40.06,18,220,502.42,648.23,783.19,460.27,135.57,866.83,24445087.00,24445087.00,231,323,138.18,506.64
1322,PA_20_EM_13_D_calibrated.png:cream,28971,180.54,26.00,83,220,467.77,594.02,206.59,178.56,98.53,839.49,5230548.00,5230548.00,254,324,136.11,501.00
1323,PA_20_EM_13_D_calibrated.png:brown,254145,75.60,24.15,18,205,511.87,662.99,753.77,429.29,136.24,866.83,19214539.00,19214539.00,231,323,138.18,506.64
1324,PA_20_EM_14_D_calibrated.png:wing,250527,78.57,40.61,17,217,524.64,644.32,754.51,422.76,141.47,833.35,19684690.00,19684690.00,245,350,141.48,461.74
1325,PA_20_EM_14_D_calibrated.png:cream,28027,171.75,27.20,85,217,502.69,607.84,223.94,159.35,138.73,810.26,4813626.00,4813626.00,303,308,137.25,450.41
1326,PA_20_EM_14_D_calibrated.png:brown,222500,66.84,23.08,17,179,531.75,656.13,718.61,394.23,141.63,833.35,14871064.00,14871064.00,245,350,141.48,461.74
1327,PA_20_EM_15_D_calibrated.png:wing,283631,75.22,33.24,16,238,555.12,621.41,777.31,464.59,133.54,851.74,21333559.00,21333559.00,308,277,132.10,503.18
1328,PA_20_EM_15_D_calibrated.png:cream,14096,173.81,24.42,97,238,517.68,543.37,152.83,117.44,123.82,743.20,2449966.00,2449966.00,277,458,143.32,470.12
1329,PA_20_EM_15_D_calibrated.png:brown,269535,70.06,24.42,16,197,559.98,631.54,760.33,451.36,133.86,851.74,18883593.00,18883593.00,308,277,132.10,503.18
1330,PA_20_EM_16_D_calibrated.png:wing,292574,92.70,38.74,20,247,494.92,656.69,790.23,471.40,134.37,872.61,27121825.00,27121825.00,232,317,134.44,515.38
1331,PA_20_EM_16_D_calibrated.png:cream,28658,185.33,25.62,102,247,485.61,618.47,208.30,175.17,120.86,842.25,5311165.00,5311165.00,285,277,127.52,504.53
1332,PA_20_EM_16_D_calibrated.png:brown,263916,82.64,23.66,20,229,497.18,665.99,759.92,442.19,134.67,872.61,21810660.00,21810660.00,232,317,134.44,515.38
1333,PA_20_EM_17_D_calibrated.png:wing,248309,87.02,38.22,20,248,563.72,655.79,731.94,431.95,137.49,802.26,21608225.00,21608225.00,310,343,136.82,469.08
1334,PA_20_EM_17_D_calibrated.png:cream,21470,179.89,26.24,94,248,545.66,607.27,203.39,134.40,125.54,777.91,3862206.00,3862206.00,305,355,139.33,456.59
1335,PA_20_EM_17_D_calibrated.png:brown,226839,78.23,25.31,20,223,567.65,666.35,703.38,410.62,138.10,802.26,17746019.00,17746019.00,310,343,136.82,469.08
1336,PA_20_EM_19_D_calibrated.png:wing,281004,75.38,40.24,16,224,471.39,624.90,773.34,462.65,131.04,853.50,21181027.00,21181027.00,250,277,132.63,496.93
1337,PA_20_EM_19_D_calibrated.png:cream,30008,172.00,26.58,60,224,435.64,567.86,214.66,177.99,112.94,838.76,5161247.00,5161247.00,237,294,132.44,492.37
1338,PA_20_EM_19_D_calibrated.png:brown,250996,63.82,21.87,16,176,482.91,643.28,739.59,432.10,131.68,853.50,16019780.00,16019780.00,250,277,132.63,496.93
1339,PA_20_EM_20_D_calibrated.png:wing,291886,78.00,36.56,16,211,557.03,672.28,774.03,480.14,132.35,854.98,22767064.00,22767064.00,323,324,134.19,519.64
1340,PA_20_EM_20_D_calibrated.png:cream,25353,169.75,25.83,82,211,539.32,611.77,196.65,164.16,118.96,835.92,4303679.00,4303679.00,368,288,127.86,510.84
1341,PA_20_EM_20_D_calibrated.png:brown,266533,69.27,22.88,16,190,561.15,686.37,746.73,454.46,132.82,854.98,18463385.00,18463385.00,323,324,134.19,519.64
1342,PA_21_YC_01_D_calibrated.png:wing,268182,87.12,41.01,19,247,509.87,673.72,758.19,450.36,137.37,829.06,23364240.00,23364240.00,250,348,138.72,492.83
1343,PA_21_YC_01_D_calibrated.png:cream,34051,174.87,27.61,85,247,505.18,665.32,234.05,185.24,133.58,820.95,5954454.00,5954454.00,244,363,137.37,483.63
1344,PA_21_YC_01_D_calibrated.png:brown,234131,74.36,23.09,19,207,511.47,676.58,717.38,415.55,137.47,829.06,17409786.00,17409786.00,250,348,138.72,492.83
1345,PA_21_YC_02_D_calibrated.png:wing,262975,86.30,37.25,19,240,504.56,667.38,756.85,442.40,132.38,824.15,22693511.00,22693511.00,274,334,133.28,477.43
1346,PA_21_YC_02_D_calibrated.png:cream,23842,174.47,24.64,81,240,488.59,615.89,196.39,154.57,138.93,809.76,4159645.00,4159645.00,323,296,128.58,470.57
1347,PA_21_YC_02_D_calibrated.png:brown,239133,77.50,24.76,19,220,508.15,678.93,729.48,417.39,132.33,824.15,18533866.00,18533866.00,274,334,133.28,477.43
1348,PA_21_YC_03_D_calibrated.png:wing,255759,94.11,42.60,18,237,477.19,642.41,743.92,437.74,136.00,825.35,24069784.00,24069784.00,263,299,133.87,462.68
1349,PA_21_YC_03_D_calibrated.png:cream,31377,185.00,27.23,90,237,462.23,625.93,243.19,164.28,123.92,817.86,5804742.00,5804742.00,271,295,133.12,435.96
1350,PA_21_YC_03_D_calibrated.png:brown,224382,81.40,25.45,18,202,481.94,647.64,702.37,406.75,136.73,825.35,18265042.00,18265042.00,263,299,133.87,462.68
1351,PA_21_YC_04_D_calibrated.png:wing,294551,94.20,40.82,18,247,559.90,630.63,800.74,468.36,133.63,886.82,27746711.00,27746711.00,301,299,134.09,509.37
1352,PA_21_YC_04_D_calibrated.png:cream,32754,183.42,25.30,97,247,529.57,589.78,239.36,174.23,111.18,864.76,6007602.00,6007602.00,358,257,129.84,471.43
1353,PA_21_YC_04_D_calibrated.png:brown,261797,83.04,25.96,18,225,568.29,641.93,763.19,436.76,134.53,886.82,21739109.00,21739109.00,301,299,134.09,509.37
1354,PA_21_YC_05_D_calibrated.png:wing,313906,73.56,36.98,15,217,489.49,654.52,830.77,481.09,138.00,904.77,23091662.00,23091662.00,197,307,136.66,521.00
1355,PA_21_YC_05_D_calibrated.png:cream,23746,171.91,26.34,86,217,456.72,607.62,207.58,145.65,117.55,884.59,4082192.00,4082192.00,249,274,132.71,514.52
1356,PA_21_YC_05_D_calibrated.png:brown,290160,65.51,23.79,15,192,496.53,664.59,804.29,459.34,138.58,904.77,19009470.00,19009470.00,197,307,136.66,521.00
1357,PA_21_YC_06_D_calibrated.png:wing,277251,82.64,38.34,17,221,478.06,670.48,763.76,462.20,138.80,843.38,22913186.00,22913186.00,220,338,140.10,496.23
1358,PA_21_YC_06_D_calibrated.png:cream,22373,178.68,23.36,97,221,431.20,640.45,195.52,145.70,95.23,811.97,3997603.00,3997603.00,270,306,133.70,459.36
1359,PA_21_YC_06_D_calibrated.png:brown,254878,74.21,25.90,17,202,487.97,676.83,741.48,437.67,139.47,843.38,18915583.00,18915583.00,220,338,140.10,496.23
1360,PA_21_YC_07_D_calibrated.png:wing,276676,76.58,36.93,18,216,511.15,612.97,776.11,453.90,135.62,849.07,21187062.00,21187062.00,245,285,138.10,492.35
1361,PA_21_YC_07_D_calibrated.png:cream,20839,174.06,25.77,91,216,461.90,568.47,190.76,139.09,119.21,788.53,3627317.00,3627317.00,208,374,141.02,476.26
1362,PA_21_YC_07_D_calibrated.png:brown,255837,68.64,24.15,18,183,521.32,622.16,750.97,433.76,136.03,849.07,17559745.00,17559745.00,245,285,138.10,492.35
1363,PA_21_YC_08_D_calibrated.png:wing,313437,82.68,38.94,17,228,512.67,601.92,813.26,490.71,133.79,890.27,25914442.00,25914442.00,258,248,134.59,539.96
1364,PA_21_YC_08_D_calibrated.png:cream,31183,175.66,26.20,91,228,501.69,565.54,233.52,170.02,112.68,839.84,5477615.00,5477615.00,273,241,133.02,529.38
1365,PA_21_YC_08_D_calibrated.png:brown,282254,72.41,23.39,17,202,515.62,611.66,778.90,461.39,134.48,890.27,20436827.00,20436827.00,258,248,134.59,539.96
1366,PA_21_YC_09_D_calibrated.png:wing,276044,84.33,40.18,18,244,538.70,609.29,775.00,453.51,138.52,868.02,23278898.00,23278898.00,274,274,137.90,488.47
1367,PA_21_YC_09_D_calibrated.png:cream,25497,184.84,25.72,97,244,497.87,557.65,211.85,153.24,115.92,836.81,4712830.00,4712830.00,272,281,139.36,485.13
1368,PA_21_YC_09_D_calibrated.png:brown,250547,74.10,24.05,18,195,549.06,622.40,745.49,427.92,139.41,868.02,18566068.00,18566068.00,274,274,137.90,488.47
1369,PA_21_YC_10_D_calibrated.png:wing,288243,75.92,40.36,17,249,497.01,613.08,790.05,464.53,133.63,860.61,21882239.00,21882239.00,250,252,134.29,503.11
1370,PA_21_YC_10_D_calibrated.png:cream,34073,162.97,25.15,72,249,477.30,583.00,241.91,179.33,113.35,812.60,5552960.00,5552960.00,241,267,136.05,495.81
1371,PA_21_YC_10_D_calibrated.png:brown,254170,64.25,24.70,17,205,503.68,623.30,752.19,430.24,134.44,860.61,16329279.00,16329279.00,250,252,134.29,503.11
1372,PA_21_YC_11_D_calibrated.png:wing,312755,76.10,37.53,17,244,556.65,620.98,814.92,488.65,138.89,894.22,23799197.00,23799197.00,277,296,140.40,534.88
1373,PA_21_YC_11_D_calibrated.png:cream,25436,176.17,26.57,78,244,538.39,588.14,201.00,161.13,146.85,883.97,4480976.00,4480976.00,278,304,140.19,515.74
1374,PA_21_YC_11_D_calibrated.png:brown,287319,67.24,22.49,17,199,560.89,628.59,788.03,464.23,138.74,894.22,19318221.00,19318221.00,277,296,140.40,534.88
1375,PA_21_YC_12_D_calibrated.png:wing,317136,84.47,39.66,22,233,477.52,622.72,829.49,486.79,136.97,915.52,26789231.00,26789231.00,198,269,137.97,531.26
1376,PA_21_YC_12_D_calibrated.png:cream,30842,178.30,25.15,89,233,466.63,588.94,233.68,168.05,125.74,886.53,5499255.00,5499255.00,237,239,133.03,527.60
1377,PA_21_YC_12_D_calibrated.png:brown,286294,74.36,24.98,22,193,480.33,631.45,794.40,458.87,137.38,915.52,21289976.00,21289976.00,198,269,137.97,531.26
1378,PA_21_YC_13_D_calibrated.png:wing,263682,74.61,34.89,18,227,504.26,613.99,750.61,447.27,134.93,819.75,19672777.00,19672777.00,249,299,138.61,484.36
1379,PA_21_YC_13_D_calibrated.png:cream,20444,167.15,22.84,81,227,472.60,552.92,181.39,143.50,121.31,785.51,3417146.00,3417146.00,314,258,130.87,477.35
1380,PA_21_YC_13_D_calibrated.png:brown,243238,66.83,22.26,18,199,510.92,626.83,725.85,426.67,135.39,819.75,16255631.00,16255631.00,249,299,138.61,484.36
1381,PA_21_YC_14_D_calibrated.png:wing,250530,81.48,43.93,18,239,506.14,612.74,726.78,438.90,133.97,803.44,20413460.00,20413460.00,263,293,137.67,477.32
1382,PA_21_YC_14_D_calibrated.png:cream,34496,171.58,34.46,78,239,511.69,595.81,239.00,183.77,146.54,769.12,5918791.00,5918791.00,322,258,129.67,472.33
1383,PA_21_YC_14_D_calibrated.png:brown,216034,67.09,23.35,18,184,503.88,619.67,686.89,400.45,132.98,803.44,14494669.00,14494669.00,263,293,137.67,477.32
1384,PA_21_YC_15_D_calibrated.png:wing,298820,88.40,38.32,18,243,511.17,700.23,808.99,470.30,139.27,887.10,26415553.00,26415553.00,220,374,140.86,514.21
1385,PA_21_YC_15_D_calibrated.png:cream,33411,173.39,26.67,91,243,501.23,661.04,232.86,182.69,131.84,852.08,5793263.00,5793263.00,231,373,134.67,508.36
1386,PA_21_YC_15_D_calibrated.png:brown,265409,77.70,23.24,18,210,513.97,711.25,773.17,437.07,139.56,887.10,20622290.00,20622290.00,220,374,140.86,514.21
1387,PA_21_YC_16_D_calibrated.png:wing,301279,79.30,39.14,17,218,503.08,670.64,792.36,484.12,139.61,873.65,23890832.00,23890832.00,208,341,142.49,518.45
1388,PA_21_YC_16_D_calibrated.png:cream,22190,175.28,22.07,91,218,468.06,621.96,191.90,147.23,118.92,755.63,3889468.00,3889468.00,182,560,157.68,503.45
1389,PA_21_YC_16_D_calibrated.png:brown,279089,71.67,28.71,17,192,509.88,680.10,768.34,462.49,140.12,873.65,20001364.00,20001364.00,208,341,142.49,518.45
1390,PA_21_YC_17_D_calibrated.png:wing,287004,78.10,37.52,18,226,487.30,667.04,789.16,463.06,135.94,866.64,22413952.00,22413952.00,259,284,133.18,500.60
1391,PA_21_YC_17_D_calibrated.png:cream,20788,176.40,23.41,87,226,458.72,623.30,183.20,144.48,108.43,846.99,3666930.00,3666930.00,260,285,131.84,487.20
1392,PA_21_YC_17_D_calibrated.png:brown,266216,70.42,25.72,18,198,492.88,675.59,767.07,441.89,136.40,866.64,18747022.00,18747022.00,259,284,133.18,500.60
1393,PA_21_YC_19_D_calibrated.png:wing,244906,72.55,38.49,15,231,500.87,643.73,718.25,434.14,137.43,810.86,17768519.00,17768519.00,240,349,140.20,467.40
1394,PA_21_YC_19_D_calibrated.png:cream,23167,165.24,24.06,69,231,485.04,605.53,209.12,141.05,129.91,757.38,3828098.00,3828098.00,215,440,147.67,455.49
1395,PA_21_YC_19_D_calibrated.png:brown,221739,62.87,24.18,15,192,505.21,654.21,686.94,410.99,137.86,810.86,13940421.00,13940421.00,240,349,140.20,467.40
1396,PA_21_YC_20_D_calibrated.png:wing,235094,102.25,41.04,22,243,556.60,654.19,722.08,414.54,137.03,793.55,24037390.00,24037390.00,312,349,137.71,450.43
1397,PA_21_YC_20_D_calibrated.png:cream,33717,178.67,27.47,103,243,547.75,671.04,248.53,172.74,110.13,765.60,6024144.00,6024144.00,357,311,131.77,445.20
1398,PA_21_YC_20_D_calibrated.png:brown,201377,89.45,26.43,22,208,559.56,648.56,685.11,374.25,139.03,793.55,18013246.00,18013246.00,312,349,137.71,450.43
1399,PA_22_GB_01_D_calibrated.png:wing,237493,91.37,33.65,24,247,561.89,640.71,730.06,414.19,127.61,799.47,21699335.00,21699335.00,366,300,128.35,446.64
1400,PA_22_GB_01_D_calibrated.png:cream,17637,178.27,25.71,108,247,535.29,592.93,185.44,121.10,110.07,783.83,3144230.00,3144230.00,373,302,126.39,435.11
1401,PA_22_GB_01_D_calibrated.png:brown,219856,84.40,22.72,24,217,566.39,648.80,705.86,396.58,128.20,799.47,18555105.00,18555105.00,366,300,128.35,446.64
1402,PA_22_GB_02_D_calibrated.png:wing,229341,103.30,38.84,21,224,576.68,575.81,715.81,407.94,131.60,792.07,23690069.00,23690069.00,373,260,132.39,440.07
1403,PA_22_GB_02_D_calibrated.png:cream,26017,185.02,24.84,96,224,562.36,547.97,204.43,162.04,92.89,729.80,4813661.00,4813661.00,371,272,126.98,429.81
1404,PA_22_GB_02_D_calibrated.png:brown,203324,92.84,25.66,21,196,580.34,582.91,689.05,375.70,132.50,792.07,18876408.00,18876408.00,373,260,132.39,440.07
1405,PA_22_GB_03_D_calibrated.png:wing,229584,89.69,35.31,20,227,532.32,621.09,691.05,423.00,135.59,760.29,20590500.00,20590500.00,306,319,138.68,449.39
1406,PA_22_GB_03_D_calibrated.png:cream,14046,189.31,25.92,89,227,502.79,559.70,147.86,120.95,111.28,724.27,2658992.00,2658992.00,310,318,137.85,431.64
1407,PA_22_GB_03_D_calibrated.png:brown,215538,83.19,24.39,20,209,536.70,630.18,673.45,407.50,136.07,760.29,17931508.00,17931508.00,306,319,138.68,449.39
1408,PA_22_GB_04_D_calibrated.png:wing,228859,117.96,36.67,25,233,525.10,618.74,712.25,409.12,135.02,820.43,26995914.00,26995914.00,301,330,139.30,444.20
1409,PA_22_GB_04_D_calibrated.png:cream,30954,185.43,21.64,114,233,508.51,607.06,225.30,174.93,132.78,802.98,5739881.00,5739881.00,314,324,138.03,432.11
1410,PA_22_GB_04_D_calibrated.png:brown,197905,107.41,25.66,25,203,529.59,621.89,674.43,373.62,135.08,820.43,21256033.00,21256033.00,301,330,139.30,444.20
1411,PA_22_GB_05_D_calibrated.png:wing,257569,80.32,35.79,19,239,549.47,646.00,758.20,432.53,135.38,831.36,20688255.00,20688255.00,289,320,137.00,468.21
1412,PA_22_GB_05_D_calibrated.png:cream,24891,164.44,24.80,87,239,531.08,612.18,189.79,166.98,93.29,759.39,4093009.00,4093009.00,299,314,132.60,465.23
1413,PA_22_GB_05_D_calibrated.png:brown,232678,71.32,22.67,19,191,554.00,654.34,734.52,403.33,135.79,831.36,16595246.00,16595246.00,289,320,137.00,468.21
1414,PA_22_GB_06_D_calibrated.png:wing,231956,104.47,36.92,21,236,480.87,659.18,723.57,408.17,137.21,799.33,24233404.00,24233404.00,237,363,138.75,447.36
1415,PA_22_GB_06_D_calibrated.png:cream,25482,182.67,26.40,96,236,474.28,623.61,204.94,158.31,142.13,784.27,4654788.00,4654788.00,243,363,137.58,432.97
1416,PA_22_GB_06_D_calibrated.png:brown,206474,94.82,24.45,21,205,482.44,667.64,693.99,378.81,137.16,799.33,19578616.00,19578616.00,237,363,138.75,447.36
1417,PA_22_GB_07_D_calibrated.png:wing,204037,112.33,33.64,20,248,529.32,612.46,664.49,390.96,135.57,736.53,22919331.00,22919331.00,309,343,138.19,421.85
1418,PA_22_GB_07_D_calibrated.png:cream,20666,185.48,20.72,116,248,529.75,599.04,178.80,147.16,117.92,701.88,3833216.00,3833216.00,367,302,130.84,416.93
1419,PA_22_GB_07_D_calibrated.png:brown,183371,104.08,23.24,20,216,529.24,615.16,637.55,366.21,135.91,736.53,19086115.00,19086115.00,309,343,138.19,421.85
1420,PA_22_GB_08_D_calibrated.png:wing,238023,99.91,36.84,20,242,502.42,614.75,725.49,417.73,134.82,793.01,23780878.00,23780878.00,265,305,136.69,448.32
1421,PA_22_GB_08_D_calibrated.png:cream,24148,181.14,26.53,96,242,521.47,583.83,210.93,145.77,146.30,786.30,4374104.00,4374104.00,269,303,135.10,442.04
1422,PA_22_GB_08_D_calibrated.png:brown,213875,90.74,24.54,20,218,498.12,621.71,696.24,391.12,134.16,793.01,19406774.00,19406774.00,265,305,136.69,448.32
1423,PA_22_GB_09_D_calibrated.png:wing,213584,89.75,40.88,18,224,545.52,664.96,684.13,397.50,131.01,757.87,19168284.00,19168284.00,349,359,132.81,441.85
1424,PA_22_GB_09_D_calibrated.png:cream,28503,171.98,31.33,79,224,543.14,627.25,205.95,176.22,99.44,747.19,4902052.00,4902052.00,349,363,132.94,439.09
1425,PA_22_GB_09_D_calibrated.png:brown,185081,77.08,23.98,18,196,546.35,677.93,655.99,359.23,131.97,757.87,14266232.00,14266232.00,349,359,132.81,441.85
1426,PA_22_GB_10_D_calibrated.png:wing,212023,122.33,34.03,35,236,534.39,652.22,687.22,392.82,141.65,755.57,25935827.00,25935827.00,281,404,141.34,421.44
1427,PA_22_GB_10_D_calibrated.png:cream,36291,177.39,23.26,69,236,510.59,644.62,234.49,197.06,128.29,721.11,6437735.00,6437735.00,283,405,139.95,416.33
1428,PA_22_GB_10_D_calibrated.png:brown,175732,110.95,23.02,35,207,542.24,654.73,645.15,346.82,141.93,755.57,19498092.00,19498092.00,281,404,141.34,421.44
1429,PA_22_GB_11_D_calibrated.png:wing,232663,114.33,32.02,25,221,489.48,648.84,710.29,417.06,138.39,795.75,26599531.00,26599531.00,237,371,140.05,449.94
1430,PA_22_GB_11_D_calibrated.png:cream,22137,180.26,19.48,114,221,482.64,617.35,181.62,155.19,95.45,727.46,3990362.00,3990362.00,251,415,141.08,408.00
1431,PA_22_GB_11_D_calibrated.png:brown,210526,107.39,24.24,25,204,490.69,654.39,687.23,390.04,138.93,795.75,22609169.00,22609169.00,237,371,140.05,449.94
1432,PA_22_GB_12_D_calibrated.png:wing,254566,97.26,33.16,27,247,511.93,617.70,746.77,434.03,134.33,826.43,24758866.00,24758866.00,265,302,137.06,471.64
1433,PA_22_GB_12_D_calibrated.png:cream,18990,180.44,22.84,101,247,518.09,580.11,193.04,125.25,126.17,771.37,3426467.00,3426467.00,265,313,137.31,461.24
1434,PA_22_GB_12_D_calibrated.png:brown,235576,90.55,23.32,27,223,510.95,623.75,721.84,415.53,134.67,826.43,21332399.00,21332399.00,265,302,137.06,471.64
1435,PA_22_GB_13_D_calibrated.png:wing,213751,88.42,35.69,17,217,567.79,630.54,682.45,398.79,134.55,765.22,18900861.00,18900861.00,344,326,136.06,432.38
1436,PA_22_GB_13_D_calibrated.png:cream,20877,169.72,26.05,95,217,564.09,602.00,178.90,148.58,96.56,755.19,3543193.00,3543193.00,351,324,135.11,426.47
1437,PA_22_GB_13_D_calibrated.png:brown,192874,79.63,23.36,17,192,568.65,637.13,660.19,371.98,135.12,765.22,15357668.00,15357668.00,344,326,136.06,432.38
1438,PA_22_GB_14_D_calibrated.png:wing,248963,112.61,30.63,26,229,489.11,589.01,737.30,429.94,135.91,814.02,28036565.00,28036565.00,247,286,138.54,461.30
1439,PA_22_GB_14_D_calibrated.png:cream,17850,188.30,21.25,110,229,471.04,534.68,159.36,142.61,105.90,775.25,3361085.00,3361085.00,275,274,131.23,452.74
1440,PA_22_GB_14_D_calibrated.png:brown,231113,106.77,22.34,26,206,491.57,596.41,717.24,410.27,136.35,814.02,24675480.00,24675480.00,247,286,138.54,461.30
1441,PA_22_GB_15_D_calibrated.png:wing,238164,84.75,35.35,20,242,609.30,609.26,710.99,426.50,135.24,779.88,20183494.00,20183494.00,375,303,138.38,462.82
1442,PA_22_GB_15_D_calibrated.png:cream,20435,169.40,24.99,88,242,602.60,571.64,194.14,134.02,104.01,757.46,3461791.00,3461791.00,377,303,133.88,455.46
1443,PA_22_GB_15_D_calibrated.png:brown,217729,76.80,23.93,20,223,610.68,617.04,687.70,403.11,136.27,779.88,16721703.00,16721703.00,375,303,138.38,462.82
1444,PA_22_GB_16_D_calibrated.png:wing,231260,114.23,33.41,24,225,539.76,645.13,711.61,413.78,131.84,780.14,26416877.00,26416877.00,329,339,133.70,453.78
1445,PA_22_GB_16_D_calibrated.png:cream,21087,188.47,21.26,105,225,531.36,591.69,196.30,136.78,110.28,772.99,3974363.00,3974363.00,346,326,131.38,445.18
1446,PA_22_GB_16_D_calibrated.png:brown,210173,106.78,23.96,24,210,541.25,654.59,685.19,390.55,132.91,780.14,22442514.00,22442514.00,329,339,133.70,453.78
1447,PA_22_GB_17_D_calibrated.png:wing,208557,113.97,34.21,27,245,559.74,645.04,683.04,388.77,132.41,754.64,23770056.00,23770056.00,394,317,128.33,430.06
1448,PA_22_GB_17_D_calibrated.png:cream,19290,186.55,22.57,111,245,565.07,623.20,165.03,148.83,143.17,742.11,3598620.00,3598620.00,356,353,131.94,418.40
1449,PA_22_GB_17_D_calibrated.png:brown,189267,106.58,25.42,27,224,558.79,648.93,661.91,364.07,132.31,754.64,20171436.00,20171436.00,394,317,128.33,430.06
1450,PA_22_GB_18_D_calibrated.png:wing,255625,74.80,33.07,19,228,525.35,621.20,748.46,434.86,135.44,828.35,19120738.00,19120738.00,270,309,136.61,477.56
1451,PA_22_GB_18_D_calibrated.png:cream,14764,168.71,28.72,81,228,511.32,555.38,151.07,124.43,116.81,779.65,2490783.00,2490783.00,308,286,130.37,468.00
1452,PA_22_GB_18_D_calibrated.png:brown,240861,69.04,23.16,19,217,527.44,631.05,733.16,418.29,135.82,828.35,16629955.00,16629955.00,270,309,136.61,477.56
1453,PA_22_GB_19_D_calibrated.png:wing,241556,91.68,35.97,22,239,533.42,627.00,709.90,433.24,129.56,773.10,22145550.00,22145550.00,314,315,132.17,465.38
