 ,Label,Area,Mean,StdDev,Min,Max,XM,YM,Major,Minor,Angle,Feret,IntDen,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret
1,C19M10_D_calibrated.png:wing,244703,100.60,44.42,15,248,423.99,685.88,740.59,420.70,135.16,817.33,24617050.00,24617050.00,181,377,137.23,459.78
2,C19M10_D_calibrated.png:cream,38604,180.32,30.00,80,248,418.57,684.46,278.11,176.74,116.56,776.69,6961078.00,6961078.00,186,376,136.57,449.12
3,C19M10_D_calibrated.png:brown,206099,85.67,27.58,15,219,426.12,686.43,688.79,380.98,136.72,817.33,17655972.00,17655972.00,181,377,137.23,459.78
4,C19M11_D_calibrated.png:wing,246009,98.17,38.13,23,248,724.97,688.53,730.33,428.89,135.52,794.23,24149741.00,24149741.00,503,382,137.65,458.24
5,C19M11_D_calibrated.png:cream,28475,178.92,23.63,91,248,732.23,672.26,221.55,163.64,134.26,779.95,5094705.00,5094705.00,508,380,134.74,448.62
6,C19M11_D_calibrated.png:brown,217534,87.60,24.61,23,214,723.03,692.87,693.79,399.22,135.57,794.23,19055036.00,19055036.00,503,382,137.65,458.24
7,C19M12_D_calibrated.png:wing,270839,102.64,44.73,22,246,741.76,684.61,773.62,445.75,140.19,858.06,27799036.00,27799036.00,504,365,137.83,488.42
8,C19M12_D_calibrated.png:cream,46698,184.39,27.12,85,246,725.27,658.49,286.21,207.74,150.15,841.00,8610779.00,8610779.00,522,362,136.40,472.43
9,C19M12_D_calibrated.png:brown,224141,85.61,24.13,22,222,749.16,696.33,717.03,398.01,139.48,858.06,19188257.00,19188257.00,504,365,137.83,488.42
10,C19M13_D_calibrated.png:wing,250316,89.98,44.35,14,248,406.68,672.79,722.43,441.17,130.75,800.62,22522849.00,22522849.00,202,339,133.79,473.88
11,C19M13_D_calibrated.png:cream,39052,173.82,30.90,76,248,396.21,652.52,242.87,204.73,100.41,758.10,6788140.00,6788140.00,200,349,134.14,469.29
12,C19M13_D_calibrated.png:brown,211264,74.48,24.78,14,210,411.19,681.52,681.70,394.59,131.70,800.62,15734709.00,15734709.00,202,339,133.79,473.88
13,C19M14_D_calibrated.png:wing,207789,90.94,45.02,14,233,783.63,705.43,674.21,392.41,129.23,741.21,18897128.00,18897128.00,613,398,129.86,424.59
14,C19M14_D_calibrated.png:cream,37567,169.46,31.83,54,233,779.61,703.18,278.96,171.46,136.54,729.05,6366188.00,6366188.00,562,455,135.50,410.98
15,C19M14_D_calibrated.png:brown,170222,73.62,24.28,14,188,785.69,706.57,613.99,352.99,128.24,741.21,12530940.00,12530940.00,613,398,129.86,424.59
16,C19M15_D_calibrated.png:wing,210091,111.01,38.34,21,247,470.08,695.89,688.33,388.62,132.40,758.17,23321253.00,23321253.00,276,405,132.27,419.63
17,C19M15_D_calibrated.png:cream,23888,185.55,20.94,118,247,463.20,668.08,211.90,143.54,102.08,734.86,4432350.00,4432350.00,277,406,133.73,409.92
18,C19M15_D_calibrated.png:brown,186203,101.44,28.25,21,216,471.70,702.41,658.75,359.89,133.68,758.17,18888903.00,18888903.00,276,405,132.27,419.63
19,C19M16_D_calibrated.png:wing,211351,77.85,35.42,14,232,479.82,679.06,676.78,397.62,125.85,749.36,16452704.00,16452704.00,302,349,128.06,435.12
20,C19M16_D_calibrated.png:cream,22589,158.85,25.67,83,232,479.76,658.91,184.94,155.51,112.76,732.80,3588340.00,3588340.00,297,362,129.18,429.61
21,C19M16_D_calibrated.png:brown,188762,68.15,21.13,14,190,479.81,684.64,649.07,370.28,126.08,749.36,12864364.00,12864364.00,302,349,128.06,435.12
22,C19M17_D_calibrated.png:wing,275841,71.09,41.00,13,240,408.07,681.98,772.15,454.85,137.37,842.23,19608198.00,19608198.00,156,351,135.72,498.28
23,C19M17_D_calibrated.png:cream,31297,165.22,27.03,66,240,378.66,636.56,219.22,181.78,138.64,820.73,5170857.00,5170857.00,162,350,133.03,487.53
24,C19M17_D_calibrated.png:brown,244544,59.04,22.89,13,197,418.62,698.28,739.25,421.19,137.45,842.23,14437341.00,14437341.00,156,351,135.72,498.28
25,C19M18_D_calibrated.png:wing,239397,61.34,31.52,14,207,480.54,661.79,720.47,423.07,124.98,792.44,14684959.00,14684959.00,296,313,128.29,456.16
26,C19M18_D_calibrated.png:cream,15497,154.39,25.10,75,207,441.68,594.94,168.66,116.99,95.70,789.63,2392581.00,2392581.00,297,314,128.26,447.25
27,C19M18_D_calibrated.png:brown,223900,54.90,19.43,14,205,488.04,674.76,700.10,407.20,125.56,792.44,12292378.00,12292378.00,296,313,128.29,456.16
28,C19M19_D_calibrated.png:wing,238773,67.72,31.45,14,245,416.05,668.10,730.84,415.98,132.24,819.59,16169093.00,16169093.00,190,337,132.53,445.23
29,C19M19_D_calibrated.png:cream,12610,158.37,22.49,69,245,407.25,630.36,180.39,89.00,127.55,813.77,1997030.00,1997030.00,192,341,132.81,421.58
30,C19M19_D_calibrated.png:brown,226163,62.66,23.08,14,204,417.33,673.45,710.12,405.51,132.43,819.59,14172063.00,14172063.00,190,337,132.53,445.23
31,C19M20_D_calibrated.png:wing,256988,69.22,34.41,12,248,449.12,663.97,745.09,439.15,129.70,810.38,17788472.00,17788472.00,227,325,132.55,473.01
32,C19M20_D_calibrated.png:cream,17753,163.27,24.85,83,248,423.59,588.19,197.09,114.69,120.40,798.38,2898450.00,2898450.00,241,318,129.05,464.28
33,C19M20_D_calibrated.png:brown,239235,62.24,22.83,12,202,454.09,678.71,719.59,423.30,130.40,810.38,14890022.00,14890022.00,227,325,132.55,473.01
34,C19M21_D_calibrated.png:wing,235742,101.35,31.41,26,232,752.98,684.74,716.57,418.88,135.06,783.88,23891728.00,23891728.00,515,385,138.05,447.55
35,C19M21_D_calibrated.png:cream,18771,178.14,19.79,111,232,732.11,657.68,177.09,134.96,112.34,770.08,3343892.00,3343892.00,516,391,138.53,440.21
36,C19M21_D_calibrated.png:brown,216971,94.70,22.00,26,209,756.37,689.13,693.19,398.53,135.52,783.88,20547836.00,20547836.00,515,385,138.05,447.55
37,C19M22_D_calibrated.png:wing,211864,77.63,35.57,19,218,463.05,693.59,691.26,390.24,132.26,753.82,16447512.00,16447512.00,247,396,134.36,423.15
38,C19M22_D_calibrated.png:cream,19984,164.44,27.80,81,218,453.63,663.89,191.09,133.15,112.36,743.92,3286097.00,3286097.00,246,404,134.35,417.25
39,C19M22_D_calibrated.png:brown,191880,68.59,21.21,19,200,465.41,701.01,664.14,367.86,132.91,753.82,13161415.00,13161415.00,247,396,134.36,423.15
40,C19M23_D_calibrated.png:wing,230569,76.80,33.10,18,241,442.02,654.19,710.56,413.15,129.62,785.29,17706866.00,17706866.00,245,323,130.40,449.42
41,C19M23_D_calibrated.png:cream,17615,164.07,25.03,83,241,419.38,610.40,172.72,129.85,120.63,780.52,2890036.00,2890036.00,255,319,129.65,429.00
42,C19M23_D_calibrated.png:brown,212954,69.58,21.27,18,199,446.41,662.71,687.11,394.61,129.88,785.29,14816830.00,14816830.00,245,323,130.40,449.42
43,C19M25_D_calibrated.png:wing,221635,88.27,35.35,18,245,458.14,671.28,700.76,402.70,126.72,766.90,19562957.00,19562957.00,292,345,127.80,430.11
44,C19M25_D_calibrated.png:cream,16789,179.36,22.85,102,245,431.73,624.70,164.27,130.13,120.68,750.43,3011319.00,3011319.00,295,349,127.42,423.01
45,C19M25_D_calibrated.png:brown,204846,80.80,23.94,18,216,462.96,679.76,678.18,384.59,126.87,766.90,16551638.00,16551638.00,292,345,127.80,430.11
46,C19M27_D_calibrated.png:wing,226848,122.16,39.44,23,248,436.51,708.39,715.82,403.50,133.52,775.45,27710662.00,27710662.00,243,401,133.01,441.92
47,C19M27_D_calibrated.png:cream,40919,182.48,24.19,95,248,433.11,687.81,273.91,190.21,125.72,735.04,7466778.00,7466778.00,260,391,131.91,431.27
48,C19M27_D_calibrated.png:brown,185929,108.88,28.15,23,214,437.77,715.97,661.60,357.82,134.44,775.45,20243884.00,20243884.00,243,401,133.01,441.92
49,C19M28_D_calibrated.png:wing,208480,101.03,31.14,16,232,430.75,703.94,683.40,388.42,135.18,751.66,21062225.00,21062225.00,223,413,134.84,419.62
50,C19M28_D_calibrated.png:cream,16877,177.43,22.09,97,232,428.30,671.70,170.82,125.80,132.98,674.33,2994459.00,2994459.00,224,414,132.90,405.68
51,C19M28_D_calibrated.png:brown,191603,94.30,21.27,16,202,431.15,709.29,659.28,370.04,135.34,751.66,18067766.00,18067766.00,223,413,134.84,419.62
52,C19M29_D_calibrated.png:wing,239575,86.79,34.59,17,235,439.51,673.06,739.86,412.29,128.49,798.67,20792353.00,20792353.00,239,329,132.06,439.18
53,C19M29_D_calibrated.png:cream,18854,176.34,26.59,86,235,423.38,622.29,183.45,130.86,116.59,771.41,3324632.00,3324632.00,240,330,130.79,427.38
54,C19M29_D_calibrated.png:brown,220721,79.14,22.24,17,215,442.59,682.73,714.54,393.30,128.89,798.67,17467721.00,17467721.00,239,329,132.06,439.18
55,C19M2_D_calibrated.png:wing,216464,110.80,40.03,23,247,727.73,743.39,698.78,394.42,129.24,754.47,23984879.00,23984879.00,541,420,131.51,435.11
56,C19M2_D_calibrated.png:cream,21103,197.50,23.35,115,247,716.31,721.19,187.98,142.93,125.56,686.13,4167788.00,4167788.00,499,488,138.01,410.20
57,C19M2_D_calibrated.png:brown,195361,101.44,28.59,23,224,730.13,748.05,670.42,371.02,129.34,754.47,19817091.00,19817091.00,541,420,131.51,435.11
58,C19M30_D_calibrated.png:wing,219145,80.60,39.06,15,238,453.09,700.73,685.51,407.03,130.36,764.88,17663404.00,17663404.00,252,384,132.93,443.13
59,C19M30_D_calibrated.png:cream,22196,172.49,29.54,81,238,441.85,688.68,214.96,131.47,115.34,752.14,3828478.00,3828478.00,261,382,131.77,431.34
60,C19M30_D_calibrated.png:brown,196949,70.25,23.25,15,196,456.21,704.07,652.55,384.28,131.33,764.88,13834926.00,13834926.00,252,384,132.93,443.13
61,C19M31_D_calibrated.png:wing,219921,80.72,30.83,19,206,475.57,703.86,679.56,412.05,126.14,750.47,17752152.00,17752152.00,297,375,130.46,439.45
62,C19M31_D_calibrated.png:cream,19343,155.05,23.03,83,206,452.91,690.39,174.79,140.90,91.93,715.97,2999176.00,2999176.00,306,372,125.62,427.49
63,C19M31_D_calibrated.png:brown,200578,73.55,20.16,19,190,480.16,706.59,658.02,388.11,126.78,750.47,14752976.00,14752976.00,297,375,130.46,439.45
64,C19M32_D_calibrated.png:wing,219080,85.52,37.38,14,233,437.10,707.83,691.52,403.37,133.58,747.75,18736426.00,18736426.00,224,410,138.04,429.22
65,C19M32_D_calibrated.png:cream,18790,179.36,26.89,79,233,420.71,682.02,190.14,125.83,121.46,729.28,3370166.00,3370166.00,225,412,133.50,411.30
66,C19M32_D_calibrated.png:brown,200290,76.72,23.61,14,203,440.68,713.47,663.96,384.09,134.03,747.75,15366260.00,15366260.00,224,410,138.04,429.22
67,C19M33_D_calibrated.png:wing,232062,75.18,34.78,15,221,438.33,695.24,714.14,413.74,132.96,786.33,17445961.00,17445961.00,206,384,135.52,453.42
68,C19M33_D_calibrated.png:cream,20023,161.19,25.04,79,221,408.13,653.30,178.80,142.58,120.20,736.32,3227525.00,3227525.00,256,349,125.83,446.72
69,C19M33_D_calibrated.png:brown,212039,67.06,22.36,15,183,445.17,704.75,690.02,391.26,133.31,786.33,14218436.00,14218436.00,206,384,135.52,453.42
70,C19M34_D_calibrated.png:wing,232740,71.10,34.26,14,245,447.03,738.02,710.16,417.28,135.85,774.52,16547828.00,16547828.00,215,423,137.83,448.84
71,C19M34_D_calibrated.png:cream,18828,158.62,24.58,71,245,431.15,714.06,186.86,128.29,124.25,755.31,2986585.00,2986585.00,252,393,131.35,439.03
72,C19M34_D_calibrated.png:brown,213912,63.40,22.15,14,213,450.52,743.30,683.93,398.23,136.21,774.52,13561243.00,13561243.00,215,423,137.83,448.84
73,C19M35_D_calibrated.png:wing,227162,87.14,35.56,16,247,465.27,720.87,711.77,406.35,135.65,771.04,19795381.00,19795381.00,229,424,140.16,437.87
74,C19M35_D_calibrated.png:cream,16497,181.65,27.92,90,247,415.59,671.73,160.08,131.22,113.89,762.48,2996617.00,2996617.00,238,416,137.82,429.35
75,C19M35_D_calibrated.png:brown,210665,79.74,23.41,16,209,474.12,729.61,690.55,388.42,135.85,771.04,16798764.00,16798764.00,229,424,140.16,437.87
76,C19M36_D_calibrated.png:wing,245688,82.50,38.23,16,245,431.47,706.09,727.09,430.23,134.56,803.63,20270345.00,20270345.00,195,387,136.71,461.00
77,C19M36_D_calibrated.png:cream,23818,174.95,27.66,81,245,408.23,677.56,209.82,144.54,122.41,787.72,4167030.00,4167030.00,206,390,134.90,446.94
78,C19M36_D_calibrated.png:brown,221870,72.58,22.80,16,203,437.44,713.43,695.34,406.26,135.12,803.63,16103315.00,16103315.00,195,387,136.71,461.00
79,C19M37_D_calibrated.png:wing,249826,77.53,36.34,15,246,486.58,681.48,739.04,430.41,132.93,813.23,19369796.00,19369796.00,251,361,135.70,462.00
80,C19M37_D_calibrated.png:cream,28200,156.12,24.77,62,246,464.21,632.35,213.16,168.44,102.80,773.58,4402578.00,4402578.00,252,364,135.21,459.11
81,C19M37_D_calibrated.png:brown,221626,67.53,22.90,15,201,493.17,695.95,708.50,398.28,133.91,813.23,14967218.00,14967218.00,251,361,135.70,462.00
82,C19M38_D_calibrated.png:wing,235339,82.44,40.53,15,245,734.67,740.31,715.55,418.76,132.20,778.03,19400920.00,19400920.00,521,423,136.35,456.75
83,C19M38_D_calibrated.png:cream,29100,170.90,28.91,78,245,713.74,716.48,216.60,171.06,108.70,770.07,4973065.00,4973065.00,525,421,134.53,448.80
84,C19M38_D_calibrated.png:brown,206239,69.96,22.28,15,194,741.88,748.51,682.65,384.66,132.97,778.03,14427855.00,14427855.00,521,423,136.35,456.75
85,C19M39_D_calibrated.png:wing,216653,75.61,34.21,16,227,477.26,704.36,692.97,398.07,131.25,749.53,16381427.00,16381427.00,275,386,134.89,423.77
86,C19M39_D_calibrated.png:cream,12361,177.69,27.66,88,227,452.89,635.76,178.77,88.04,122.97,699.46,2196407.00,2196407.00,229,486,142.38,399.06
87,C19M39_D_calibrated.png:brown,204292,69.44,22.94,16,197,481.04,714.97,671.91,387.13,131.73,749.53,14185020.00,14185020.00,275,386,134.89,423.77
88,C19M3_D_calibrated.png:wing,253801,136.30,44.65,32,249,447.58,698.97,737.41,438.22,132.94,811.65,34591812.00,34591812.00,265,375,128.30,475.85
89,C19M3_D_calibrated.png:cream,44730,211.27,27.33,113,249,446.21,673.46,264.61,215.23,155.63,807.44,9450184.00,9450184.00,266,376,128.26,472.26
90,C19M3_D_calibrated.png:brown,209071,120.25,28.30,32,235,448.09,708.55,690.37,385.59,132.03,811.65,25141628.00,25141628.00,265,375,128.30,475.85
91,C19M40_D_calibrated.png:wing,243373,78.68,35.33,18,241,711.48,714.08,717.11,432.11,133.18,776.29,19149292.00,19149292.00,488,394,137.24,466.15
92,C19M40_D_calibrated.png:cream,19781,168.13,25.90,81,241,696.72,683.34,181.54,138.73,112.68,754.25,3325758.00,3325758.00,485,412,137.04,458.89
93,C19M40_D_calibrated.png:brown,223592,70.77,23.01,18,207,714.55,720.52,693.76,410.35,133.75,776.29,15823534.00,15823534.00,488,394,137.24,466.15
94,C19M4_D_calibrated.png:wing,257198,137.96,45.13,26,249,427.69,683.72,736.68,444.53,135.81,801.29,35483697.00,35483697.00,239,361,133.94,480.83
95,C19M4_D_calibrated.png:cream,49515,211.08,28.21,101,249,384.79,648.52,254.84,247.38,154.00,782.80,10451518.00,10451518.00,234,374,132.51,470.49
96,C19M4_D_calibrated.png:brown,207683,120.53,27.45,26,223,445.60,698.42,686.19,385.36,135.43,801.29,25032179.00,25032179.00,239,361,133.94,480.83
97,C19M5_D_calibrated.png:wing,258027,128.18,48.93,21,249,417.83,670.72,746.17,440.29,135.44,818.01,33073563.00,33073563.00,228,351,132.82,489.54
98,C19M5_D_calibrated.png:cream,54063,202.21,34.08,88,249,375.01,635.45,312.61,220.19,142.65,807.68,10931857.00,10931857.00,229,352,132.34,485.13
99,C19M5_D_calibrated.png:brown,203964,108.56,29.72,21,221,438.97,688.13,672.78,386.00,134.35,818.01,22141706.00,22141706.00,228,351,132.82,489.54
100,C19M6_D_calibrated.png:wing,252306,89.22,39.07,14,231,444.95,710.87,725.96,442.51,134.17,789.38,22511685.00,22511685.00,230,391,133.56,478.40
101,C19M6_D_calibrated.png:cream,27843,178.99,24.83,88,231,427.44,696.70,199.42,177.77,99.16,778.69,4983689.00,4983689.00,255,376,132.29,460.13
102,C19M6_D_calibrated.png:brown,224463,78.09,22.70,14,207,449.93,714.89,696.61,410.26,134.55,789.38,17527996.00,17527996.00,230,391,133.56,478.40
103,C19M7_D_calibrated.png:wing,249780,80.33,39.09,14,247,729.22,696.95,729.44,435.99,136.38,805.40,20065604.00,20065604.00,500,385,137.42,480.33
104,C19M7_D_calibrated.png:cream,27321,166.36,26.94,69,247,704.28,656.78,201.19,172.90,130.92,793.66,4545106.00,4545106.00,505,389,136.53,473.06
105,C19M7_D_calibrated.png:brown,222459,69.77,24.62,14,194,736.52,708.69,697.74,405.94,136.58,805.40,15520498.00,15520498.00,500,385,137.42,480.33
106,C19M8_D_calibrated.png:wing,236286,92.77,40.68,18,247,426.02,710.66,723.25,415.97,139.38,787.02,21919805.00,21919805.00,185,426,138.45,447.91
107,C19M8_D_calibrated.png:cream,20923,190.00,25.09,90,247,380.20,689.30,184.27,144.57,116.22,722.93,3975469.00,3975469.00,190,429,137.97,425.93
108,C19M8_D_calibrated.png:brown,215363,83.32,27.33,18,222,436.16,715.38,697.78,392.97,139.64,787.02,17944336.00,17944336.00,185,426,138.45,447.91
109,C19M9_D_calibrated.png:wing,230122,94.94,47.10,19,242,418.76,694.89,685.52,427.42,139.32,758.88,21846649.00,21846649.00,196,413,138.69,471.64
110,C19M9_D_calibrated.png:cream,46473,174.26,30.20,78,242,391.50,677.58,248.77,237.86,149.67,751.99,8098585.00,8098585.00,197,414,138.02,466.78
111,C19M9_D_calibrated.png:brown,183649,74.86,23.52,19,216,434.83,705.12,634.03,368.80,139.09,758.88,13748064.00,13748064.00,196,413,138.69,471.64
112,CCM10_D_calibrated.png:wing,226910,89.00,41.44,20,230,762.85,708.07,684.85,421.86,129.89,734.64,20194581.00,20194581.00,554,387,137.43,450.04
113,CCM10_D_calibrated.png:cream,32089,171.14,27.10,77,230,758.75,686.60,228.63,178.70,122.63,713.17,5491826.00,5491826.00,564,386,130.91,440.06
114,CCM10_D_calibrated.png:brown,194821,75.47,24.18,20,206,764.37,716.10,643.61,385.41,130.26,734.64,14702755.00,14702755.00,554,387,137.43,450.04
115,CCM11_D_calibrated.png:wing,222553,67.37,33.23,13,242,483.42,667.16,699.02,405.37,134.04,766.93,14994181.00,14994181.00,248,373,138.12,438.77
116,CCM11_D_calibrated.png:cream,17364,158.04,26.71,60,242,478.09,633.80,176.89,124.99,113.26,752.38,2744215.00,2744215.00,254,370,135.43,425.22
117,CCM11_D_calibrated.png:brown,205189,59.70,19.56,13,208,484.60,674.62,676.25,386.33,134.59,766.93,12249966.00,12249966.00,248,373,138.12,438.77
118,CCM12_D_calibrated.png:wing,257712,64.53,35.56,11,238,500.05,659.30,732.27,448.10,124.15,805.75,16630543.00,16630543.00,311,297,127.99,481.65
119,CCM12_D_calibrated.png:cream,26717,148.95,24.18,63,238,496.84,604.43,206.93,164.39,111.09,781.02,3979604.00,3979604.00,315,300,123.93,473.00
120,CCM12_D_calibrated.png:brown,230995,54.77,20.58,11,198,501.07,676.57,701.44,419.30,124.69,805.75,12650939.00,12650939.00,311,297,127.99,481.65
121,CCM13_D_calibrated.png:wing,238792,66.50,33.56,11,232,489.51,701.90,717.67,423.65,130.60,776.66,15879580.00,15879580.00,253,373,136.46,453.37
122,CCM13_D_calibrated.png:cream,19288,152.90,23.42,65,232,468.32,666.04,192.82,127.37,115.79,753.85,2949049.00,2949049.00,307,335,123.31,435.92
123,CCM13_D_calibrated.png:brown,219504,58.91,21.53,11,193,494.34,710.06,691.22,404.33,131.14,776.66,12930531.00,12930531.00,253,373,136.46,453.37
124,CCM14_D_calibrated.png:wing,240145,70.91,35.42,10,247,500.04,659.78,714.88,427.71,128.15,769.63,17029124.00,17029124.00,331,302,129.83,453.44
125,CCM14_D_calibrated.png:cream,22152,158.47,25.54,74,247,481.50,610.89,198.39,142.17,112.46,761.38,3510492.00,3510492.00,334,302,128.12,448.35
126,CCM14_D_calibrated.png:brown,217993,62.01,21.39,10,208,504.86,672.49,686.14,404.52,128.86,769.63,13518632.00,13518632.00,331,302,129.83,453.44
127,CCM15_D_calibrated.png:wing,230383,75.14,37.52,12,249,711.59,673.11,703.32,417.07,48.17,803.55,17310724.00,17310724.00,363,929,46.51,450.61
128,CCM15_D_calibrated.png:cream,24927,159.77,28.71,75,249,734.55,644.55,218.96,144.95,41.92,777.15,3982484.00,3982484.00,371,906,44.43,436.98
129,CCM15_D_calibrated.png:brown,205456,64.87,22.46,12,216,704.71,681.66,667.34,392.00,48.63,803.55,13328240.00,13328240.00,363,929,46.51,450.61
130,CCM16_D_calibrated.png:wing,175709,56.20,29.88,14,204,550.76,733.08,613.01,364.96,132.09,659.83,9875224.00,9875224.00,365,452,132.17,390.79
131,CCM16_D_calibrated.png:cream,11154,142.14,22.17,70,204,516.71,691.59,143.80,98.76,122.60,655.81,1585478.00,1585478.00,371,450,131.79,385.22
132,CCM16_D_calibrated.png:brown,164555,50.38,19.64,14,175,557.25,740.97,594.99,352.14,132.39,659.83,8289746.00,8289746.00,365,452,132.17,390.79
133,CCM17_D_calibrated.png:wing,222944,67.14,33.64,11,248,526.47,700.88,681.35,416.61,128.52,742.43,14969212.00,14969212.00,319,389,126.35,448.44
134,CCM17_D_calibrated.png:cream,16174,161.58,26.28,61,248,509.34,626.69,160.53,128.28,110.35,719.81,2613339.00,2613339.00,337,382,126.58,440.49
135,CCM17_D_calibrated.png:brown,206770,59.76,20.35,11,209,530.11,716.60,660.71,398.46,129.34,742.43,12355873.00,12355873.00,319,389,126.35,448.44
136,CCM18_D_calibrated.png:wing,228919,91.30,36.08,19,227,726.49,648.56,705.84,412.94,134.40,764.10,20900818.00,20900818.00,536,343,133.09,439.01
137,CCM18_D_calibrated.png:cream,22979,170.34,25.18,88,227,688.18,631.80,187.02,156.44,86.79,718.53,3914244.00,3914244.00,533,349,136.01,433.95
138,CCM18_D_calibrated.png:brown,205940,82.48,24.52,19,215,735.31,652.42,685.78,382.35,134.73,764.10,16986574.00,16986574.00,536,343,133.09,439.01
139,CCM19_D_calibrated.png:wing,231107,91.75,46.28,12,249,474.70,694.15,709.72,414.61,132.55,785.41,21203506.00,21203506.00,289,365,130.30,450.19
140,CCM19_D_calibrated.png:cream,42710,170.67,32.81,56,249,495.06,685.27,267.65,203.18,135.12,716.61,7289293.00,7289293.00,281,375,127.17,443.61
141,CCM19_D_calibrated.png:brown,188397,73.86,25.52,12,219,464.02,698.79,650.39,368.82,132.20,785.41,13914213.00,13914213.00,289,365,130.30,450.19
142,CCM1_D_calibrated.png:wing,227331,66.82,33.92,12,243,548.80,687.80,702.07,412.27,130.85,775.80,15189608.00,15189608.00,342,365,132.39,443.01
143,CCM1_D_calibrated.png:cream,20807,153.19,26.16,74,243,532.00,653.58,182.26,145.35,119.44,762.74,3187358.00,3187358.00,343,366,130.27,431.36
144,CCM1_D_calibrated.png:brown,206524,58.12,19.24,12,208,553.30,696.93,674.81,389.67,131.12,775.80,12002250.00,12002250.00,342,365,132.39,443.01
145,CCM20_D_calibrated.png:wing,233546,66.14,34.88,13,237,509.58,676.94,708.91,419.46,130.55,774.00,15446218.00,15446218.00,298,360,128.71,447.38
146,CCM20_D_calibrated.png:cream,17499,164.37,27.47,69,237,487.29,617.68,194.13,114.77,126.98,747.60,2876228.00,2876228.00,299,361,127.01,440.94
147,CCM20_D_calibrated.png:brown,216047,58.18,20.22,13,206,514.69,690.50,682.02,403.33,130.91,774.00,12569990.00,12569990.00,298,360,128.71,447.38
148,CCM21_D_calibrated.png:wing,218909,70.45,37.36,12,229,772.25,705.37,661.27,421.50,127.10,733.56,15422662.00,15422662.00,590,367,132.02,450.24
149,CCM21_D_calibrated.png:cream,22763,154.10,26.51,74,229,767.22,707.52,202.82,142.90,97.00,715.04,3507695.00,3507695.00,583,383,133.81,444.17
150,CCM21_D_calibrated.png:brown,196146,60.75,23.87,12,183,773.74,704.76,633.08,394.49,128.76,733.56,11914967.00,11914967.00,590,367,132.02,450.24
151,CCM22_D_calibrated.png:wing,239237,70.41,34.07,12,240,508.09,670.30,723.13,421.23,131.29,790.23,16845147.00,16845147.00,286,347,133.21,454.15
152,CCM22_D_calibrated.png:cream,19661,159.43,25.44,76,240,489.96,626.48,181.93,137.60,104.33,779.43,3134618.00,3134618.00,282,356,132.24,441.36
153,CCM22_D_calibrated.png:brown,219576,62.44,20.83,12,201,512.22,680.30,699.52,399.66,131.89,790.23,13710529.00,13710529.00,286,347,133.21,454.15
154,CCM23_D_calibrated.png:wing,237432,63.39,30.16,12,247,490.36,671.20,721.04,419.27,132.04,778.54,15050304.00,15050304.00,271,352,134.64,454.30
155,CCM23_D_calibrated.png:cream,17158,144.83,24.06,66,247,478.60,623.51,173.99,125.56,118.44,758.58,2484973.00,2484973.00,316,321,123.17,439.17
156,CCM23_D_calibrated.png:brown,220274,57.04,19.46,12,187,492.69,680.62,698.74,401.38,132.45,778.54,12565331.00,12565331.00,271,352,134.64,454.30
157,CCM24_D_calibrated.png:wing,238507,88.42,32.25,21,217,715.19,648.34,724.79,418.98,132.40,1282.81,21088211.00,21088211.00,37,123,143.34,449.13
158,CCM24_D_calibrated.png:cream,16884,172.38,20.60,100,217,704.63,609.47,178.57,120.39,113.94,1268.45,2910402.00,2910402.00,38,124,142.62,433.48
159,CCM24_D_calibrated.png:brown,221623,82.02,22.57,21,183,716.87,654.54,701.46,402.27,132.85,1282.81,18177809.00,18177809.00,37,123,143.34,449.13
160,CCM25_D_calibrated.png:wing,199952,73.68,41.53,12,244,497.55,698.75,674.67,377.35,132.03,747.30,14732069.00,14732069.00,283,395,132.72,407.40
161,CCM25_D_calibrated.png:cream,24022,164.72,29.12,52,244,496.02,681.34,211.52,144.60,123.47,740.80,3956937.00,3956937.00,286,395,132.98,392.58
162,CCM25_D_calibrated.png:brown,175930,61.25,23.63,12,203,498.12,705.17,638.99,350.55,132.42,747.30,10775132.00,10775132.00,283,395,132.72,407.40
163,CCM26_D_calibrated.png:wing,245244,70.75,37.34,13,246,460.40,676.30,725.09,430.64,135.35,788.59,17351158.00,17351158.00,206,375,140.56,461.99
164,CCM26_D_calibrated.png:cream,23389,162.64,27.71,65,246,451.50,659.23,216.53,137.53,128.32,779.12,3804086.00,3804086.00,207,376,139.79,446.44
165,CCM26_D_calibrated.png:brown,221855,61.06,21.82,13,203,462.92,681.13,691.59,408.44,135.74,788.59,13547072.00,13547072.00,206,375,140.56,461.99
166,CCM27_D_calibrated.png:wing,228562,83.93,37.21,15,247,504.31,673.92,699.52,416.02,128.67,750.51,19182631.00,19182631.00,313,352,131.16,441.91
167,CCM27_D_calibrated.png:cream,21666,168.65,26.36,73,247,487.58,618.38,206.74,133.43,122.62,745.43,3653964.00,3653964.00,328,344,129.88,436.25
168,CCM27_D_calibrated.png:brown,206896,75.06,25.02,15,206,508.25,686.99,667.36,394.73,129.25,750.51,15528667.00,15528667.00,313,352,131.16,441.91
169,CCM28_D_calibrated.png:wing,228175,70.30,36.14,16,244,479.65,672.30,706.24,411.36,128.60,752.92,16041113.00,16041113.00,280,346,128.53,434.55
