 ,Label,Area,Mean,StdDev,Min,Max,Major,Minor,Angle,Feret,IntDen,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret
551,ENM14_V_calibrated.png:bot3rd,82611,120.66,29.56,26,208,421.36,249.63,87.58,461.59,9968212.00,9968212.00,721.79,238.67,90.81,254.16
552,ENM14_V_calibrated.png:whole_wing,318777,121.30,31.02,26,222,730.02,555.98,12.82,762.60,38667077.00,38667077.00,207.58,436.51,179.70,593.16
553,ENM15_V_calibrated.png:edge3rd,97830,99.99,29.63,24,204,551.40,225.90,90.41,595.08,9781967.00,9781967.00,463.31,189.02,90.09,242.78
554,ENM15_V_calibrated.png:mid3rd,124048,124.35,31.57,36,215,590.01,267.69,87.24,600.02,15425117.00,15425117.00,467.87,783.96,89.61,243.00
555,ENM15_V_calibrated.png:bot3rd,78739,115.11,31.98,26,206,420.25,238.55,91.41,467.76,9063375.00,9063375.00,708.00,246.80,90.00,242.23
556,ENM15_V_calibrated.png:whole_wing,300617,114.00,32.76,24,215,698.26,548.16,4.26,728.02,34270459.00,34270459.00,222.22,508.80,179.60,581.83
557,ENM16_V_calibrated.png:edge3rd,110487,103.26,25.73,25,232,569.51,247.01,90.13,600.74,11408571.00,11408571.00,384.37,785.56,89.65,252.79
558,ENM16_V_calibrated.png:mid3rd,131272,131.28,28.88,27,245,595.20,280.81,89.02,609.75,17232750.00,17232750.00,387.97,785.54,89.08,253.00
559,ENM16_V_calibrated.png:bot3rd,82194,120.10,30.08,22,249,431.07,242.77,92.98,476.37,9871407.00,9871407.00,640.00,248.95,90.00,252.36
560,ENM16_V_calibrated.png:whole_wing,323830,118.88,30.66,22,249,734.31,561.50,1.09,757.17,38497237.00,38497237.00,135.21,510.94,0.31,595.51
561,ENM18_V_calibrated.png:edge3rd,101918,94.19,31.70,24,213,557.65,232.70,89.99,610.41,9599958.00,9599958.00,442.19,787.84,88.39,252.56
562,ENM18_V_calibrated.png:mid3rd,132099,121.25,28.50,36,210,602.30,279.25,88.10,609.22,16016674.00,16016674.00,460.13,783.83,88.54,253.00
563,ENM18_V_calibrated.png:bot3rd,82457,117.26,27.82,33,195,430.23,244.03,90.58,467.91,9668632.00,9668632.00,713.00,715.41,89.51,252.23
564,ENM18_V_calibrated.png:whole_wing,316941,111.51,31.76,24,213,721.70,559.16,4.43,757.82,35342783.00,35342783.00,207.44,506.63,179.51,594.34
565,ENM1_V_calibrated.png:edge3rd,98349,111.14,24.78,39,208,547.86,228.57,91.83,581.39,10930864.00,10930864.00,407.07,211.30,96.31,240.21
566,ENM1_V_calibrated.png:mid3rd,123157,128.29,28.49,40,215,602.13,260.42,85.44,603.47,15800286.00,15800286.00,489.11,798.24,69.35,241.00
567,ENM1_V_calibrated.png:bot3rd,75188,115.51,32.34,26,222,415.29,230.52,89.24,458.09,8684834.00,8684834.00,716.58,695.50,90.00,240.39
568,ENM1_V_calibrated.png:whole_wing,296125,119.36,29.42,26,222,695.36,542.22,14.53,720.61,35344444.00,35344444.00,230.79,446.67,0.24,578.70
569,ENM20_V_calibrated.png:edge3rd,89530,105.58,30.73,33,207,530.81,214.75,90.21,563.66,9452312.00,9452312.00,457.41,203.70,92.50,231.26
570,ENM20_V_calibrated.png:mid3rd,112917,122.24,31.04,37,216,567.01,253.56,87.35,569.50,13803409.00,13803409.00,494.85,768.11,89.22,232.00
571,ENM20_V_calibrated.png:bot3rd,61830,120.61,29.07,29,218,373.36,210.85,93.09,425.04,7457179.00,7457179.00,712.06,692.89,89.95,231.20
572,ENM20_V_calibrated.png:whole_wing,263293,116.22,31.45,29,218,640.60,523.31,4.45,692.48,30599878.00,30599878.00,250.74,518.48,179.54,552.07
573,ENM21_V_calibrated.png:edge3rd,89998,99.22,28.31,35,205,523.43,218.92,91.33,562.63,8929926.00,8929926.00,411.94,211.86,95.38,238.53
574,ENM21_V_calibrated.png:mid3rd,120474,123.40,29.30,33,206,589.95,260.01,86.25,575.26,14866906.00,14866906.00,468.23,772.54,65.71,239.00
575,ENM21_V_calibrated.png:bot3rd,72060,120.64,25.84,24,201,398.81,230.06,88.98,443.42,8693405.00,8693405.00,706.27,248.12,91.99,238.27
576,ENM21_V_calibrated.png:whole_wing,282532,115.00,30.15,24,206,680.65,528.51,11.92,715.79,32490237.00,32490237.00,227.47,448.11,0.11,563.62
577,ENM23_V_calibrated.png:edge3rd,94195,94.55,26.13,34,189,528.26,227.03,91.95,571.97,8905907.00,8905907.00,306.25,233.08,97.31,244.51
578,ENM23_V_calibrated.png:mid3rd,130041,120.30,29.27,36,196,625.33,264.78,85.53,624.54,15644513.00,15644513.00,380.39,800.16,67.39,245.00
579,ENM23_V_calibrated.png:bot3rd,78813,106.25,27.47,22,193,428.11,234.40,89.21,499.74,8373568.00,8373568.00,625.00,715.83,77.22,244.19
580,ENM23_V_calibrated.png:whole_wing,303049,108.64,29.96,22,196,713.95,540.45,22.16,733.71,32923988.00,32923988.00,135.49,469.98,179.73,580.31
581,ENM24_V_calibrated.png:edge3rd,90032,140.78,23.72,46,210,525.70,218.06,90.96,551.65,12675125.00,12675125.00,454.15,206.93,91.31,233.79
582,ENM24_V_calibrated.png:mid3rd,114567,151.46,23.22,34,219,558.66,261.11,88.13,553.80,17351843.00,17351843.00,469.00,758.08,65.13,234.00
583,ENM24_V_calibrated.png:bot3rd,72148,131.25,29.86,31,223,404.97,226.84,90.35,440.78,9469082.00,9469082.00,703.00,257.22,90.00,233.06
584,ENM24_V_calibrated.png:whole_wing,276747,142.72,26.57,31,223,675.96,521.28,4.36,700.86,39496050.00,39496050.00,235.21,495.74,179.70,543.77
585,ENM25_V_calibrated.png:edge3rd,97898,109.20,25.65,40,202,551.95,225.83,92.52,589.63,10690448.00,10690448.00,381.73,220.17,98.41,240.54
586,ENM25_V_calibrated.png:mid3rd,128683,136.52,27.85,35,215,632.14,259.19,85.18,631.11,17568287.00,17568287.00,469.46,804.63,67.86,241.00
587,ENM25_V_calibrated.png:bot3rd,77786,125.39,31.06,32,221,430.58,230.02,88.97,473.63,9753478.00,9753478.00,711.57,219.63,93.18,240.78
588,ENM25_V_calibrated.png:whole_wing,303364,124.84,30.38,32,221,698.64,552.87,21.75,720.35,37873127.00,37873127.00,227.46,477.41,0.48,592.52
589,ENM26_V_calibrated.png:edge3rd,92894,105.96,32.30,30,208,524.64,225.44,91.54,550.59,9843189.00,9843189.00,394.48,230.66,97.78,240.75
590,ENM26_V_calibrated.png:mid3rd,120022,132.86,30.47,37,213,581.70,262.71,85.26,584.53,15946610.00,15946610.00,470.12,777.06,66.46,241.00
591,ENM26_V_calibrated.png:bot3rd,72425,128.14,26.92,39,209,402.87,228.89,89.48,443.55,9280590.00,9280590.00,710.90,243.10,91.14,240.64
592,ENM26_V_calibrated.png:whole_wing,284803,122.89,32.50,30,213,693.17,523.14,14.09,721.39,34999815.00,34999815.00,228.25,443.42,0.19,555.15
593,ENM28_V_calibrated.png:edge3rd,104525,96.31,26.59,36,201,555.71,239.49,90.63,598.72,10066856.00,10066856.00,381.60,787.24,89.87,249.72
594,ENM28_V_calibrated.png:mid3rd,129929,114.19,30.69,33,225,596.06,277.54,88.04,601.37,14836176.00,14836176.00,389.33,788.36,88.89,250.00
595,ENM28_V_calibrated.png:bot3rd,83151,117.95,28.93,28,239,425.24,248.97,90.13,466.64,9807251.00,9807251.00,632.57,254.47,90.04,249.55
596,ENM28_V_calibrated.png:whole_wing,317009,109.28,30.38,28,239,729.29,553.46,3.45,748.28,34642553.00,34642553.00,133.28,512.95,179.76,589.33
597,ENM29_V_calibrated.png:edge3rd,97698,99.75,28.32,26,219,538.00,231.21,91.92,571.38,9745088.00,9745088.00,319.88,229.16,96.24,242.71
598,ENM29_V_calibrated.png:mid3rd,128562,124.01,31.53,26,248,613.33,266.89,85.15,626.02,15942333.00,15942333.00,382.72,797.67,67.39,243.00
599,ENM29_V_calibrated.png:bot3rd,79883,117.38,30.68,21,225,435.54,233.52,89.65,463.43,9376809.00,9376809.00,656.97,680.49,79.29,242.96
600,ENM29_V_calibrated.png:whole_wing,306143,114.54,32.07,21,248,716.52,544.01,19.94,728.67,35064230.00,35064230.00,139.29,481.13,0.07,579.34
601,ENM32_V_calibrated.png:edge3rd,88416,95.18,23.83,28,192,500.73,224.82,92.63,541.64,8415462.00,8415462.00,391.65,245.91,98.08,237.49
602,ENM32_V_calibrated.png:mid3rd,120032,120.18,29.30,38,213,597.74,255.68,85.04,596.68,14425296.00,14425296.00,468.00,781.87,66.53,238.00
603,ENM32_V_calibrated.png:bot3rd,70843,116.62,27.87,29,191,408.31,220.91,90.38,439.00,8261709.00,8261709.00,720.68,230.22,93.13,237.09
604,ENM32_V_calibrated.png:whole_wing,278367,111.34,29.50,28,213,684.41,517.86,20.21,710.57,30993959.00,30993959.00,231.51,470.81,179.87,553.66
605,ENM33_V_calibrated.png:edge3rd,103363,104.78,27.11,26,197,559.51,235.22,92.14,601.46,10830211.00,10830211.00,413.75,198.17,95.17,249.93
606,ENM33_V_calibrated.png:mid3rd,132995,127.55,28.57,37,213,623.39,271.64,86.01,619.53,16962950.00,16962950.00,469.08,798.08,66.50,250.00
607,ENM33_V_calibrated.png:bot3rd,77530,117.44,32.37,26,219,422.42,233.69,92.68,464.35,9104835.00,9104835.00,745.01,228.10,90.90,249.05
608,ENM33_V_calibrated.png:whole_wing,313298,117.52,30.72,26,219,706.89,564.31,11.04,748.00,36820316.00,36820316.00,218.07,436.04,179.52,596.83
609,ENM35_V_calibrated.png:edge3rd,93248,82.45,25.91,27,195,520.22,228.22,92.92,557.19,7688021.00,7688021.00,282.14,251.44,100.01,242.17
610,ENM35_V_calibrated.png:mid3rd,131461,103.65,33.50,28,218,633.94,264.03,86.08,627.51,13626099.00,13626099.00,379.07,800.19,67.45,243.00
611,ENM35_V_calibrated.png:bot3rd,80164,103.28,30.43,22,248,432.43,236.03,89.00,518.61,8279504.00,8279504.00,622.55,729.47,78.43,242.42
612,ENM35_V_calibrated.png:whole_wing,304873,97.07,32.04,22,248,712.23,545.02,21.97,727.59,29593624.00,29593624.00,136.83,499.07,179.86,577.66
613,ENM36_V_calibrated.png:edge3rd,92961,141.45,21.36,53,205,523.20,226.23,91.10,549.29,13148910.00,13148910.00,341.65,227.55,94.87,240.39
614,ENM36_V_calibrated.png:mid3rd,121132,148.78,21.64,53,208,579.43,266.17,86.44,579.56,18021450.00,18021450.00,402.47,781.92,67.10,241.00
615,ENM36_V_calibrated.png:bot3rd,71338,123.66,29.73,33,208,413.92,219.44,87.10,449.76,8821416.00,8821416.00,630.15,248.77,90.72,240.16
616,ENM36_V_calibrated.png:whole_wing,284895,140.08,25.86,33,208,689.31,526.24,14.12,720.55,39907900.00,39907900.00,148.61,450.29,0.28,552.65
617,ENM38_V_calibrated.png:edge3rd,99320,112.27,25.46,41,213,542.13,233.26,91.88,593.67,11151038.00,11151038.00,376.16,222.75,97.12,255.96
618,ENM38_V_calibrated.png:mid3rd,148669,137.53,29.89,47,219,666.22,284.13,87.04,662.89,20446600.00,20446600.00,452.52,811.60,67.56,256.00
619,ENM38_V_calibrated.png:bot3rd,86690,128.46,28.26,33,205,453.74,243.26,90.35,537.02,11136524.00,11136524.00,707.00,726.12,79.81,255.36
620,ENM38_V_calibrated.png:whole_wing,334091,127.69,30.17,33,219,739.60,575.14,24.05,766.32,42658861.00,42658861.00,196.04,476.29,0.24,603.12
621,ENM39_V_calibrated.png:edge3rd,104354,115.44,27.80,40,210,562.23,236.32,90.26,596.14,12047033.00,12047033.00,455.55,186.09,91.01,249.90
622,ENM39_V_calibrated.png:mid3rd,129406,133.78,28.69,39,217,597.03,275.97,87.19,597.27,17311817.00,17311817.00,469.01,186.09,90.60,250.00
623,ENM39_V_calibrated.png:bot3rd,79406,119.73,31.69,28,227,431.90,234.09,92.38,472.22,9506942.00,9506942.00,718.20,713.92,89.83,249.12
624,ENM39_V_calibrated.png:whole_wing,313166,124.11,30.35,28,227,715.24,557.48,6.05,749.02,38865792.00,38865792.00,217.10,493.64,179.81,588.72
625,ENM4_V_calibrated.png:edge3rd,92945,111.56,32.67,25,202,526.30,224.86,92.33,553.36,10368838.00,10368838.00,417.29,230.71,95.26,237.53
626,ENM4_V_calibrated.png:mid3rd,120655,138.56,29.29,42,215,596.92,257.36,85.41,590.96,16718264.00,16718264.00,468.62,782.23,67.31,238.00
627,ENM4_V_calibrated.png:bot3rd,74867,125.16,27.49,37,205,412.03,231.35,88.39,454.16,9370545.00,9370545.00,716.00,238.20,90.38,237.82
628,ENM4_V_calibrated.png:whole_wing,287920,126.36,32.13,25,215,690.97,530.54,14.83,712.35,36380361.00,36380361.00,230.47,432.46,0.04,564.30
629,ENM5_V_calibrated.png:edge3rd,104754,98.26,27.28,27,209,564.23,236.39,91.14,594.17,10293229.00,10293229.00,321.78,211.42,95.50,252.15
630,ENM5_V_calibrated.png:mid3rd,133127,129.40,28.52,37,202,624.53,271.41,85.14,623.61,17226980.00,17226980.00,382.94,802.34,66.77,253.00
631,ENM5_V_calibrated.png:bot3rd,81703,119.99,29.71,22,216,429.07,242.45,89.22,468.68,9803896.00,9803896.00,638.62,233.07,92.76,252.68
632,ENM5_V_calibrated.png:whole_wing,319414,116.79,31.46,22,216,729.74,557.31,15.58,756.83,37303020.00,37303020.00,130.85,449.30,0.29,598.01
633,ENM7_V_calibrated.png:edge3rd,98367,120.16,26.90,37,205,544.35,230.08,90.28,586.96,11819747.00,11819747.00,465.46,774.90,89.26,242.05
634,ENM7_V_calibrated.png:mid3rd,121675,139.62,26.68,36,219,575.76,269.07,87.99,589.64,16988507.00,16988507.00,473.37,773.33,89.85,243.00
635,ENM7_V_calibrated.png:bot3rd,72272,124.32,28.62,30,214,406.71,226.25,92.65,451.04,8984908.00,8984908.00,715.00,255.63,90.15,242.84
636,ENM7_V_calibrated.png:whole_wing,291729,129.27,28.66,30,219,688.74,539.31,1.38,726.90,37711663.00,37711663.00,230.95,509.70,179.57,575.57
637,ENM9_V_calibrated.png:edge3rd,101014,87.86,25.07,28,196,560.40,229.51,91.82,593.46,8874635.00,8874635.00,403.08,201.04,96.81,246.21
638,ENM9_V_calibrated.png:mid3rd,132856,117.00,27.24,36,217,632.60,267.40,86.13,620.21,15544741.00,15544741.00,473.45,790.31,66.58,247.00
639,ENM9_V_calibrated.png:bot3rd,70309,118.06,25.13,34,191,388.75,230.27,97.55,465.46,8300800.00,8300800.00,719.95,221.19,94.24,246.59
640,ENM9_V_calibrated.png:whole_wing,303185,107.55,29.54,28,217,683.29,564.95,10.35,737.79,32608912.00,32608912.00,227.79,438.27,179.97,598.44
641,ESM10_V_calibrated.png:edge3rd,77674,114.65,28.26,41,216,472.84,209.16,93.51,512.83,8905508.00,8905508.00,441.50,772.88,87.77,229.95
642,ESM10_V_calibrated.png:mid3rd,113867,144.79,28.49,40,218,569.62,254.52,86.82,572.34,16486447.00,16486447.00,462.32,768.83,66.37,230.00
643,ESM10_V_calibrated.png:bot3rd,68546,134.81,31.79,33,210,382.07,228.43,87.46,456.27,9240588.00,9240588.00,692.00,692.99,79.10,229.82
644,ESM10_V_calibrated.png:whole_wing,260088,133.16,31.97,33,218,667.41,496.18,18.78,689.77,34632619.00,34632619.00,232.05,473.59,179.83,524.05
645,ESM11_V_calibrated.png:edge3rd,78108,135.46,23.88,49,209,480.94,206.78,92.32,500.73,10580624.00,10580624.00,435.07,242.06,95.87,215.10
646,ESM11_V_calibrated.png:mid3rd,99405,152.85,25.71,41,233,532.36,237.75,86.72,523.52,15193636.00,15193636.00,491.42,741.67,67.28,216.00
647,ESM11_V_calibrated.png:bot3rd,53098,140.31,31.17,40,241,330.04,204.84,94.01,413.55,7449942.00,7449942.00,706.12,262.21,90.42,215.11
648,ESM11_V_calibrated.png:whole_wing,229757,144.02,27.64,40,241,606.60,482.25,4.90,644.22,33090206.00,33090206.00,272.90,441.50,0.38,502.27
649,ESM12_V_calibrated.png:edge3rd,87118,141.67,26.01,59,213,502.18,220.88,92.23,536.43,12342285.00,12342285.00,347.90,231.23,94.29,231.20
650,ESM12_V_calibrated.png:mid3rd,114836,166.30,21.89,50,221,569.76,256.62,87.31,556.59,19096741.00,19096741.00,389.10,767.08,65.63,232.00
651,ESM12_V_calibrated.png:bot3rd,71422,152.29,28.16,38,218,402.29,226.05,87.47,432.69,10877106.00,10877106.00,619.00,260.29,93.28,231.37
652,ESM12_V_calibrated.png:whole_wing,272850,154.77,27.14,38,221,673.99,515.44,9.99,693.58,42228672.00,42228672.00,156.80,440.31,179.91,537.41
653,ESM13_V_calibrated.png:edge3rd,76143,112.29,28.79,34,209,473.70,204.66,90.54,494.17,8550081.00,8550081.00,475.23,217.00,90.98,216.05
654,ESM13_V_calibrated.png:mid3rd,88387,140.86,26.49,48,215,482.61,233.18,95.15,507.99,12449928.00,12449928.00,484.91,219.06,114.97,217.00
655,ESM13_V_calibrated.png:bot3rd,56063,133.09,33.40,30,248,339.56,210.22,90.90,376.29,7461553.00,7461553.00,701.00,678.49,87.41,216.49
656,ESM13_V_calibrated.png:whole_wing,220925,129.04,31.73,30,248,627.88,448.00,170.21,649.56,28507260.00,28507260.00,267.95,454.15,179.55,478.78
657,ESM14_V_calibrated.png:edge3rd,89485,110.89,28.97,39,212,519.84,219.17,91.80,539.22,9923286.00,9923286.00,471.14,210.13,91.40,231.22
658,ESM14_V_calibrated.png:mid3rd,111781,144.24,26.75,46,234,564.54,252.11,89.48,550.85,16123212.00,16123212.00,490.80,211.69,94.18,232.00
659,ESM14_V_calibrated.png:bot3rd,51842,141.89,29.36,38,227,297.54,221.84,71.13,364.59,7355922.00,7355922.00,728.32,670.98,60.35,231.74
660,ESM14_V_calibrated.png:whole_wing,253108,131.97,32.14,38,234,637.95,505.16,176.56,694.95,33402420.00,33402420.00,257.78,429.41,0.04,545.16
661,ESM15_V_calibrated.png:edge3rd,87049,114.36,26.16,42,216,511.04,216.88,92.32,541.87,9954937.00,9954937.00,421.23,221.51,95.65,230.41
662,ESM15_V_calibrated.png:mid3rd,112395,144.18,29.28,45,223,562.51,254.40,86.62,557.96,16204712.00,16204712.00,478.86,761.86,66.20,231.00
663,ESM15_V_calibrated.png:bot3rd,64123,134.88,31.29,36,235,379.81,214.96,91.85,434.91,8648719.00,8648719.00,708.00,253.49,90.05,230.85
664,ESM15_V_calibrated.png:whole_wing,263567,132.07,31.59,36,235,653.01,513.91,7.71,692.28,34808368.00,34808368.00,246.59,440.70,0.31,538.53
665,ESM16_V_calibrated.png:edge3rd,79857,109.33,25.57,39,211,499.90,203.40,90.79,539.86,8730717.00,8730717.00,466.64,749.34,89.97,226.07
666,ESM16_V_calibrated.png:mid3rd,109978,139.96,27.31,36,234,557.38,251.23,89.14,554.42,15392677.00,15392677.00,474.00,757.58,89.00,227.00
667,ESM16_V_calibrated.png:bot3rd,68496,140.98,25.98,27,201,385.30,226.35,89.63,428.22,9656907.00,9656907.00,694.00,270.86,90.00,226.96
668,ESM16_V_calibrated.png:whole_wing,258760,130.78,30.07,27,234,646.91,509.29,178.35,680.03,33841494.00,33841494.00,240.93,506.05,179.80,532.47
669,ESM17_V_calibrated.png:edge3rd,86161,107.46,27.94,39,212,505.88,216.86,91.09,555.87,9258563.00,9258563.00,474.16,757.87,89.98,232.75
670,ESM17_V_calibrated.png:mid3rd,112080,136.80,26.20,31,217,555.61,256.84,88.06,555.51,15332657.00,15332657.00,475.57,757.84,88.74,233.00
671,ESM17_V_calibrated.png:bot3rd,63505,126.11,30.89,30,209,363.34,222.54,97.58,431.54,8008625.00,8008625.00,708.00,266.36,90.08,232.63
672,ESM17_V_calibrated.png:whole_wing,261191,124.52,30.73,30,217,653.87,508.60,174.93,697.38,32523989.00,32523989.00,243.25,494.57,179.72,539.69
673,ESM18_V_calibrated.png:edge3rd,83318,120.11,27.03,40,224,498.27,212.90,90.73,525.52,10007581.00,10007581.00,442.14,743.50,87.31,233.51
674,ESM18_V_calibrated.png:mid3rd,108571,143.33,24.76,39,227,530.74,260.46,89.94,541.01,15561103.00,15561103.00,476.95,742.39,86.97,234.00
675,ESM18_V_calibrated.png:bot3rd,67812,135.47,28.80,26,215,376.48,229.34,90.37,412.61,9186284.00,9186284.00,701.41,279.62,90.13,233.75
676,ESM18_V_calibrated.png:whole_wing,258768,133.80,28.41,26,227,666.64,494.23,178.31,699.28,34622086.00,34622086.00,235.49,475.29,0.41,528.88
677,ESM19_V_calibrated.png:edge3rd,78032,102.89,25.40,42,198,483.34,205.55,90.61,514.93,8029097.00,8029097.00,467.48,226.44,90.58,219.19
678,ESM19_V_calibrated.png:mid3rd,99047,135.60,27.67,37,217,515.17,244.79,88.26,515.89,13430310.00,13430310.00,474.87,741.98,89.72,220.00
679,ESM19_V_calibrated.png:bot3rd,63546,128.09,28.51,30,193,364.80,221.79,90.10,398.64,8139588.00,8139588.00,692.00,282.67,90.11,219.50
680,ESM19_V_calibrated.png:whole_wing,239715,122.98,30.72,30,217,638.53,477.99,2.04,656.69,29480158.00,29480158.00,254.81,498.49,179.78,502.25
681,ESM1_V_calibrated.png:edge3rd,76287,127.03,31.07,42,212,478.28,203.08,93.52,515.25,9690528.00,9690528.00,414.57,253.29,92.05,222.10
682,ESM1_V_calibrated.png:mid3rd,110127,158.79,26.07,49,232,565.59,247.91,87.01,565.42,17486830.00,17486830.00,467.00,763.87,67.07,223.00
683,ESM1_V_calibrated.png:bot3rd,65597,144.75,31.39,33,211,382.28,218.48,88.88,462.65,9494852.00,9494852.00,689.30,697.23,77.42,222.43
684,ESM1_V_calibrated.png:whole_wing,251108,145.48,32.04,33,232,642.46,497.65,19.50,665.56,36531778.00,36531778.00,245.90,468.26,179.57,525.55
685,ESM20_V_calibrated.png:edge3rd,78162,112.61,26.34,38,203,471.49,211.08,93.40,508.18,8801853.00,8801853.00,397.22,255.96,97.66,223.35
686,ESM20_V_calibrated.png:mid3rd,109956,143.37,25.00,49,215,562.17,249.03,87.32,556.77,15764408.00,15764408.00,470.00,758.50,66.50,224.00
687,ESM20_V_calibrated.png:bot3rd,64465,135.82,32.56,34,218,379.28,216.41,88.27,450.75,8755845.00,8755845.00,694.00,693.33,75.56,223.92
688,ESM20_V_calibrated.png:whole_wing,252584,131.93,30.56,34,218,648.09,496.22,16.39,671.27,33322215.00,33322215.00,246.65,472.17,179.83,519.71
689,ESM21_V_calibrated.png:edge3rd,81790,123.82,25.63,42,210,497.41,209.36,91.37,538.27,10127060.00,10127060.00,462.90,208.22,90.28,229.75
690,ESM21_V_calibrated.png:mid3rd,108251,149.15,23.41,45,217,538.25,256.07,88.91,537.39,16145460.00,16145460.00,466.00,210.37,115.12,230.00
691,ESM21_V_calibrated.png:bot3rd,69765,140.55,29.35,31,215,386.54,229.80,89.30,421.63,9805153.00,9805153.00,697.05,274.14,90.00,229.87
692,ESM21_V_calibrated.png:whole_wing,259806,138.86,27.97,31,217,663.34,498.68,179.87,689.63,36077673.00,36077673.00,236.25,502.84,179.71,522.10
693,ESM22_V_calibrated.png:edge3rd,80492,105.71,26.91,23,205,504.37,203.20,92.97,533.63,8508983.00,8508983.00,417.19,235.71,95.36,231.11
694,ESM22_V_calibrated.png:mid3rd,111262,132.92,27.08,46,218,564.95,250.76,86.00,559.29,14789465.00,14789465.00,469.09,768.64,65.86,232.00
695,ESM22_V_calibrated.png:bot3rd,67476,120.49,33.37,26,204,382.05,224.87,87.97,413.42,8130489.00,8130489.00,702.01,257.73,94.26,231.30
696,ESM22_V_calibrated.png:whole_wing,259067,121.24,31.04,23,218,650.37,507.18,13.02,693.42,31408346.00,31408346.00,235.89,441.77,0.32,533.27
697,ESM24_V_calibrated.png:edge3rd,78095,102.92,23.87,48,208,488.32,203.62,89.72,518.48,8037590.00,8037590.00,469.43,221.42,90.52,214.71
698,ESM24_V_calibrated.png:mid3rd,95653,134.59,25.44,45,208,511.40,238.15,87.86,513.69,12873894.00,12873894.00,479.74,739.69,89.95,215.00
699,ESM24_V_calibrated.png:bot3rd,61023,134.73,26.56,31,206,363.67,213.65,89.65,398.22,8221431.00,8221431.00,694.00,281.80,90.00,214.57
700,ESM24_V_calibrated.png:whole_wing,234259,124.10,29.34,31,208,624.80,477.38,3.79,643.29,29071865.00,29071865.00,265.29,494.58,179.67,505.44
701,ESM25_V_calibrated.png:edge3rd,81625,117.07,28.67,39,217,495.53,209.73,90.74,520.35,9556049.00,9556049.00,460.38,221.70,90.75,220.10
702,ESM25_V_calibrated.png:mid3rd,99604,145.85,25.17,45,213,514.38,246.55,88.65,514.15,14526818.00,14526818.00,479.38,226.98,90.02,221.00
703,ESM25_V_calibrated.png:bot3rd,61157,133.51,28.56,39,203,359.94,216.33,90.65,392.43,8164804.00,8164804.00,700.00,678.43,89.94,220.85
704,ESM25_V_calibrated.png:whole_wing,242386,133.04,29.94,39,217,639.96,482.24,1.20,661.95,32247671.00,32247671.00,258.90,501.06,179.98,509.58
705,ESM26_V_calibrated.png:edge3rd,80412,110.62,29.77,44,214,478.11,214.14,92.98,505.76,8895102.00,8895102.00,430.27,759.71,89.67,219.97
706,ESM26_V_calibrated.png:mid3rd,106885,143.91,26.53,46,217,555.61,244.94,87.27,552.77,15381832.00,15381832.00,475.37,756.48,66.59,220.00
707,ESM26_V_calibrated.png:bot3rd,64360,137.40,30.27,39,203,387.99,211.21,88.46,439.01,8843059.00,8843059.00,694.00,678.04,71.76,219.04
708,ESM26_V_calibrated.png:whole_wing,250765,131.55,32.10,39,217,645.49,494.64,17.29,657.01,32988560.00,32988560.00,256.03,478.86,179.86,512.91
709,ESM27_V_calibrated.png:edge3rd,74957,111.68,26.91,35,203,465.04,205.23,92.54,494.84,8370951.00,8370951.00,317.68,264.91,98.29,221.69
710,ESM27_V_calibrated.png:mid3rd,104884,133.27,27.30,42,218,542.86,246.00,86.91,537.32,13978084.00,13978084.00,390.43,755.45,66.27,222.00
711,ESM27_V_calibrated.png:bot3rd,63275,126.66,27.16,29,240,371.26,217.00,88.90,407.81,8014532.00,8014532.00,611.63,263.04,94.02,221.87
712,ESM27_V_calibrated.png:whole_wing,242633,124.88,28.67,29,240,642.52,480.81,15.56,664.57,30300106.00,30300106.00,167.31,486.05,0.27,504.70
713,ESM28_V_calibrated.png:edge3rd,82524,95.97,25.74,30,207,496.69,211.54,92.80,530.38,7919722.00,7919722.00,423.35,231.11,95.03,228.92
714,ESM28_V_calibrated.png:mid3rd,109778,127.47,27.41,41,217,553.86,252.36,86.76,545.58,13992962.00,13992962.00,469.86,759.44,65.28,229.00
715,ESM28_V_calibrated.png:bot3rd,67365,120.75,27.51,30,193,383.86,223.45,88.25,413.00,8133989.00,8133989.00,699.99,260.89,92.73,228.60
716,ESM28_V_calibrated.png:whole_wing,258784,115.68,30.24,30,217,656.34,502.01,9.64,684.53,29936129.00,29936129.00,241.08,445.90,0.22,525.30
717,ESM2_V_calibrated.png:edge3rd,79993,134.60,25.18,55,216,497.24,204.83,93.05,529.00,10767204.00,10767204.00,422.60,229.54,95.09,226.20
718,ESM2_V_calibrated.png:mid3rd,107922,159.12,23.41,51,247,548.48,250.53,87.10,537.19,17172144.00,17172144.00,469.50,756.46,65.16,227.00
719,ESM2_V_calibrated.png:bot3rd,65994,150.25,28.19,42,236,379.60,221.36,88.20,424.04,9915466.00,9915466.00,700.89,689.97,74.30,226.14
720,ESM2_V_calibrated.png:whole_wing,253028,149.04,27.38,42,247,643.44,500.69,7.07,677.34,37711810.00,37711810.00,243.80,432.65,179.91,521.76
721,ESM30_V_calibrated.png:edge3rd,68986,103.48,31.71,34,202,459.81,191.03,95.57,501.86,7138415.00,7138415.00,393.20,257.11,97.00,223.02
