 ,Label,Area,Mean,StdDev,Min,Max,Major,Minor,Angle,Feret,IntDen,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret
610,EN19M8_D_calibrated.png:mid3rd,125503,66.91,40.90,19,210,519.70,307.48,88.96,507.56,8397967.00,8397967.00,416.08,773.58,57.71,277.00
611,EN19M8_D_calibrated.png:bot3rd,59311,65.65,16.54,21,221,316.92,238.29,60.05,394.72,3893573.00,3893573.00,159.58,705.21,49.49,276.74
612,EN19M8_D_calibrated.png:whole_wing,270210,64.00,34.16,14,221,747.88,460.03,178.21,828.18,17293655.00,17293655.00,139.26,675.86,179.87,490.32
613,EN19M9_D_calibrated.png:edge3rd,69756,75.72,42.32,14,226,359.73,246.90,98.63,412.43,5282076.00,5282076.00,708.60,375.35,90.23,251.79
614,EN19M9_D_calibrated.png:mid3rd,112185,84.82,56.89,19,248,507.86,281.26,89.78,491.20,9515186.00,9515186.00,457.87,790.82,63.55,252.00
615,EN19M9_D_calibrated.png:bot3rd,69797,89.75,35.45,24,246,371.70,239.08,68.34,451.19,6264417.00,6264417.00,222.97,770.63,58.65,251.76
616,EN19M9_D_calibrated.png:whole_wing,250950,83.67,48.13,14,248,723.87,441.40,6.09,753.57,20997587.00,20997587.00,206.24,671.53,0.42,469.12
617,ENM10_D_calibrated.png:edge3rd,80193,94.49,40.45,17,218,428.16,238.47,103.97,475.53,7577732.00,7577732.00,723.00,301.14,113.50,255.04
618,ENM10_D_calibrated.png:mid3rd,115694,103.03,51.26,30,233,517.12,284.86,90.19,504.72,11919881.00,11919881.00,593.37,276.05,104.86,256.00
619,ENM10_D_calibrated.png:bot3rd,60983,97.31,30.27,34,219,319.88,242.73,71.27,387.87,5934344.00,5934344.00,217.78,637.63,49.84,255.97
620,ENM10_D_calibrated.png:whole_wing,256499,98.99,43.88,17,233,717.43,455.21,172.97,766.03,25390272.00,25390272.00,212.03,632.07,179.57,479.73
621,ENM11_D_calibrated.png:edge3rd,91274,58.13,41.28,14,210,413.51,281.04,101.60,478.44,5306154.00,5306154.00,735.39,757.62,89.61,287.75
622,ENM11_D_calibrated.png:mid3rd,139243,67.59,46.85,19,220,555.25,319.30,87.88,556.42,9411647.00,9411647.00,448.87,750.76,59.23,288.00
623,ENM11_D_calibrated.png:bot3rd,68670,68.01,19.63,24,200,362.38,241.28,63.36,455.79,4670396.00,4670396.00,203.52,725.32,57.41,287.16
624,ENM11_D_calibrated.png:whole_wing,298780,64.79,40.62,14,220,786.82,483.49,6.70,860.92,19357798.00,19357798.00,161.84,617.88,179.83,519.84
625,ENM12_D_calibrated.png:edge3rd,94424,87.51,41.22,20,236,452.50,265.69,104.22,499.38,8263244.00,8263244.00,726.04,287.96,117.74,279.68
626,ENM12_D_calibrated.png:mid3rd,133393,96.79,51.72,25,238,545.40,311.41,90.05,534.25,12910905.00,12910905.00,560.29,267.78,107.90,280.00
627,ENM12_D_calibrated.png:bot3rd,65582,83.26,25.30,28,204,332.96,250.79,67.98,407.02,5460143.00,5460143.00,171.67,636.95,47.62,279.47
628,ENM12_D_calibrated.png:whole_wing,293399,90.78,44.03,20,238,774.64,482.25,174.76,839.15,26634292.00,26634292.00,166.53,630.82,0.12,508.34
629,ENM13_D_calibrated.png:edge3rd,93883,79.88,46.54,13,241,424.50,281.59,103.07,505.56,7498989.00,7498989.00,696.00,326.29,116.51,290.21
630,ENM13_D_calibrated.png:mid3rd,133949,90.63,51.70,27,234,540.69,315.43,90.91,537.64,12140178.00,12140178.00,606.19,295.87,99.41,291.00
631,ENM13_D_calibrated.png:bot3rd,64345,80.73,25.13,28,230,318.33,257.37,57.18,400.71,5194358.00,5194358.00,119.13,673.01,44.28,290.09
632,ENM13_D_calibrated.png:whole_wing,291801,84.98,45.70,13,241,792.51,468.80,175.46,870.30,24797290.00,24797290.00,115.91,661.80,179.95,512.26
633,ENM14_D_calibrated.png:edge3rd,96518,66.38,41.07,13,215,440.96,278.69,104.45,490.69,6407317.00,6407317.00,736.52,284.75,116.30,294.62
634,ENM14_D_calibrated.png:mid3rd,139732,86.63,56.56,20,232,545.08,326.39,88.74,534.73,12105442.00,12105442.00,621.08,247.46,101.93,295.00
635,ENM14_D_calibrated.png:bot3rd,66812,78.70,24.43,20,217,327.99,259.36,48.96,408.84,5258123.00,5258123.00,161.26,650.27,47.21,294.64
636,ENM14_D_calibrated.png:whole_wing,302690,78.45,47.15,13,232,807.10,477.51,178.94,883.30,23745694.00,23745694.00,144.36,627.74,0.48,521.80
637,ENM15_D_calibrated.png:edge3rd,94851,70.25,42.68,13,218,440.31,274.28,104.81,497.74,6663670.00,6663670.00,699.01,330.87,117.49,291.59
638,ENM15_D_calibrated.png:mid3rd,140781,83.24,58.58,19,243,554.45,323.29,89.03,542.07,11718850.00,11718850.00,407.12,787.17,57.60,292.00
639,ENM15_D_calibrated.png:bot3rd,67147,75.20,24.30,19,244,342.84,249.37,63.18,415.94,5049361.00,5049361.00,139.16,710.52,49.86,291.53
640,ENM15_D_calibrated.png:whole_wing,302879,77.42,48.33,13,244,789.77,488.29,178.73,874.12,23449178.00,23449178.00,116.47,666.36,179.98,516.15
641,ENM16_D_calibrated.png:edge3rd,100464,74.26,40.09,14,225,462.09,276.82,103.29,508.47,7459969.00,7459969.00,694.00,329.06,116.61,287.52
642,ENM16_D_calibrated.png:mid3rd,137396,74.99,43.92,21,244,546.77,319.95,88.64,536.49,10302802.00,10302802.00,407.60,782.49,57.80,288.00
643,ENM16_D_calibrated.png:bot3rd,68176,68.75,18.08,24,182,325.28,266.86,65.43,401.82,4687067.00,4687067.00,124.99,685.62,45.43,287.54
644,ENM16_D_calibrated.png:whole_wing,305655,73.37,38.39,14,244,802.61,484.88,177.27,862.07,22424509.00,22424509.00,119.46,678.45,179.89,516.43
645,ENM17_D_calibrated.png:edge3rd,76491,66.03,40.80,11,221,387.68,251.22,103.66,454.28,5050361.00,5050361.00,712.00,357.71,90.01,264.02
646,ENM17_D_calibrated.png:mid3rd,121107,79.44,50.12,17,231,534.10,288.71,86.42,529.06,9620227.00,9620227.00,447.98,809.17,61.01,265.00
647,ENM17_D_calibrated.png:bot3rd,73700,78.93,26.47,26,212,388.34,241.64,73.33,467.89,5816918.00,5816918.00,213.41,782.63,60.10,264.84
648,ENM17_D_calibrated.png:whole_wing,271298,75.52,42.62,11,231,743.61,464.53,5.60,793.87,20487506.00,20487506.00,182.16,627.36,0.22,501.79
649,ENM18_D_calibrated.png:edge3rd,91919,46.23,37.10,13,201,446.40,262.18,104.12,491.15,4249019.00,4249019.00,692.31,335.78,117.34,281.03
650,ENM18_D_calibrated.png:mid3rd,127534,64.94,48.75,17,246,520.40,312.03,87.33,526.33,8281733.00,8281733.00,410.88,771.36,58.40,282.00
651,ENM18_D_calibrated.png:bot3rd,62175,65.76,21.70,19,234,308.46,256.64,55.32,384.10,4088355.00,4088355.00,132.28,683.68,43.69,281.96
652,ENM18_D_calibrated.png:whole_wing,281628,59.01,41.33,13,246,775.41,462.44,178.45,845.00,16619107.00,16619107.00,128.04,675.20,0.14,501.73
653,ENM19_D_calibrated.png:edge3rd,91246,69.53,39.10,15,224,436.63,266.08,104.27,487.77,6344151.00,6344151.00,691.00,340.24,116.60,282.48
654,ENM19_D_calibrated.png:mid3rd,132221,86.15,45.24,30,237,536.82,313.61,89.65,528.75,11390798.00,11390798.00,532.71,317.48,107.42,283.00
655,ENM19_D_calibrated.png:bot3rd,60229,83.08,20.60,28,247,318.42,240.83,59.08,394.44,5003838.00,5003838.00,161.05,710.82,51.05,282.06
656,ENM19_D_calibrated.png:whole_wing,283329,80.16,39.90,15,247,762.57,473.07,177.18,846.56,22710664.00,22710664.00,126.94,668.00,0.41,500.30
657,ENM1_D_calibrated.png:edge3rd,88972,65.89,37.94,14,223,430.88,262.91,103.14,476.52,5862215.00,5862215.00,694.00,341.60,90.02,279.11
658,ENM1_D_calibrated.png:mid3rd,130004,84.53,48.18,26,218,533.91,310.03,88.66,522.29,10989399.00,10989399.00,571.29,310.50,103.61,280.00
659,ENM1_D_calibrated.png:bot3rd,62279,74.21,19.25,25,207,317.01,250.13,57.22,391.39,4621987.00,4621987.00,177.17,721.30,52.40,279.69
660,ENM1_D_calibrated.png:whole_wing,280414,76.34,40.95,14,223,762.45,468.27,0.09,836.81,21407727.00,21407727.00,136.31,657.59,0.19,500.01
661,ENM20_D_calibrated.png:edge3rd,87736,62.17,40.34,13,211,422.51,264.39,103.82,462.26,5454398.00,5454398.00,722.00,294.17,115.57,279.81
662,ENM20_D_calibrated.png:mid3rd,121488,83.31,51.06,22,217,501.62,308.37,86.18,504.75,10121124.00,10121124.00,442.86,713.84,58.65,280.00
663,ENM20_D_calibrated.png:bot3rd,57547,75.41,21.14,26,197,295.33,248.10,45.95,367.31,4339428.00,4339428.00,175.67,632.07,43.34,279.66
664,ENM20_D_calibrated.png:whole_wing,266438,74.65,43.65,13,217,766.02,442.86,0.44,838.47,19888519.00,19888519.00,163.34,605.69,179.92,486.78
665,ENM21_D_calibrated.png:edge3rd,80973,45.02,36.77,13,199,408.05,252.66,106.56,459.35,3645310.00,3645310.00,691.00,352.18,116.30,273.99
666,ENM21_D_calibrated.png:mid3rd,115994,61.63,44.07,19,204,487.03,303.24,86.61,493.14,7149285.00,7149285.00,418.00,762.61,56.25,274.00
667,ENM21_D_calibrated.png:bot3rd,56797,67.91,21.26,19,194,299.05,241.82,56.95,372.19,3857129.00,3857129.00,154.97,687.93,44.85,273.33
668,ENM21_D_calibrated.png:whole_wing,252982,57.73,38.75,13,204,747.01,431.19,178.85,819.32,14604256.00,14604256.00,145.67,670.62,179.98,471.18
669,ENM22_D_calibrated.png:edge3rd,90032,80.99,43.04,14,237,437.42,262.06,104.94,485.85,7291793.00,7291793.00,691.71,340.24,115.34,282.75
670,ENM22_D_calibrated.png:mid3rd,123842,98.88,50.09,29,249,498.36,316.40,88.96,511.81,12245738.00,12245738.00,408.04,764.11,56.86,283.00
671,ENM22_D_calibrated.png:bot3rd,60029,95.27,29.05,35,247,314.40,243.10,61.19,388.13,5719096.00,5719096.00,129.38,671.60,44.12,282.43
672,ENM22_D_calibrated.png:whole_wing,273903,92.21,44.63,14,249,773.05,451.13,176.57,848.20,25256627.00,25256627.00,125.57,657.69,179.60,496.90
673,ENM23_D_calibrated.png:edge3rd,87680,62.88,40.09,11,210,405.29,275.45,106.09,467.08,5512953.00,5512953.00,704.00,809.23,89.22,291.00
674,ENM23_D_calibrated.png:mid3rd,134830,72.64,46.39,22,231,533.14,322.00,88.45,525.38,9793910.00,9793910.00,414.71,783.51,56.46,291.00
675,ENM23_D_calibrated.png:bot3rd,65826,77.02,21.11,25,190,333.72,251.14,53.55,411.64,5070150.00,5070150.00,137.47,709.56,47.80,290.36
676,ENM23_D_calibrated.png:whole_wing,287875,70.65,40.28,11,231,792.50,462.50,0.97,871.69,20338399.00,20338399.00,123.64,645.60,0.46,498.66
677,ENM24_D_calibrated.png:edge3rd,76404,87.65,39.64,16,218,407.36,238.81,105.76,458.61,6696536.00,6696536.00,689.00,355.55,118.83,263.60
678,ENM24_D_calibrated.png:mid3rd,113702,95.83,43.71,28,229,495.84,291.97,88.34,486.54,10896097.00,10896097.00,576.67,334.24,103.22,264.00
679,ENM24_D_calibrated.png:bot3rd,54652,88.33,21.91,35,215,297.91,233.58,66.15,369.56,4827273.00,4827273.00,163.36,674.97,44.93,263.02
680,ENM24_D_calibrated.png:whole_wing,244758,91.60,38.74,16,229,712.35,437.48,175.18,790.63,22419906.00,22419906.00,161.98,673.53,179.82,471.18
681,ENM25_D_calibrated.png:edge3rd,89675,80.22,44.11,17,224,441.16,258.81,104.81,490.37,7193418.00,7193418.00,698.00,339.94,116.16,274.53
682,ENM25_D_calibrated.png:mid3rd,130209,102.47,52.34,27,248,542.44,305.63,88.85,522.63,13342547.00,13342547.00,423.30,784.03,60.80,275.00
683,ENM25_D_calibrated.png:bot3rd,67413,89.32,27.26,26,245,328.20,261.52,66.41,411.01,6021159.00,6021159.00,162.27,715.48,50.63,274.01
684,ENM25_D_calibrated.png:whole_wing,287297,92.44,46.02,17,248,768.58,475.94,177.32,823.56,26557124.00,26557124.00,148.99,690.57,0.33,508.78
685,ENM26_D_calibrated.png:edge3rd,85263,59.26,43.23,13,208,411.58,263.77,103.18,454.98,5052312.00,5052312.00,686.00,351.67,115.41,271.84
686,ENM26_D_calibrated.png:mid3rd,117744,68.27,42.68,18,236,499.33,300.23,87.30,500.98,8038946.00,8038946.00,416.00,769.34,63.42,272.00
687,ENM26_D_calibrated.png:bot3rd,56706,73.38,18.40,27,229,305.53,236.31,53.59,376.01,4161201.00,4161201.00,168.81,707.17,48.90,271.35
688,ENM26_D_calibrated.png:whole_wing,259368,66.43,39.30,13,236,749.11,440.84,1.38,813.22,17231044.00,17231044.00,144.65,660.21,0.40,481.16
689,ENM27_D_calibrated.png:edge3rd,92538,70.92,41.99,15,232,430.60,273.63,106.38,486.80,6562952.00,6562952.00,698.12,339.39,117.36,285.00
690,ENM27_D_calibrated.png:mid3rd,125532,76.32,50.90,20,236,506.11,315.80,91.55,517.30,9580319.00,9580319.00,412.05,771.90,57.70,285.00
691,ENM27_D_calibrated.png:bot3rd,65172,73.94,24.54,24,214,323.57,256.45,55.11,398.91,4818727.00,4818727.00,143.63,691.98,47.61,284.84
692,ENM27_D_calibrated.png:whole_wing,282399,73.98,43.18,15,236,798.52,450.28,177.75,853.23,20891284.00,20891284.00,128.16,649.40,179.99,497.57
693,ENM28_D_calibrated.png:edge3rd,96958,64.49,43.23,14,217,445.72,276.97,103.77,492.25,6252536.00,6252536.00,729.55,766.45,88.85,291.00
694,ENM28_D_calibrated.png:mid3rd,138391,78.05,53.00,19,223,545.40,323.07,88.54,539.83,10801921.00,10801921.00,438.93,733.21,57.52,291.00
695,ENM28_D_calibrated.png:bot3rd,65634,71.35,20.57,22,200,338.81,246.65,55.99,418.24,4682944.00,4682944.00,168.82,669.57,49.94,290.40
696,ENM28_D_calibrated.png:whole_wing,300984,72.22,44.95,14,223,795.45,481.77,1.59,872.57,21737479.00,21737479.00,147.60,605.93,0.09,508.33
697,ENM29_D_calibrated.png:edge3rd,88594,92.50,44.10,16,219,420.38,268.33,105.97,465.38,8194749.00,8194749.00,729.00,311.88,120.47,280.06
698,ENM29_D_calibrated.png:mid3rd,126316,93.98,48.83,20,247,515.40,312.05,89.12,503.76,11871248.00,11871248.00,449.02,716.92,61.76,281.00
699,ENM29_D_calibrated.png:bot3rd,63903,81.82,26.80,24,245,315.95,257.52,63.73,384.52,5228373.00,5228373.00,180.52,625.47,45.98,280.34
700,ENM29_D_calibrated.png:whole_wing,278813,90.72,43.44,16,247,784.48,452.53,175.66,841.41,25294370.00,25294370.00,167.66,608.75,0.26,488.30
701,ENM30_D_calibrated.png:edge3rd,92698,80.68,43.99,12,234,446.62,264.27,103.03,488.57,7479238.00,7479238.00,690.88,336.09,116.00,279.98
702,ENM30_D_calibrated.png:mid3rd,130991,96.24,50.01,26,249,536.92,310.63,88.35,523.96,12606813.00,12606813.00,411.00,778.44,58.00,280.00
703,ENM30_D_calibrated.png:bot3rd,61989,85.03,22.10,27,204,316.36,249.49,63.72,384.60,5271090.00,5271090.00,158.89,696.77,49.04,279.67
704,ENM30_D_calibrated.png:whole_wing,285307,88.77,43.96,12,249,764.14,475.39,178.06,838.68,25326475.00,25326475.00,131.33,657.15,179.62,510.15
705,ENM31_D_calibrated.png:edge3rd,94032,57.35,35.95,12,219,437.34,273.76,75.31,490.81,5392778.00,5392778.00,715.41,865.24,65.03,291.34
706,ENM31_D_calibrated.png:mid3rd,133171,76.71,45.14,21,223,527.17,321.64,91.61,530.29,10215358.00,10215358.00,406.00,413.53,121.92,292.00
707,ENM31_D_calibrated.png:bot3rd,65404,77.13,20.52,25,208,329.51,252.72,119.41,404.72,5044759.00,5044759.00,124.05,492.96,134.16,291.53
708,ENM31_D_calibrated.png:whole_wing,292607,70.58,38.98,12,223,798.16,466.77,0.61,874.87,20652895.00,20652895.00,114.47,511.52,179.84,501.93
709,ENM32_D_calibrated.png:edge3rd,83509,73.81,35.38,15,238,417.13,254.90,105.01,469.13,6163550.00,6163550.00,700.87,356.30,116.06,268.83
710,ENM32_D_calibrated.png:mid3rd,123688,85.43,41.63,27,230,525.70,299.57,90.32,513.16,10566118.00,10566118.00,571.53,320.37,104.39,269.00
711,ENM32_D_calibrated.png:bot3rd,67042,90.25,22.03,37,214,327.72,260.47,65.17,405.18,6050863.00,6050863.00,165.78,695.91,49.11,268.49
712,ENM32_D_calibrated.png:whole_wing,274239,83.07,36.37,15,238,760.88,458.90,175.23,806.34,22780531.00,22780531.00,162.51,670.51,179.59,488.60
713,ENM33_D_calibrated.png:edge3rd,98921,78.46,45.71,14,222,456.98,275.61,105.26,509.49,7760879.00,7760879.00,727.00,275.14,118.75,292.00
714,ENM33_D_calibrated.png:mid3rd,140835,89.37,55.32,20,225,553.00,324.26,88.52,542.04,12586739.00,12586739.00,436.57,732.20,57.88,292.00
715,ENM33_D_calibrated.png:bot3rd,66289,79.08,31.40,20,242,335.92,251.26,64.21,411.69,5242341.00,5242341.00,148.41,638.26,45.49,291.93
716,ENM33_D_calibrated.png:whole_wing,305160,83.58,48.19,14,242,793.07,489.92,177.96,874.14,25504206.00,25504206.00,145.07,628.52,0.45,518.89
717,ENM34_D_calibrated.png:edge3rd,69029,90.92,35.27,18,220,339.66,258.76,98.55,442.55,6275820.00,6275820.00,752.78,303.64,90.07,268.35
718,ENM34_D_calibrated.png:mid3rd,129809,100.65,44.81,30,241,550.32,300.33,89.98,526.61,13064631.00,13064631.00,547.56,260.30,112.74,269.00
719,ENM34_D_calibrated.png:bot3rd,74045,85.06,30.21,27,231,393.97,239.30,71.65,486.25,6298085.00,6298085.00,250.38,730.23,61.42,268.46
720,ENM34_D_calibrated.png:whole_wing,272883,93.95,39.53,18,241,733.50,473.68,4.37,805.81,25638536.00,25638536.00,214.54,596.99,179.91,506.59
721,ENM35_D_calibrated.png:edge3rd,87841,72.70,45.29,14,216,432.58,258.55,104.49,484.91,6385676.00,6385676.00,734.10,286.25,116.10,278.24
722,ENM35_D_calibrated.png:mid3rd,133497,80.05,49.56,20,221,548.55,309.86,89.12,530.37,10686786.00,10686786.00,575.45,261.37,107.15,279.00
723,ENM35_D_calibrated.png:bot3rd,66829,78.65,23.37,25,209,334.19,254.61,61.94,416.79,5256136.00,5256136.00,192.65,666.00,50.99,278.46
724,ENM35_D_calibrated.png:whole_wing,288167,77.48,43.59,14,221,765.79,479.12,178.54,835.70,22328598.00,22328598.00,176.54,609.96,179.82,512.41
725,ENM36_D_calibrated.png:edge3rd,83382,97.74,36.60,18,219,423.31,250.80,104.68,473.16,8150060.00,8150060.00,729.00,305.20,116.55,269.59
726,ENM36_D_calibrated.png:mid3rd,120874,102.95,41.40,31,221,513.15,299.92,89.77,502.31,12444257.00,12444257.00,621.97,270.73,102.32,270.00
727,ENM36_D_calibrated.png:bot3rd,63378,96.31,28.09,29,207,316.07,255.31,59.62,393.01,6103997.00,6103997.00,192.86,635.22,46.98,269.77
728,ENM36_D_calibrated.png:whole_wing,266816,99.75,37.25,18,221,753.96,450.58,175.12,807.37,26614526.00,26614526.00,191.23,631.06,179.79,479.63
729,ENM37_D_calibrated.png:edge3rd,90850,83.64,44.50,17,248,431.40,268.14,104.90,477.22,7598381.00,7598381.00,689.24,345.39,118.92,280.00
730,ENM37_D_calibrated.png:mid3rd,124948,88.36,47.55,27,246,512.79,310.24,87.61,512.27,11040988.00,11040988.00,410.63,771.38,57.66,280.00
731,ENM37_D_calibrated.png:bot3rd,60027,79.38,21.50,24,213,311.24,245.56,53.29,386.15,4765120.00,4765120.00,132.88,686.80,44.14,279.20
732,ENM37_D_calibrated.png:whole_wing,275361,84.83,42.25,17,248,772.07,454.10,179.62,838.76,23359114.00,23359114.00,130.80,674.17,0.44,483.70
733,ENM38_D_calibrated.png:edge3rd,96704,60.66,42.52,13,220,449.64,273.84,106.11,505.77,5866105.00,5866105.00,699.00,329.95,120.39,297.52
734,ENM38_D_calibrated.png:mid3rd,144704,81.56,51.15,19,229,557.66,330.39,88.70,547.20,11802357.00,11802357.00,590.84,291.77,101.17,298.00
735,ENM38_D_calibrated.png:bot3rd,65809,82.17,25.88,23,248,339.97,246.46,62.53,415.16,5407570.00,5407570.00,120.24,702.34,47.45,297.70
736,ENM38_D_calibrated.png:whole_wing,307217,75.11,45.18,13,248,793.93,492.69,177.47,893.24,23076032.00,23076032.00,103.30,676.32,179.60,526.77
737,ENM39_D_calibrated.png:edge3rd,88973,83.29,41.75,14,213,384.64,294.52,101.04,470.39,7410957.00,7410957.00,698.44,809.64,89.99,298.38
738,ENM39_D_calibrated.png:mid3rd,139766,85.72,50.17,24,239,537.44,331.12,86.65,545.20,11980603.00,11980603.00,400.63,796.93,56.95,299.00
739,ENM39_D_calibrated.png:bot3rd,60958,84.19,23.61,29,244,329.44,235.59,69.68,418.63,5132029.00,5132029.00,168.40,762.12,56.41,298.61
740,ENM39_D_calibrated.png:whole_wing,289315,84.66,43.24,14,244,791.00,465.70,4.74,895.01,24494308.00,24494308.00,101.39,639.72,179.65,504.44
741,ENM3_D_calibrated.png:edge3rd,86046,73.77,40.92,17,224,427.12,256.50,103.88,473.14,6347229.00,6347229.00,719.00,298.24,116.81,271.82
742,ENM3_D_calibrated.png:mid3rd,120359,92.36,51.63,27,224,506.76,302.40,89.15,499.65,11116510.00,11116510.00,449.00,712.32,58.07,272.00
743,ENM3_D_calibrated.png:bot3rd,57698,87.13,23.98,30,244,310.17,236.85,65.84,380.98,5027228.00,5027228.00,183.04,628.71,45.72,271.11
744,ENM3_D_calibrated.png:whole_wing,263286,85.15,44.19,17,244,743.01,451.17,175.62,812.95,22417791.00,22417791.00,177.89,622.59,179.59,479.49
745,ENM40_D_calibrated.png:edge3rd,85665,67.06,41.07,14,221,444.81,245.21,103.59,495.45,5744461.00,5744461.00,727.68,286.83,113.81,264.00
746,ENM40_D_calibrated.png:mid3rd,124011,88.36,54.30,21,228,537.61,293.70,89.79,521.54,10958024.00,10958024.00,611.38,264.29,102.57,264.00
747,ENM40_D_calibrated.png:bot3rd,65179,82.97,28.84,23,213,331.30,250.49,71.33,399.89,5408091.00,5408091.00,203.81,641.20,49.60,263.36
748,ENM40_D_calibrated.png:whole_wing,274855,80.44,46.25,14,228,739.50,473.23,173.55,791.99,22110576.00,22110576.00,199.64,636.88,179.51,503.95
749,ENM4_D_calibrated.png:edge3rd,86364,60.49,41.27,13,226,429.64,255.94,103.18,468.93,5224354.00,5224354.00,683.85,345.82,106.29,271.00
750,ENM4_D_calibrated.png:mid3rd,119152,75.77,45.54,23,227,506.66,299.43,87.38,503.08,9027568.00,9027568.00,412.68,767.04,63.44,271.00
751,ENM4_D_calibrated.png:bot3rd,54012,74.99,19.75,28,233,295.35,232.84,55.97,367.88,4050270.00,4050270.00,151.70,687.83,44.74,270.19
752,ENM4_D_calibrated.png:whole_wing,258724,70.49,40.60,13,233,730.90,450.70,179.20,810.25,18237067.00,18237067.00,142.81,673.03,0.05,487.21
753,ENM5_D_calibrated.png:edge3rd,101939,72.63,41.37,15,233,469.31,276.56,103.92,517.05,7403751.00,7403751.00,698.00,324.50,117.17,295.41
754,ENM5_D_calibrated.png:mid3rd,146481,89.91,48.28,26,247,567.74,328.50,89.66,556.85,13170542.00,13170542.00,549.13,301.22,105.51,296.00
755,ENM5_D_calibrated.png:bot3rd,69185,76.56,19.24,26,192,338.09,260.55,59.89,417.38,5296533.00,5296533.00,128.94,704.00,48.78,295.27
756,ENM5_D_calibrated.png:whole_wing,316700,81.44,42.03,15,247,803.80,501.66,177.07,884.71,25791389.00,25791389.00,108.73,674.99,0.47,527.74
757,ENM6_D_calibrated.png:edge3rd,98074,61.31,39.29,14,231,453.67,275.25,105.49,506.46,6013073.00,6013073.00,696.00,333.37,118.79,294.45
758,ENM6_D_calibrated.png:mid3rd,141714,84.61,53.86,23,249,552.62,326.51,88.39,539.31,11990501.00,11990501.00,401.00,782.88,57.21,295.00
759,ENM6_D_calibrated.png:bot3rd,64961,84.21,26.65,26,210,327.02,252.92,61.84,408.61,5470557.00,5470557.00,139.79,719.07,50.26,294.75
760,ENM6_D_calibrated.png:whole_wing,304749,77.03,45.98,14,249,795.37,487.84,177.85,884.21,23474131.00,23474131.00,106.25,675.34,179.73,518.84
761,ENM7_D_calibrated.png:edge3rd,87550,109.25,40.02,21,228,420.33,265.20,105.80,472.09,9564997.00,9564997.00,720.00,290.49,120.66,277.73
762,ENM7_D_calibrated.png:mid3rd,126238,102.26,46.38,26,238,520.47,308.82,88.34,513.00,12908689.00,12908689.00,444.52,723.21,57.58,278.00
763,ENM7_D_calibrated.png:bot3rd,57674,88.04,23.41,27,240,328.93,223.25,62.19,409.85,5077638.00,5077638.00,171.13,660.55,48.26,272.36
764,ENM7_D_calibrated.png:whole_wing,270631,101.48,41.12,21,240,746.30,461.71,0.39,830.95,27463711.00,27463711.00,166.79,651.22,179.79,488.13
765,ENM8_D_calibrated.png:edge3rd,87729,88.29,39.99,18,217,428.18,260.87,105.81,482.05,7745415.00,7745415.00,727.00,292.49,118.00,278.88
766,ENM8_D_calibrated.png:mid3rd,127824,105.29,45.36,29,234,526.19,309.30,88.61,515.03,13458721.00,13458721.00,449.05,719.16,57.88,279.00
767,ENM8_D_calibrated.png:bot3rd,61793,87.36,24.79,26,229,314.86,249.88,55.00,388.37,5398160.00,5398160.00,184.57,638.92,46.89,278.63
768,ENM8_D_calibrated.png:whole_wing,276512,95.90,40.82,18,234,763.30,461.24,177.91,834.51,26516127.00,26516127.00,171.37,612.27,0.03,500.26
769,ENM9_D_calibrated.png:edge3rd,96428,55.24,35.79,15,221,449.75,272.99,104.05,500.83,5326634.00,5326634.00,691.00,329.83,115.45,288.48
770,ENM9_D_calibrated.png:mid3rd,137883,78.22,48.03,24,229,549.69,319.38,87.50,545.06,10785758.00,10785758.00,402.44,782.69,60.04,289.00
771,ENM9_D_calibrated.png:bot3rd,62517,73.68,17.43,27,207,320.96,248.00,59.83,399.54,4606029.00,4606029.00,117.63,690.75,44.42,288.60
772,ENM9_D_calibrated.png:whole_wing,296457,69.80,40.72,15,229,778.11,485.10,179.05,865.11,20693600.00,20693600.00,114.40,679.54,0.45,521.95
773,ESM10_D_calibrated.png:edge3rd,6,176.17,4.12,172,182,3.14,2.43,135.00,3.61,1057.00,1057.00,580.00,595.15,158.69,2.00
774,ESM10_D_calibrated.png:mid3rd,88370,80.24,39.66,21,219,612.54,183.69,83.87,682.19,7090623.00,7090623.00,630.00,923.74,80.79,192.50
775,ESM10_D_calibrated.png:bot3rd,157253,87.53,36.75,33,243,694.64,288.24,91.06,762.73,13763898.00,13763898.00,524.96,1013.16,82.02,297.23
776,ESM10_D_calibrated.png:whole_wing,244959,84.89,37.94,21,243,736.48,423.49,73.77,890.46,20794484.00,20794484.00,333.77,562.28,179.51,600.63
777,ESM11_D_calibrated.png:edge3rd,8,79.38,12.11,55,92,3.60,2.83,113.23,4.12,635.00,635.00,580.25,593.57,139.04,3.00
778,ESM11_D_calibrated.png:mid3rd,55943,100.84,41.03,36,234,672.60,105.90,87.89,727.40,5641025.00,5641025.00,667.15,255.60,90.02,108.01
779,ESM11_D_calibrated.png:bot3rd,162886,99.40,36.41,23,245,644.56,321.76,92.04,745.27,16190941.00,16190941.00,600.24,993.41,86.10,336.75
780,ESM11_D_calibrated.png:whole_wing,218103,99.78,37.65,23,245,672.41,412.99,86.94,1008.89,21762920.00,21762920.00,330.25,578.18,0.25,655.19
