 ,Label,Area,Mean,StdDev,Min,Max,XM,YM,Major,Minor,Angle,Feret,IntDen,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret
392,EN19M27_D_calibrated.png:cream,24650,174.79,29.20,79,239,457.78,605.57,198.04,158.48,98.35,747.44,4308516,4308516,270,373,134.51,449.84
393,EN19M27_D_calibrated.png:brown,234887,60.31,31.79,0,209,486.75,653.79,697.63,428.69,127.75,782.61,14166543,14166543,307,312,128.20,455.43
394,EN19M28_D_calibrated.png:wing,251666,88.50,45.26,16,249,494.76,652.41,745.25,429.96,132.48,812.59,22271642,22271642,280,329,132.41,462.10
395,EN19M28_D_calibrated.png:cream,35811,178.33,29.23,81,249,483.54,637.31,249.51,182.74,114.37,787.75,6386192,6386192,253,375,134.49,454.58
396,EN19M28_D_calibrated.png:brown,251666,63.12,35.34,0,217,499.28,658.49,745.25,429.96,132.48,812.59,15885450,15885450,280,329,132.41,462.10
397,EN19M29_D_calibrated.png:wing,226232,93.08,47.52,15,251,485.33,641.80,707.15,407.34,129.77,798.34,21057717,21057717,269,329,132.56,455.79
398,EN19M29_D_calibrated.png:cream,32964,182.73,32.48,71,251,493.61,601.81,254.02,165.23,126.58,761.51,6023557,6023557,302,322,128.50,439.31
399,EN19M29_D_calibrated.png:brown,226232,66.45,38.56,0,222,482.01,657.82,707.15,407.34,129.77,798.34,15034160.00,15034160.00,269,329,132.56,455.79
400,EN19M2_D_calibrated.png:wing,271640,70.09,38.03,12,218,700.50,662.54,763.28,453.13,135.49,833.61,19038418,19038418,464,353,138.26,483.10
401,EN19M2_D_calibrated.png:cream,28600,160.48,27.98,69,218,696.01,628.18,213.40,170.64,108.82,812.72,4589674,4589674,464,357,136.45,477.92
402,EN19M2_D_calibrated.png:brown,271640,53.19,27.12,0,180,701.93,673.45,763.28,453.13,135.49,833.61,14448744,14448744,464,353,138.26,483.10
403,EN19M30_D_calibrated.png:wing,227975,104.68,40.99,19,248,712.85,694.08,693.69,418.44,135.77,759.45,23863838,23863838,498,412,137.51,450.00
404,EN19M30_D_calibrated.png:cream,33237,183.64,25.83,91,248,703.47,655.53,223.97,188.95,112.39,749.28,6103561,6103561,499,422,137.00,445.01
405,EN19M30_D_calibrated.png:brown,227975,77.90,39.43,0,207,716.07,707.33,693.69,418.44,135.77,759.45,17760277,17760277,498,412,137.51,450.00
406,EN19M31_D_calibrated.png:wing,263220,69.22,37.89,14,238,482.30,677.25,751.55,445.94,124.85,823.83,18220261,18220261,303,308,126.41,480.74
407,EN19M31_D_calibrated.png:cream,23000,168.25,29.43,69,238,450.65,638.42,202.21,144.82,106.05,806.61,3869711,3869711,298,323,127.14,475.90
408,EN19M31_D_calibrated.png:brown,263220,54.52,26.56,0,201,490.84,687.73,751.55,445.94,124.85,823.83,14350550,14350550,303,308,126.41,480.74
409,EN19M32_D_calibrated.png:wing,255685,79.06,38.97,17,244,489.78,671.45,726.72,447.97,125.06,788.99,20214210,20214210,304,331,130.94,474.49
410,EN19M32_D_calibrated.png:cream,25324,175.29,26.27,65,244,463.42,623.10,213.00,151.38,110.10,750.25,4439136,4439136,323,330,123.31,452.90
411,EN19M32_D_calibrated.png:brown,255685,61.70,29.16,0,207,497.20,685.05,726.72,447.97,125.06,788.99,15775074,15775074,304,331,130.94,474.49
412,EN19M33_D_calibrated.png:wing,266993,76.51,43.83,15,251,494.04,681.19,768.97,442.08,132.01,849.95,20428290,20428290,250,356,135.19,480.08
413,EN19M33_D_calibrated.png:cream,28091,180.58,31.96,67,251,461.42,638.91,214.55,166.70,94.92,808.33,5072692,5072692,245,366,135.95,473.40
414,EN19M33_D_calibrated.png:brown,266993,57.51,30.49,0,213,504.82,695.16,768.97,442.08,132.01,849.95,15355598,15355598,250,356,135.19,480.08
415,EN19M34_D_calibrated.png:wing,264909,91.13,50.06,15,251,464.81,684.84,778.39,433.32,126.71,858.15,24141569,24141569,261,310,125.80,484.33
416,EN19M34_D_calibrated.png:cream,43032,183.63,32.13,57,251,435.66,672.15,288.23,190.09,98.85,845.65,7901958,7901958,279,303,124.01,467.55
417,EN19M34_D_calibrated.png:brown,264909,61.30,37.52,0,217,478.99,691.02,778.39,433.32,126.71,858.15,16239611,16239611,261,310,125.80,484.33
418,EN19M35_D_calibrated.png:wing,247777,94.06,43.19,17,223,457.41,674.74,728.92,432.80,128.71,811.63,23306159,23306159,270,332,129.75,466.31
419,EN19M35_D_calibrated.png:cream,39378,178.20,27.76,83,223,439.46,656.64,257.05,195.05,109.56,790.73,7017255,7017255,281,329,125.22,451.96
420,EN19M35_D_calibrated.png:brown,247777,65.74,34.96,0,192,465.15,682.53,728.92,432.80,128.71,811.63,16288904,16288904,270,332,129.75,466.31
421,EN19M36_D_calibrated.png:wing,231952,90.85,48.55,15,245,476.43,633.20,714.13,413.55,127.58,800.42,21072948,21072948,299,304,129.12,445.43
422,EN19M36_D_calibrated.png:cream,40852,181.11,30.48,75,245,454.69,604.31,263.48,197.41,118.93,789.35,7398524,7398524,300,305,129.96,436.28
423,EN19M36_D_calibrated.png:brown,231952,58.95,34.57,0,206,488.19,648.83,714.13,413.55,127.58,800.42,13674424,13674424,299,304,129.12,445.43
424,EN19M37_D_calibrated.png:wing,234192,81.64,43.95,13,247,494.31,711.91,695.66,428.64,129.81,750.25,19120394,19120394,307,366,130.68,463.01
425,EN19M37_D_calibrated.png:cream,28747,177.61,30.08,76,247,488.64,683.03,226.44,161.64,105.70,729.00,5105681,5105681,247,451,139.34,456.91
426,EN19M37_D_calibrated.png:brown,234192,59.84,32.14,0,212,496.38,722.43,695.66,428.64,129.81,750.25,14014713,14014713,307,366,130.68,463.01
427,EN19M38_D_calibrated.png:wing,246959,91.29,43.03,18,235,691.96,640.47,717.07,438.50,133.28,808.48,22546121,22546121,490,325,133.55,471.77
428,EN19M38_D_calibrated.png:cream,34269,177.48,28.68,76,235,675.16,617.07,229.37,190.23,105.54,799.75,6082037,6082037,497,323,132.57,465.72
429,EN19M38_D_calibrated.png:brown,246959,66.67,35.45,0,217,698.16,649.12,717.07,438.50,133.28,808.48,16464084,16464084,490,325,133.55,471.77
430,EN19M39_D_calibrated.png:wing,237044,87.87,40.77,15,244,460.77,644.94,688.40,438.43,128.17,812.78,20829101,20829101,281,307,129.96,474.59
431,EN19M39_D_calibrated.png:cream,26825,178.07,29.28,80,244,442.25,605.83,195.60,174.61,99.57,745.92,4776802,4776802,258,333,130.76,466.31
432,EN19M39_D_calibrated.png:brown,237044,67.72,33.35,0,227,466.29,656.57,688.40,438.43,128.17,812.78,16052299.00,16052299.00,281,307,129.96,474.59
433,EN19M3_D_calibrated.png:wing,237757,76.35,41.95,14,249,483.34,685.00,708.87,427.05,130.67,768.20,18152294,18152294,286,364,127.06,464.53
434,EN19M3_D_calibrated.png:cream,30328,165.71,29.45,78,249,478.16,647.22,211.29,182.76,114.91,754.07,5025786,5025786,273,377,133.39,452.49
435,EN19M3_D_calibrated.png:brown,237757,55.21,30.45,0,207,485.32,699.46,708.87,427.05,130.67,768.20,13126508,13126508,286,364,127.06,464.53
436,EN19M4_D_calibrated.png:wing,260351,112.07,39.17,25,233,678.27,639.66,754.43,439.39,134.97,822.74,29177158,29177158,460,326,136.72,478.94
437,EN19M4_D_calibrated.png:cream,34231,187.32,23.93,105,233,665.76,594.65,234.02,186.24,131.10,807.52,6412236,6412236,464,327,135.00,473.74
438,EN19M4_D_calibrated.png:brown,260351,87.44,41.94,0,213,681.79,652.34,754.43,439.39,134.97,822.74,22764922,22764922,460,326,136.72,478.94
439,EN19M5_D_calibrated.png:wing,266842,121.02,46.26,20,251,437.60,692.44,732.82,463.63,134.48,793.50,32293557,32293557,225,394,136.02,494.08
440,EN19M5_D_calibrated.png:cream,55845,192.07,25.99,64,251,410.11,662.28,318.32,223.37,104.56,787.97,10726049,10726049,252,373,133.56,485.44
441,EN19M5_D_calibrated.png:brown,266842,80.83,48.91,0,237,451.28,707.44,732.82,463.63,134.48,793.50,21567508,21567508,225,394,136.02,494.08
442,EN19M7_D_calibrated.png:wing,244764,99.32,45.08,19,237,719.80,688.87,715.67,435.46,131.48,795.49,24309737,24309737,536,340,127.75,469.03
443,EN19M7_D_calibrated.png:cream,36593,184.90,27.80,84,237,714.52,673.04,239.01,194.94,112.18,771.38,6766043,6766043,537,344,128.10,462.36
444,EN19M7_D_calibrated.png:brown,244764,71.68,39.14,0,198,721.83,694.98,715.67,435.46,131.48,795.49,17543694,17543694,536,340,127.75,469.03
445,EN19M8_D_calibrated.png:wing,267195,67.26,35.75,15,228,439.45,680.67,744.09,457.21,132.16,825.35,17971010,17971010,227,340,133.87,486.37
446,EN19M8_D_calibrated.png:cream,25249,159.62,25.94,66,228,408.47,645.28,198.02,162.35,106.29,812.53,4030183,4030183,236,338,132.51,474.16
447,EN19M8_D_calibrated.png:brown,267195,52.17,24.66,0,182,448.40,690.90,744.09,457.21,132.16,825.35,13940827,13940827,227,340,133.87,486.37
448,EN19M9_D_calibrated.png:wing,247969,87.18,49.28,16,251,507.82,691.29,720.10,438.44,128.99,749.83,21617717,21617717,349,337,119.13,466.39
449,EN19M9_D_calibrated.png:cream,39963,179.42,30.09,69,251,506.48,669.19,265.82,191.42,122.69,744.95,7170230,7170230,316,365,130.32,412.94
450,EN19M9_D_calibrated.png:brown,247969,58.26,36.05,0,217,508.48,702.26,720.10,438.44,128.99,749.83,14447487,14447487,349,337,119.13,466.39
451,ENM10_D_calibrated.png:wing,253582,102.76,44.20,16,237,690.19,673.53,713.68,452.41,126.86,763.21,26057974,26057974,509,345,133.57,476.78
452,ENM10_D_calibrated.png:cream,40557,184.79,26.39,92,237,680.16,653.18,250.20,206.39,126.09,737.03,7494333,7494333,552,317,119.42,472.62
453,ENM10_D_calibrated.png:brown,253582,73.21,39.77,0,206,694.24,681.74,713.68,452.41,126.86,763.21,18563641,18563641,509,345,133.57,476.78
454,ENM11_D_calibrated.png:wing,295638,68.00,41.78,14,225,714.61,701.81,783.28,480.57,134.62,858.29,20103961,20103961,515,325,127.71,516.76
455,ENM11_D_calibrated.png:cream,28690,175.13,32.72,75,225,693.94,653.51,220.35,165.78,121.70,844.47,5024563,5024563,459,377,132.36,492.39
456,ENM11_D_calibrated.png:brown,295638,51.01,26.23,0,178,721.50,717.91,783.28,480.57,134.62,858.29,15079398,15079398,515,325,127.71,516.76
457,ENM12_D_calibrated.png:wing,290490,94.45,44.44,20,246,652.25,670.44,771.58,479.36,134.70,836.34,27437599,27437599,414,355,140.14,505.41
458,ENM12_D_calibrated.png:cream,38463,186.80,27.70,86,246,629.13,652.21,253.41,193.25,99.91,824.70,7184916,7184916,432,340,137.70,485.43
459,ENM12_D_calibrated.png:brown,290490,69.72,36.25,0,211,660.45,676.91,771.58,479.36,134.70,836.34,20252683,20252683,414,355,140.14,505.41
460,ENM13_D_calibrated.png:wing,288239,88.16,46.10,14,247,453.25,627.11,789.11,465.08,128.35,866.79,25411696,25411696,222,291,132.90,509.16
461,ENM13_D_calibrated.png:cream,46477,175.48,31.34,67,247,450.84,584.72,285.18,207.50,131.58,847.41,8155923.00,8155923.00,242,284,131.36,501.40
462,ENM13_D_calibrated.png:brown,288239,59.87,34.50,0,198,454.39,647.14,789.11,465.08,128.35,866.79,17255773,17255773,222,291,132.90,509.16
463,ENM14_D_calibrated.png:wing,299422,81.70,47.95,12,236,664.24,657.33,803.53,474.45,135.85,880.60,24461445,24461445,410,314,137.67,518.67
464,ENM14_D_calibrated.png:cream,41161,183.02,31.69,81,236,646.21,629.83,262.95,199.31,124.36,858.08,7533365,7533365,416,314,133.35,509.50
465,ENM14_D_calibrated.png:brown,299422,56.54,32.17,0,202,672.27,669.57,803.53,474.45,135.85,880.60,16928080,16928080,410,314,137.67,518.67
466,ENM15_D_calibrated.png:wing,299629,80.53,49.10,14,250,482.95,689.58,786.19,485.25,132.65,870.69,24128706,24128706,249,342,133.65,513.33
467,ENM15_D_calibrated.png:cream,44397,180.82,31.36,81,250,466.32,659.20,267.90,211.00,128.97,832.19,8027933.00,8027933.00,237,359,137.24,500.31
468,ENM15_D_calibrated.png:brown,299629,53.74,31.91,0,199,491.24,704.73,786.19,485.25,132.65,870.69,16100773,16100773,249,342,133.65,513.33
469,ENM16_D_calibrated.png:wing,302756,76.41,38.90,13,250,440.90,676.61,799.38,482.23,133.23,859.94,23133568,23133568,211,348,135.85,513.64
470,ENM16_D_calibrated.png:cream,30214,170.80,27.79,65,250,421.47,612.02,234.12,164.31,121.03,847.14,5160404,5160404,211,353,135.48,479.12
471,ENM16_D_calibrated.png:brown,302756,59.37,28.97,0,200,446.47,695.16,799.38,482.23,133.23,859.94,17973164,17973164,211,348,135.85,513.64
472,ENM17_D_calibrated.png:wing,266315,78.10,43.11,12,237,445.99,662.41,739.72,458.39,134.80,791.83,20798301,20798301,209,330,129.16,498.99
473,ENM17_D_calibrated.png:cream,29549,177.26,28.46,69,237,431.44,636.96,217.11,173.29,127.83,774.62,5237775,5237775,196,352,141.24,491.96
474,ENM17_D_calibrated.png:brown,266315,58.43,31.10,0,205,450.89,670.97,739.72,458.39,134.80,791.83,15560526,15560526,209,330,129.16,498.99
475,ENM18_D_calibrated.png:wing,278408,61.88,43.09,12,250,473.85,693.82,771.62,459.40,133.38,842.17,17229169,17229169,230,347,135.14,498.13
476,ENM18_D_calibrated.png:cream,29893,168.34,31.21,67,250,465.05,652.56,245.05,155.32,126.08,830.16,5032260,5032260,228,356,134.61,480.74
477,ENM18_D_calibrated.png:brown,278408,43.81,24.90,0,199,477.49,710.84,771.62,459.40,133.38,842.17,12196909,12196909,230,347,135.14,498.13
478,ENM19_D_calibrated.png:wing,280295,83.70,40.36,15,251,457.35,684.48,759.11,470.13,129.09,843.74,23459315,23459315,237,342,132.41,497.18
479,ENM19_D_calibrated.png:cream,28111,182.52,28.50,80,251,441.77,637.18,224.03,159.76,114.25,818.26,5130792,5130792,234,347,130.74,486.70
480,ENM19_D_calibrated.png:brown,280295,65.39,30.59,0,202,461.72,697.72,759.11,470.13,129.09,843.74,18328523,18328523,237,342,132.41,497.18
481,ENM1_D_calibrated.png:wing,277350,79.66,41.61,15,232,476.89,690.47,758.87,465.34,132.01,833.98,22092975.00,22092975.00,255,354,132.18,497.27
482,ENM1_D_calibrated.png:cream,32919,174.16,27.70,73,232,454.90,651.07,221.82,188.96,107.69,803.85,5733326,5733326,255,357,130.31,491.83
483,ENM1_D_calibrated.png:brown,277350,58.99,30.10,0,220,484.60,704.28,758.87,465.34,132.01,833.98,16359649,16359649,255,354,132.18,497.27
484,ENM20_D_calibrated.png:wing,263333,78.18,44.96,15,223,708.84,701.28,762.18,439.90,139.38,835.64,20587690,20587690,454,389,138.93,483.83
485,ENM20_D_calibrated.png:cream,33854,176.96,30.58,74,223,679.10,669.49,233.50,184.60,125.46,796.54,5990932,5990932,448,406,140.65,467.18
486,ENM20_D_calibrated.png:brown,263333,55.43,30.25,0,187,721.04,714.32,762.18,439.90,139.38,835.64,14596758,14596758,454,389,138.93,483.83
487,ENM21_D_calibrated.png:wing,249973,60.56,40.29,15,211,477.98,704.71,743.04,428.34,135.78,816.49,15137534,15137534,231,371,136.99,468.37
488,ENM21_D_calibrated.png:cream,22662,165.23,29.48,64,211,435.96,663.09,206.68,139.61,122.40,789.18,3744454,3744454,241,366,134.38,450.95
489,ENM21_D_calibrated.png:brown,249973,45.58,25.68,0,185,491.79,718.39,743.04,428.34,135.78,816.49,11393080,11393080,231,371,136.99,468.37
490,ENM22_D_calibrated.png:wing,270391,95.35,45.32,12,251,495.63,642.93,770.10,447.05,127.55,845.38,25782191.00,25782191.00,281,294,130.59,494.50
491,ENM22_D_calibrated.png:cream,38498,184.86,28.88,87,251,494.79,627.68,287.47,170.51,116.10,821.83,7116749,7116749,311,281,127.39,478.47
492,ENM22_D_calibrated.png:brown,270391,69.03,37.37,0,222,495.94,648.75,770.10,447.05,127.55,845.38,18665442.00,18665442.00,281,294,130.59,494.50
493,ENM23_D_calibrated.png:wing,284697,73.74,41.16,13,237,503.85,682.32,789.14,459.34,129.93,867.75,20992282,20992282,268,322,129.25,495.91
494,ENM23_D_calibrated.png:cream,27343,174.75,28.08,70,237,484.46,630.49,231.94,150.10,103.84,862.97,4778225,4778225,268,324,129.59,486.36
495,ENM23_D_calibrated.png:brown,284697,56.95,29.64,0,193,509.57,697.60,789.14,459.34,129.93,867.75,16214057,16214057,268,322,129.25,495.91
496,ENM24_D_calibrated.png:wing,241148,94.89,38.99,16,233,461.55,676.70,708.05,433.64,131.17,786.31,22882251,22882251,257,359,135.31,468.07
497,ENM24_D_calibrated.png:cream,27361,177.96,24.01,91,233,442.37,642.32,220.67,157.87,115.75,768.17,4869088,4869088,259,365,133.52,446.56
498,ENM24_D_calibrated.png:brown,241148,74.70,35.85,0,199,466.73,685.99,708.05,433.64,131.17,786.31,18013163,18013163,257,359,135.31,468.07
499,ENM25_D_calibrated.png:wing,284389,95.95,46.57,18,251,460.87,673.39,765.34,473.12,126.28,820.75,27286772,27286772,281,307,129.31,506.15
500,ENM25_D_calibrated.png:cream,44685,184.94,29.09,83,251,450.73,642.30,268.68,211.76,106.98,809.64,8264258.00,8264258.00,275,315,127.42,486.88
501,ENM25_D_calibrated.png:brown,284389,66.89,37.33,0,216,465.28,686.89,765.34,473.12,126.28,820.75,19022514,19022514,281,307,129.31,506.15
502,ENM26_D_calibrated.png:wing,256418,69.51,40.65,14,245,490.82,707.41,745.47,437.96,135.27,809.64,17822950,17822950,253,391,134.95,478.07
503,ENM26_D_calibrated.png:cream,26098,167.82,27.62,76,245,454.65,647.90,218.36,152.18,121.73,802.57,4379678,4379678,254,398,135.25,464.36
504,ENM26_D_calibrated.png:brown,256418,52.43,28.13,0,199,502.60,726.80,745.47,437.96,135.27,809.64,13443272,13443272,253,391,134.95,478.07
505,ENM27_D_calibrated.png:wing,279126,76.93,43.83,15,244,459.62,682.33,795.71,446.64,135.69,850.26,21473831,21473831,246,324,130.66,494.60
506,ENM27_D_calibrated.png:cream,33905,173.54,29.95,63,244,450.92,642.08,248.73,173.56,134.56,844.86,5883898,5883898,247,327,132.89,490.43
507,ENM27_D_calibrated.png:brown,279126,55.85,30.87,0,205,462.91,697.52,795.71,446.64,135.69,850.26,15589933.00,15589933.00,246,324,130.66,494.60
508,ENM28_D_calibrated.png:wing,297878,75.26,45.72,13,227,673.40,670.08,791.99,478.88,136.51,869.74,22418153,22418153,428,333,135.09,505.36
509,ENM28_D_calibrated.png:cream,35165,182.78,31.82,73,227,647.57,627.97,240.99,185.79,129.57,840.53,6427303,6427303,391,401,141.52,497.78
510,ENM28_D_calibrated.png:brown,297878,53.68,28.45,0,182,683.78,687.00,791.99,478.88,136.51,869.74,15990850,15990850,428,333,135.09,505.36
511,ENM29_D_calibrated.png:wing,275295,93.91,43.81,16,250,700.56,699.81,780.09,449.33,132.48,838.58,25852484,25852484,460,393,137.27,484.73
512,ENM29_D_calibrated.png:cream,39336,178.04,26.87,73,250,681.62,653.38,253.59,197.50,134.10,823.83,7003286,7003286,480,379,134.36,463.33
513,ENM29_D_calibrated.png:brown,275295,68.47,37.66,0,207,707.60,717.06,780.09,449.33,132.48,838.58,18849198,18849198,460,393,137.27,484.73
514,ENM30_D_calibrated.png:wing,282322,92.17,44.49,14,251,466.39,669.00,760.30,472.79,130.01,835.85,26021289,26021289,253,333,131.61,507.05
515,ENM30_D_calibrated.png:cream,37474,183.12,28.46,83,251,452.95,629.96,237.90,200.56,123.88,816.67,6862182,6862182,248,348,131.67,487.70
516,ENM30_D_calibrated.png:brown,282322,67.86,36.20,0,219,471.21,682.99,760.30,472.79,130.01,835.85,19159107,19159107,253,333,131.61,507.05
517,ENM32_D_calibrated.png:wing,271329,86.58,36.99,16,243,442.10,658.22,757.49,456.07,129.17,803.52,23492123,23492123,223,317,133.59,485.84
518,ENM32_D_calibrated.png:cream,25559,173.34,26.73,72,243,428.54,616.85,222.85,146.03,116.04,789.28,4430467,4430467,198,356,136.13,467.53
519,ENM32_D_calibrated.png:brown,271329,70.25,32.11,0,215,445.25,667.83,757.49,456.07,129.17,803.52,19061656,19061656,223,317,133.59,485.84
520,ENM33_D_calibrated.png:wing,302174,87.11,48.92,15,246,690.85,669.37,789.74,487.18,129.90,871.25,26321020.00,26321020.00,486,313,132.53,516.18
521,ENM33_D_calibrated.png:cream,56129,172.80,34.43,65,246,670.00,650.97,295.74,241.65,126.30,859.55,9699329,9699329,490,313,132.08,513.15
522,ENM33_D_calibrated.png:brown,302174,55.01,34.47,0,186,703.02,680.11,789.74,487.18,129.90,871.25,16621691.00,16621691.00,486,313,132.53,516.18
523,ENM34_D_calibrated.png:wing,268515,97.33,39.84,19,248,707.71,704.14,728.91,469.04,126.26,803.38,26134899,26134899,550,332,121.77,504.01
524,ENM34_D_calibrated.png:cream,33332,180.39,26.15,88,248,693.20,694.91,222.76,190.52,81.29,776.25,6012903,6012903,545,338,126.25,498.69
525,ENM34_D_calibrated.png:brown,268515,74.94,36.33,0,207,712.04,706.90,728.91,469.04,126.26,803.38,20121996,20121996,550,332,121.77,504.01
526,ENM35_D_calibrated.png:wing,285197,80.86,44.43,13,228,714.30,685.19,762.21,476.41,131.50,832.19,23060398,23060398,492,344,132.76,509.38
527,ENM35_D_calibrated.png:cream,36278,176.50,30.20,79,228,697.31,636.34,251.55,183.62,116.11,822.25,6403132,6403132,494,345,132.83,502.07
528,ENM35_D_calibrated.png:brown,285197,58.41,31.97,0,201,720.84,703.97,762.21,476.41,131.50,832.19,16657266,16657266,492,344,132.76,509.38
529,ENM36_D_calibrated.png:wing,264055,104.47,37.47,19,223,717.60,678.72,750.61,447.91,127.09,804.49,27586487,27586487,539,332,129.25,476.92
530,ENM36_D_calibrated.png:cream,31528,183.83,22.77,106,223,691.07,653.69,231.44,173.45,118.83,780.65,5795757,5795757,545,333,124.93,472.15
531,ENM36_D_calibrated.png:brown,264055,82.52,37.57,0,190,724.66,685.37,750.61,447.91,127.09,804.49,21790730,21790730,539,332,129.25,476.92
532,ENM37_D_calibrated.png:wing,272510,87.95,42.89,17,251,461.21,653.01,768.77,451.33,131.58,835.33,23966934,23966934,256,323,132.28,480.90
533,ENM37_D_calibrated.png:cream,31252,182.69,26.27,85,251,437.99,608.18,226.48,175.69,113.15,804.32,5709494,5709494,246,344,132.08,433.73
534,ENM37_D_calibrated.png:brown,272510,67.00,34.34,0,227,468.46,667.03,768.77,451.33,131.58,835.33,18257440,18257440,256,323,132.28,480.90
535,ENM38_D_calibrated.png:wing,303805,78.16,46.10,13,251,463.44,647.69,790.54,489.30,129.39,890.36,23746628,23746628,219,283,132.54,522.51
536,ENM38_D_calibrated.png:cream,35329,180.54,28.38,84,251,450.06,599.99,255.31,176.18,113.88,872.93,6378214,6378214,238,275,130.68,514.34
537,ENM38_D_calibrated.png:brown,303805,57.17,32.90,0,213,468.36,665.21,790.54,489.30,129.39,890.36,17368414,17368414,219,283,132.54,522.51
538,ENM39_D_calibrated.png:wing,285770,87.87,43.77,15,249,455.33,661.53,785.53,463.19,128.71,889.51,25109610,25109610,261,292,123.12,501.69
539,ENM39_D_calibrated.png:cream,36740,179.22,28.02,85,249,446.47,625.90,246.93,189.45,115.97,872.41,6584569.00,6584569.00,228,333,127.08,494.09
540,ENM39_D_calibrated.png:brown,285770,64.83,34.69,0,208,458.47,674.20,785.53,463.19,128.71,889.51,18525041,18525041,261,292,123.12,501.69
541,ENM3_D_calibrated.png:wing,260143,88.72,44.70,17,250,685.76,662.93,739.87,447.68,135.56,810.35,23078796,23078796,442,354,140.36,476.50
542,ENM3_D_calibrated.png:cream,32978,186.13,29.20,75,250,663.92,640.09,236.06,177.88,123.94,771.37,6138262,6138262,468,341,137.31,463.80
543,ENM3_D_calibrated.png:brown,260143,65.12,33.59,0,216,693.67,671.21,739.87,447.68,135.56,810.35,16940534,16940534,442,354,140.36,476.50
544,ENM40_D_calibrated.png:wing,272005,84.22,47.21,14,232,702.07,690.12,736.31,470.36,129.48,789.21,22908084,22908084,506,337,134.18,500.92
545,ENM40_D_calibrated.png:cream,36032,186.58,32.51,80,232,688.61,667.11,239.29,191.73,120.80,772.97,6722942,6722942,470,391,137.62,494.04
546,ENM40_D_calibrated.png:brown,272005,59.50,32.09,0,193,707.66,699.68,736.31,470.36,129.48,789.21,16185142,16185142,506,337,134.18,500.92
547,ENM4_D_calibrated.png:wing,255872,73.84,41.48,15,247,481.38,686.83,727.52,447.81,138.11,807.33,18894828,18894828,242,378,138.97,484.29
548,ENM4_D_calibrated.png:cream,26643,175.71,29.68,67,247,452.39,640.41,218.00,155.61,113.20,753.40,4681486,4681486,252,373,138.01,465.24
549,ENM4_D_calibrated.png:brown,255872,55.55,27.96,0,196,490.93,702.12,727.52,447.81,138.11,807.33,14213342,14213342,242,378,138.97,484.29
550,ENM5_D_calibrated.png:wing,313523,84.94,42.42,18,251,462.29,660.48,800.30,498.80,133.99,881.88,26630655,26630655,209,326,137.48,524.70
551,ENM5_D_calibrated.png:cream,40631,176.21,27.51,77,251,431.68,620.43,251.03,206.08,91.69,843.80,7159722,7159722,208,331,137.69,514.29
552,ENM5_D_calibrated.png:brown,313523,62.10,32.18,0,219,473.55,675.20,800.30,498.80,133.99,881.88,19470933,19470933,209,326,137.48,524.70
553,ENM6_D_calibrated.png:wing,301254,80.35,46.64,14,251,464.94,664.42,790.69,485.10,128.72,881.39,24204302,24204302,249,286,130.72,516.11
554,ENM6_D_calibrated.png:cream,37504,183.03,30.46,79,251,455.38,643.65,259.34,184.13,111.15,840.83,6864213,6864213,248,294,130.85,505.10
555,ENM6_D_calibrated.png:brown,301254,57.56,32.12,0,221,468.73,672.64,790.69,485.10,128.72,881.39,17340089,17340089,249,286,130.72,516.11
556,ENM7_D_calibrated.png:wing,267678,105.23,41.39,23,248,686.71,643.87,742.75,458.86,126.30,828.15,28168938,28168938,561,281,125.76,485.06
557,ENM7_D_calibrated.png:cream,38944,183.91,26.83,84,248,662.87,599.50,253.01,195.98,122.19,820.24,7162140,7162140,562,282,125.47,478.17
558,ENM7_D_calibrated.png:brown,267678,78.48,40.04,0,214,694.84,658.99,742.75,458.86,126.30,828.15,21006798,21006798,561,281,125.76,485.06
559,ENM8_D_calibrated.png:wing,273514,99.69,41.20,20,240,656.02,655.25,759.87,458.30,131.87,830.26,27266318,27266318,442,322,134.02,492.72
560,ENM8_D_calibrated.png:cream,37982,180.98,24.59,96,240,628.66,641.73,246.86,195.90,107.95,786.18,6873882,6873882,465,318,132.78,484.22
561,ENM8_D_calibrated.png:brown,273514,74.56,38.01,0,216,665.25,659.81,759.87,458.30,131.87,830.26,20392436,20392436,442,322,134.02,492.72
562,ESM10_D_calibrated.png:wing,242212,88.76,39.10,23,249,593.79,660.16,732.93,420.77,128.71,790.09,21498879,21498879,399,323,128.89,447.80
563,ESM10_D_calibrated.png:cream,24575,184.71,28.46,91,249,578.88,631.81,221.52,141.25,123.70,777.44,4539170,4539170,408,321,127.47,427.64
564,ESM10_D_calibrated.png:brown,242212,70.02,31.00,0,196,597.78,667.75,732.93,420.77,128.71,790.09,16959709,16959709,399,323,128.89,447.80
565,ESM11_D_calibrated.png:wing,215123,103.75,38.09,21,249,523.28,747.04,666.72,410.82,141.72,741.68,22319166,22319166,275,489,141.07,436.21
566,ESM11_D_calibrated.png:cream,25850,183.60,26.32,104,249,529.72,732.34,229.57,143.37,141.60,735.97,4746110,4746110,277,490,140.51,431.15
567,ESM11_D_calibrated.png:brown,215123,81.69,37.53,0,208,521.54,751.01,666.72,410.82,141.72,741.68,17573056,17573056,275,489,141.07,436.21
568,ESM12_D_calibrated.png:wing,249571,102.57,37.61,20,251,521.24,656.07,731.28,434.53,131.48,804.97,25598482,25598482,301,343,133.49,471.93
